time,n_rep,y_val,richness,connectance,diameter,complexity,distance,generality,vulnerability,redundancy,S1,S2,S4,S5
G2,1,7.2,20,0.155,14,0.8484866233137337,2.0,1.5799693645593083,0.6270811235619239,43.0,0.1475,0.175,0.0,0.365
G2,1,7.4,20,0.1525,13,0.8195902999603258,2.0,1.6461463712259492,0.6767554886995953,42.0,0.1225,0.175,0.015,0.3925
G2,1,7.6,20,0.1525,14,0.8462139055280999,2.0,1.604372446728329,0.6335772288774113,42.0,0.1225,0.1775,0.0075,0.3775
G2,1,7.8,20,0.1525,13,0.8311883875302488,2.0,1.5866420709435372,0.6511921832801735,42.0,0.1725,0.165,0.005,0.365
G2,1,8.0,20,0.1475,14,0.846377583140195,2.0,1.6367356296517945,0.6821902304236647,40.0,0.125,0.165,0.0125,0.3775
G2,1,8.2,20,0.1525,13,0.8304275073215938,2.0,1.607895060359243,0.6598233376228888,42.0,0.12,0.1725,0.01,0.37
G2,1,8.4,20,0.1575,14,0.8416202003631752,2.0,1.5595740296874867,0.6203422402998077,44.0,0.175,0.1775,0.0,0.37
G2,1,8.6,20,0.1575,12,0.8483703716565162,2.0,1.5731196018494036,0.6117319373617781,44.0,0.095,0.1475,0.0475,0.41
G2,1,8.8,20,0.1475,13,0.8178562894862971,2.0,1.651449809237107,0.6909987324517303,40.0,0.1175,0.175,0.0075,0.37
G2,1,9.0,20,0.1475,13,0.8161095083591827,2.0,1.680491706181414,0.7082871760654067,40.0,0.0975,0.1675,0.015,0.38
G2,1,9.2,20,0.16,13,0.8210464552287218,2.0,1.5496179495197144,0.62170182394355,45.0,0.1675,0.1875,0.01,0.3925
G2,1,9.4,20,0.1575,14,0.8638030176685352,2.0,1.542474795423483,0.5667215397613223,44.0,0.1725,0.1625,0.0025,0.37
G2,1,9.6,20,0.1525,13,0.8450759949709793,2.0,1.561481354400919,0.6335772288774113,42.0,0.135,0.15,0.035,0.375
G2,1,9.8,20,0.1575,13,0.8075330918366624,2.0,1.6294325160077225,0.6536502296697713,44.0,0.09,0.195,0.01,0.4025
G2,1,10.0,20,0.1525,14,0.8408593399763794,2.0,1.572313821112553,0.6335772288774112,42.0,0.1325,0.15,0.02,0.365
G3,1,1.0,28,0.047193877551020405,16,0.7406399697413271,2.0,3.3783823823800097,0.8505446071967856,10.0,0.0,0.00510204081632653,0.0,0.26403061224489793
G3,1,1.2,28,0.05229591836734694,16,0.7970858619039103,2.0,3.0625128851917576,0.9006916846674516,14.0,0.0,0.017857142857142856,0.002551020408163265,0.2614795918367347
G3,1,1.4,28,0.05994897959183673,16,0.8089902233238508,2.0,2.7614195666183976,0.8888763139797616,20.0,0.002551020408163265,0.03316326530612245,0.0,0.274234693877551
G3,1,1.6,28,0.07653061224489796,16,0.8619249262534866,2.0,2.323683750607967,0.8104258901693543,33.0,0.016581632653061226,0.0663265306122449,0.0012755102040816326,0.30994897959183676
G3,1,1.8,28,0.07525510204081633,17,0.8759275365399972,2.0,2.215966809355917,0.8203576595903572,32.0,0.04974489795918367,0.047193877551020405,0.016581632653061226,0.2780612244897959
G3,1,2.0,28,0.08418367346938775,17,0.8729178841979613,2.0,2.101366196189366,0.7933848870217585,39.0,0.05357142857142857,0.07270408163265306,0.007653061224489796,0.29464285714285715
G3,1,2.2,28,0.08801020408163265,17,0.8675563865016122,2.0,2.070587982572288,0.8373529047213039,42.0,0.03826530612244898,0.09311224489795919,0.017857142857142856,0.33418367346938777
G3,1,2.4,28,0.08801020408163265,17,0.8642399027811618,2.0,2.076470645079214,0.8001065687069027,42.0,0.06887755102040816,0.08163265306122448,0.006377551020408163,0.31887755102040816
G3,1,2.6,28,0.09438775510204081,16,0.856364140129587,2.0,2.005403516723382,0.8567562830968461,47.0,0.03316326530612245,0.1211734693877551,0.012755102040816327,0.3354591836734694
G3,1,2.8,28,0.08928571428571429,17,0.8635146892646148,2.0,2.043961295567452,0.8036951697788943,43.0,0.05994897959183673,0.09311224489795919,0.012755102040816327,0.3239795918367347
G3,1,3.0,28,0.10459183673469388,18,0.8687522738370631,2.0,1.860847562786045,0.7372269978904584,55.0,0.09948979591836735,0.12755102040816327,0.017857142857142856,0.37755102040816324
G3,1,3.2,28,0.10204081632653061,18,0.8846110455232536,2.0,1.8537749274066369,0.7483314773547882,53.0,0.05739795918367347,0.10459183673469388,0.026785714285714284,0.3469387755102041
G3,1,3.4,28,0.09948979591836735,17,0.830626658981543,2.0,1.9377157300462695,0.8253065097144144,51.0,0.07397959183673469,0.12372448979591837,0.01403061224489796,0.35714285714285715
G3,1,3.6,28,0.10076530612244898,17,0.8406343474063046,2.0,1.92699086914098,0.8244888409343519,52.0,0.07142857142857142,0.12627551020408162,0.025510204081632654,0.3737244897959184
G3,1,3.8,28,0.10331632653061225,17,0.8615044835132318,2.0,1.8468336213555063,0.7834220843801836,54.0,0.06377551020408163,0.11096938775510204,0.036989795918367346,0.35841836734693877
G3,1,4.0,28,0.11096938775510204,17,0.8240776295774778,2.0,1.802254758324608,0.794832180385637,60.0,0.1096938775510204,0.15178571428571427,0.01913265306122449,0.375
G3,1,4.2,28,0.10331632653061225,17,0.8509972110749977,2.0,1.9034779133044972,0.7720410290298776,54.0,0.09438775510204081,0.12755102040816327,0.01403061224489796,0.36607142857142855
G3,1,4.4,28,0.09693877551020408,16,0.8459979338538197,2.0,1.9874439143820382,0.8259910463055868,49.0,0.021683673469387755,0.10841836734693877,0.02295918367346939,0.3520408163265306
G3,1,4.6,28,0.1096938775510204,17,0.8584363577660049,2.0,1.828778396321214,0.7515249671537423,59.0,0.07653061224489796,0.1441326530612245,0.02040816326530612,0.3852040816326531
G3,1,4.8,28,0.10841836734693877,18,0.8642886499043104,2.0,1.7784216442650673,0.7580031369373204,58.0,0.11096938775510204,0.13137755102040816,0.026785714285714284,0.3647959183673469
G3,1,5.0,28,0.11352040816326531,17,0.7952259074129733,2.0,1.844527778895035,0.7896732337555911,62.0,0.09438775510204081,0.16964285714285715,0.01913265306122449,0.42091836734693877
G3,1,5.2,28,0.10586734693877552,17,0.8590340132934753,2.0,1.8465570558883828,0.7870529679913978,56.0,0.08418367346938775,0.1326530612244898,0.03188775510204082,0.3864795918367347
G3,1,5.4,28,0.10459183673469388,17,0.8645190420145441,2.0,1.863166789705792,0.7715728432452222,55.0,0.08418367346938775,0.12755102040816327,0.02295918367346939,0.3622448979591837
G3,1,5.6,28,0.10714285714285714,17,0.8323032232465389,2.0,1.9029974190615007,0.769800358919501,57.0,0.0778061224489796,0.13392857142857142,0.01913265306122449,0.3979591836734694
G3,1,5.8,28,0.1096938775510204,18,0.8620363960875997,2.0,1.8071827524163049,0.7462825765307746,59.0,0.1096938775510204,0.1326530612244898,0.026785714285714284,0.3864795918367347
G3,1,6.0,28,0.10459183673469388,17,0.8746975510887862,2.0,1.8327879418789528,0.7771495909857634,55.0,0.08928571428571429,0.11352040816326531,0.04081632653061224,0.37244897959183676
G3,1,6.2,28,0.10586734693877552,17,0.866562335097918,2.0,1.8351084716858508,0.7598042620478486,56.0,0.07525510204081633,0.1096938775510204,0.03826530612244898,0.36862244897959184
G3,1,6.4,28,0.10841836734693877,18,0.8643325784037942,2.0,1.8053361887264268,0.7737457967514374,58.0,0.07015306122448979,0.13520408163265307,0.030612244897959183,0.3673469387755102
G3,1,6.6,28,0.10076530612244898,17,0.8701725739662984,2.0,1.9075774685295501,0.8015989291221141,52.0,0.0548469387755102,0.10586734693877552,0.039540816326530615,0.3673469387755102
G3,1,6.8,28,0.11352040816326531,18,0.8524974366464879,2.0,1.794154743109031,0.7268233925546886,62.0,0.11607142857142858,0.14668367346938777,0.01913265306122449,0.3979591836734694
G3,1,7.0,28,0.11607142857142858,18,0.8359846388641864,2.0,1.7934059948764833,0.7234223579315838,64.0,0.09821428571428571,0.16071428571428573,0.025510204081632654,0.42857142857142855
G3,1,7.2,28,0.11096938775510204,18,0.8515185984098,2.0,1.778685856069998,0.7346337413296316,60.0,0.12372448979591837,0.1326530612244898,0.021683673469387755,0.36862244897959184
G3,1,7.4,28,0.11224489795918367,17,0.8568767700791607,2.0,1.8013955750343376,0.7875873586889107,61.0,0.10076530612244898,0.14795918367346939,0.029336734693877552,0.3877551020408163
G3,1,7.6,28,0.11096938775510204,17,0.8426090483336589,2.0,1.793720080413372,0.8044273978982532,60.0,0.09693877551020408,0.15943877551020408,0.02040816326530612,0.3647959183673469
G3,1,7.8,28,0.11734693877551021,18,0.8516845207963732,2.0,1.7549202692939643,0.7402189578631855,65.0,0.12372448979591837,0.15943877551020408,0.025510204081632654,0.40561224489795916
G3,1,8.0,28,0.11352040816326531,17,0.8264658024900625,2.0,1.8124503239489813,0.8215262819171164,62.0,0.05102040816326531,0.15943877551020408,0.044642857142857144,0.40688775510204084
G3,1,8.2,28,0.1096938775510204,17,0.8392023562050507,2.0,1.8201708859233805,0.7772066889608857,59.0,0.08928571428571429,0.14285714285714285,0.02040816326530612,0.375
G3,1,8.4,28,0.11989795918367346,18,0.84463964028465,2.0,1.7372846745251693,0.7260878236523605,67.0,0.12244897959183673,0.16964285714285715,0.02295918367346939,0.41581632653061223
G3,1,8.6,28,0.11224489795918367,18,0.8488408383067332,2.0,1.8117732174897334,0.7584843036838684,61.0,0.08035714285714286,0.15051020408163265,0.025510204081632654,0.4005102040816326
G3,1,8.8,28,0.11096938775510204,17,0.8262186215046594,2.0,1.8505654579885937,0.7851197051812016,60.0,0.08035714285714286,0.15306122448979592,0.026785714285714284,0.41709183673469385
G3,1,9.0,28,0.1096938775510204,16,0.8569754327781397,2.0,1.8479987155973316,0.7971565757450857,59.0,0.044642857142857144,0.1377551020408163,0.03826530612244898,0.39540816326530615
G3,1,9.2,28,0.11352040816326531,18,0.8507646548742447,2.0,1.794154743109031,0.7318496453237507,62.0,0.09311224489795919,0.15178571428571427,0.016581632653061226,0.38903061224489793
G3,1,9.4,28,0.09948979591836735,17,0.866678204208126,2.0,1.8852822950601085,0.7590333900710814,51.0,0.10841836734693877,0.11352040816326531,0.01913265306122449,0.3596938775510204
G3,1,9.6,28,0.11096938775510204,17,0.8370019563785813,2.0,1.8022547583246078,0.7851197051812016,60.0,0.09183673469387756,0.1326530612244898,0.04081632653061224,0.39413265306122447
G3,1,9.8,28,0.10586734693877552,16,0.8617810864342162,2.0,1.8189594008487353,0.7976918687960066,56.0,0.058673469387755105,0.11862244897959184,0.044642857142857144,0.37244897959183676
G3,1,10.0,28,0.10841836734693877,18,0.8559834396805234,2.0,1.8318553337695787,0.7737457967514373,58.0,0.07908163265306123,0.14030612244897958,0.02423469387755102,0.375
G4,1,1.0,44,0.02169421487603306,30,0.9107648799433924,3.0,4.8979244668213635,0.7811792339937459,-1.0,0.0015495867768595042,0.005681818181818182,0.0,0.22262396694214875
G4,1,1.2,44,0.02221074380165289,29,0.84063161150502,3.0,4.599961556409985,0.839998957862902,0.0,0.0010330578512396695,0.005165289256198347,0.002066115702479339,0.20506198347107438
G4,1,1.4,44,0.026859504132231406,30,0.8083112245885536,3.0,4.331012776064891,0.7584213685944762,9.0,0.0015495867768595042,0.00981404958677686,0.0015495867768595042,0.26962809917355374
G4,1,1.6,44,0.03512396694214876,33,0.8921075301144549,3.0,3.4081069122779906,0.6758308995927091,25.0,0.004132231404958678,0.014979338842975207,0.006198347107438017,0.2784090909090909
G4,1,1.8,44,0.04183884297520661,33,0.9026948512594696,3.0,3.1060506903338623,0.5850922611572762,38.0,0.011363636363636364,0.017045454545454544,0.011363636363636364,0.3352272727272727
G4,1,2.0,44,0.049586776859504134,33,0.9076567559200002,3.0,2.6766709143005483,0.7214640226077199,53.0,0.017045454545454544,0.01859504132231405,0.03254132231404959,0.3378099173553719
G4,1,2.2,44,0.0506198347107438,33,0.9065102053925427,3.0,2.528460281946876,0.7301711766510081,55.0,0.020144628099173553,0.02066115702479339,0.030475206611570247,0.3037190082644628
G4,1,2.4,44,0.061466942148760334,32,0.9234635867917347,3.0,2.149453572292964,0.5614844788756805,76.0,0.03667355371900827,0.026859504132231406,0.04183884297520661,0.3352272727272727
G4,1,2.6,44,0.06043388429752066,39,0.9109602750196936,3.0,2.2737523458975204,0.70679257624062,74.0,0.029958677685950414,0.038223140495867766,0.03925619834710744,0.3584710743801653
G4,1,2.8,44,0.059400826446280995,38,0.9233060304446281,3.0,2.3603128236505166,0.5424471512916555,72.0,0.04132231404958678,0.028409090909090908,0.03460743801652893,0.384297520661157
G4,1,3.0,44,0.07076446280991736,36,0.9192012948882561,3.0,2.0244017643821413,0.665144195334972,94.0,0.07231404958677685,0.05371900826446281,0.0640495867768595,0.4271694214876033
G4,1,3.2,44,0.08161157024793389,35,0.9299028266996794,3.0,1.7980735919590274,0.5955157868002965,115.0,0.0893595041322314,0.06301652892561983,0.07076446280991736,0.4152892561983471
G4,1,3.4,44,0.07747933884297521,42,0.9215945805803767,3.0,1.9378370424524285,0.6208637810545264,107.0,0.054235537190082644,0.05320247933884298,0.06921487603305786,0.4359504132231405
G4,1,3.6,44,0.07799586776859505,36,0.9267753382807006,3.0,1.9209779770964823,0.6296778841668391,108.0,0.06714876033057851,0.06456611570247933,0.06921487603305786,0.45041322314049587
G4,1,3.8,44,0.08832644628099173,42,0.9199085537495579,3.0,1.7462333808962975,0.5904607926785009,128.0,0.07541322314049587,0.05320247933884298,0.09194214876033058,0.46229338842975204
G4,1,4.0,44,0.08316115702479339,38,0.917190254293694,3.0,1.863782511283657,0.5980071329829743,118.0,0.07902892561983471,0.06456611570247933,0.0743801652892562,0.4669421487603306
G4,1,4.2,44,0.09452479338842976,40,0.9146422279079885,3.0,1.6985202108881416,0.5819285804167543,140.0,0.10692148760330579,0.07799586776859505,0.10072314049586777,0.5056818181818182
G4,1,4.4,44,0.08574380165289257,40,0.9366094832701202,3.0,1.7337524345415678,0.565504458093785,123.0,0.08471074380165289,0.06611570247933884,0.07231404958677685,0.4256198347107438
G4,1,4.6,44,0.09039256198347108,38,0.9160924255830857,3.0,1.7649952841604664,0.5952075651085182,132.0,0.10072314049586777,0.07902892561983471,0.09452479338842976,0.5005165289256198
G4,1,4.8,44,0.0862603305785124,35,0.9151616799182017,3.0,1.8170443435157484,0.6239557576254355,124.0,0.08729338842975207,0.0862603305785124,0.08832644628099173,0.5092975206611571
G4,1,5.0,44,0.09039256198347108,41,0.9148450254025443,3.0,1.787343363222105,0.6098473670565756,132.0,0.07954545454545454,0.08987603305785125,0.08109504132231404,0.5
G4,1,5.2,44,0.09090909090909091,40,0.9138901370494289,3.0,1.7882042440964765,0.6171012505969925,133.0,0.08471074380165289,0.08471074380165289,0.07747933884297521,0.493801652892562
G4,1,5.4,44,0.09194214876033058,40,0.9207456747696663,3.0,1.7241293701312959,0.6215990045854025,135.0,0.0996900826446281,0.09607438016528926,0.09039256198347108,0.5077479338842975
G4,1,5.6,44,0.09607438016528926,34,0.9167823376317775,3.0,1.6958008257122843,0.5836197689670153,143.0,0.08884297520661157,0.09194214876033058,0.10278925619834711,0.5320247933884298
