model,extinction_mechanism,n_rep,tss_link,tss_node
lmatrix,random,1,0.26249999999999996,0.1428571428571428
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4571226080793762,0.1428571428571428
lmatrix,motility_descending,1,0.2142857142857144,-0.02857142857142858
lmatrix,tiering_descending,1,NaN,-0.5428571428571428
lmatrix,calcification_descending,1,0.7046070460704608,0.1428571428571428
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,0.5997150997150997,0.22857142857142865
lmatrix,tiering_ascending,1,0.3710585585585586,0.48571428571428577
lmatrix,calcification_ascending,1,0.4541666666666666,0.22857142857142865
lmatrix,random,1,0.017857142857142794,-0.19999999999999996
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4674922600619196,0.22857142857142865
lmatrix,motility_descending,1,0.260347129506008,0.22857142857142865
lmatrix,tiering_descending,1,0.0,-0.4571428571428572
lmatrix,calcification_descending,1,0.7142857142857144,0.05714285714285716
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.22857142857142854
lmatrix,motility_ascending,1,0.7050505050505049,-0.17142857142857149
lmatrix,tiering_ascending,1,0.2490723562152133,0.5357142857142856
lmatrix,calcification_ascending,1,0.5348047538200338,0.05714285714285716
lmatrix,random,1,0.6111111111111112,-0.014285714285714235
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,motility_descending,1,0.5666666666666667,0.22857142857142865
lmatrix,tiering_descending,1,NaN,-0.4571428571428572
lmatrix,calcification_descending,1,0.3295774647887324,0.021428571428571352
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,0.053613053613053685,0.1428571428571428
lmatrix,tiering_ascending,1,0.358793230316409,0.48571428571428577
lmatrix,calcification_ascending,1,0.09743589743589753,-0.11428571428571432
lmatrix,random,1,0.3287106446776611,0.22857142857142865
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4674922600619196,0.22857142857142865
lmatrix,motility_descending,1,0.17803837953091683,0.05714285714285716
lmatrix,tiering_descending,1,1.0,-0.4285714285714286
lmatrix,calcification_descending,1,0.5632183908045976,-0.06428571428571428
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,NaN,-0.06428571428571428
lmatrix,tiering_ascending,1,0.37401574803149606,0.3999999999999999
lmatrix,calcification_ascending,1,0.33999999999999986,-0.02857142857142858
lmatrix,random,1,0.7999999999999998,0.1428571428571428
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4674922600619196,0.22857142857142865
lmatrix,motility_descending,1,0.5177865612648223,0.1428571428571428
lmatrix,tiering_descending,1,NaN,-0.4571428571428572
lmatrix,calcification_descending,1,0.6703703703703705,-0.02857142857142858
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,0.7260127931769724,0.05714285714285716
lmatrix,tiering_ascending,1,0.3822647169103863,0.3999999999999999
lmatrix,calcification_ascending,1,-0.1071428571428571,-0.02857142857142858
lmatrix,random,1,0.7792792792792793,-0.11428571428571432
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4668989547038329,0.3142857142857143
lmatrix,motility_descending,1,0.2708333333333335,0.1428571428571428
lmatrix,tiering_descending,1,NaN,-0.5428571428571428
lmatrix,calcification_descending,1,0.28903654485049834,0.1428571428571428
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.22857142857142854
lmatrix,motility_ascending,1,0.7215686274509805,0.1428571428571428
lmatrix,tiering_ascending,1,0.38545454545454527,0.3999999999999999
lmatrix,calcification_ascending,1,0.30952380952380953,0.021428571428571352
lmatrix,random,1,0.7657142857142856,-0.09999999999999998
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4668989547038329,0.3142857142857143
lmatrix,motility_descending,1,0.912087912087912,0.1428571428571428
lmatrix,tiering_descending,1,0.0,-0.4571428571428572
lmatrix,calcification_descending,1,0.8409090909090908,-0.11428571428571432
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,0.0,0.05714285714285716
lmatrix,tiering_ascending,1,0.365427927927928,0.48571428571428577
lmatrix,calcification_ascending,1,0.07428571428571429,-0.02857142857142858
lmatrix,random,1,0.8008196721311474,0.05714285714285716
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4674922600619196,0.22857142857142865
lmatrix,motility_descending,1,0.6522187822497421,0.22857142857142865
lmatrix,tiering_descending,1,NaN,-0.6285714285714286
lmatrix,calcification_descending,1,0.23809523809523814,-0.11428571428571432
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.22857142857142854
lmatrix,motility_ascending,1,0.3242424242424242,0.05714285714285716
lmatrix,tiering_ascending,1,0.36734693877551017,0.48571428571428577
lmatrix,calcification_ascending,1,0.03428571428571425,-0.02857142857142858
lmatrix,random,1,0.35686053077357416,0.1428571428571428
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
lmatrix,vulnerability_descending,1,0.06346153846153846,-0.26428571428571423
lmatrix,size_descending,1,0.4910714285714286,0.1428571428571428
lmatrix,motility_descending,1,0.48575498575498566,0.15714285714285703
lmatrix,tiering_descending,1,NaN,-0.5428571428571428
lmatrix,calcification_descending,1,0.11313131313131297,-0.02857142857142858
lmatrix,generality_ascending,1,0.2054421768707484,-0.20714285714285707
lmatrix,vulnerability_ascending,1,0.6686868686868688,-0.02857142857142858
lmatrix,size_ascending,1,0.06346153846153846,-0.26428571428571423
lmatrix,motility_ascending,1,0.5732142857142857,0.22857142857142865
lmatrix,tiering_ascending,1,0.2468922108575924,0.44999999999999996
lmatrix,calcification_ascending,1,-0.04066985645933008,-0.11428571428571432
lmatrix,random,1,0.17714285714285705,-0.02857142857142858
lmatrix,generality_descending,1,0.6857798165137616,0.22857142857142865
