model,extinction_mechanism,n_rep,tss_link,tss_node
adbm,random,1,0.05786618444846292,0.1428571428571428
adbm,generality_descending,1,0.45562342795544364,0.3142857142857143
adbm,vulnerability_descending,1,0.4191729323308271,-0.0714285714285714
adbm,size_descending,1,0.48238482384823866,0.1428571428571428
adbm,motility_descending,1,0.49334975369458123,0.18571428571428572
adbm,tiering_descending,1,NaN,-0.4571428571428572
adbm,calcification_descending,1,0.8205128205128205,-0.02857142857142858
adbm,generality_ascending,1,0.5454545454545454,-0.16428571428571426
adbm,vulnerability_ascending,1,0.7271438695960311,0.1428571428571428
adbm,size_ascending,1,0.4046385393535652,-0.05714285714285716
adbm,motility_ascending,1,0.1873239436619718,0.05714285714285716
adbm,tiering_ascending,1,0.46938775510204067,0.48571428571428577
adbm,calcification_ascending,1,0.5466666666666666,0.1428571428571428
adbm,random,1,0.5524916943521596,0.22857142857142865
adbm,generality_descending,1,0.45562342795544364,0.3142857142857143
adbm,vulnerability_descending,1,0.4191729323308271,-0.0714285714285714
adbm,size_descending,1,0.6704545454545454,0.1428571428571428
adbm,motility_descending,1,0.790909090909091,0.05714285714285716
adbm,tiering_descending,1,1.0,-0.3571428571428572
adbm,calcification_descending,1,0.6226642555756481,0.1428571428571428
adbm,generality_ascending,1,0.5454545454545454,-0.16428571428571426
adbm,vulnerability_ascending,1,0.7271438695960311,0.1428571428571428
adbm,size_ascending,1,0.4517149517149517,0.09285714285714275
adbm,motility_ascending,1,0.8876811594202898,0.05714285714285716
adbm,tiering_ascending,1,0.5318872451019592,0.5714285714285714
adbm,calcification_ascending,1,0.4903381642512077,-0.02857142857142858
adbm,random,1,0.8667872212176011,0.1428571428571428
adbm,generality_descending,1,0.45562342795544364,0.3142857142857143
adbm,vulnerability_descending,1,0.4191729323308271,-0.0714285714285714
adbm,size_descending,1,0.45562342795544364,0.3142857142857143
adbm,motility_descending,1,0.37451737451737444,0.05714285714285716
adbm,tiering_descending,1,0.0,-0.37142857142857144
adbm,calcification_descending,1,0.8198529411764706,0.05714285714285716
adbm,generality_ascending,1,0.5454545454545454,-0.16428571428571426
adbm,vulnerability_ascending,1,0.7271438695960311,0.1428571428571428
adbm,size_ascending,1,0.44267631103074123,0.04285714285714293
adbm,motility_ascending,1,0.831410825199645,0.22857142857142865
adbm,tiering_ascending,1,0.40213903743315504,0.3142857142857143
adbm,calcification_ascending,1,-0.1923076923076923,-0.02857142857142858
adbm,random,1,0.6220095693779903,-0.11428571428571432
adbm,generality_descending,1,0.45562342795544364,0.3142857142857143
adbm,vulnerability_descending,1,0.4191729323308271,-0.0714285714285714
adbm,size_descending,1,0.45562342795544364,0.3142857142857143
adbm,motility_descending,1,0.4385964912280702,0.1428571428571428
adbm,tiering_descending,1,NaN,-0.4571428571428572
adbm,calcification_descending,1,0.72,0.1428571428571428
adbm,generality_ascending,1,0.5454545454545454,-0.16428571428571426
adbm,vulnerability_ascending,1,0.7271438695960311,0.1428571428571428
adbm,size_ascending,1,0.5259827044025158,0.05714285714285716
adbm,motility_ascending,1,0.6004950495049504,0.12142857142857144
adbm,tiering_ascending,1,0.4535058117735282,0.3999999999999999
adbm,calcification_ascending,1,-0.005714285714285672,-0.02857142857142858
adbm,random,1,0.5047995482778092,0.1428571428571428
adbm,generality_descending,1,0.45562342795544364,0.3142857142857143
adbm,vulnerability_descending,1,0.4191729323308271,-0.0714285714285714
adbm,size_descending,1,0.48238482384823866,0.1428571428571428
adbm,motility_descending,1,0.6363636363636362,0.22857142857142865
