model,extinction_mechanism,n_rep,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,NDTI,NDCI,resilience,rep
pfim_metaweb,random,1,20,0.1875,3,0.8911734355718504,2.7333333333333334,3.0,1.1795528937863557,0.6291180125256394,2.8,0.42168674698795183,-0.2773722627737226,0.5,1
pfim_metaweb,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,2
pfim_metaweb,vulnerability_descending,1,20,0.115,2,0.9252772295826538,2.628787878787879,4.0,1.3012931431440011,1.2224478184320078,1.35,0.48717948717948717,0.07692307692307693,0.5,3
pfim_metaweb,size_descending,1,20,0.1,2,0.9378470587157555,2.5833333333333335,3.0,1.4234871932945812,1.7167901505579042,1.05,0.7391304347826086,0.2736318407960199,0.5,4
pfim_metaweb,motility_descending,1,20,0.0925,2,0.9321238784980828,2.375,3.0,1.14027151944481,1.7207716113114302,0.9,0.5652173913043478,0.5,0.482421875,5
pfim_metaweb,tiering_descending,1,20,0.19,2,0.8668989492571962,2.8291118421052626,3.0,1.540624495876288,0.7071583252170265,2.85,-0.07547169811320754,-0.5210526315789473,0.5,6
pfim_metaweb,calcification_descending,1,20,0.13,3,0.9213649500284462,2.644425019425019,1.0,1.3578153079355195,1.2315281061249255,1.65,0.4074074074074074,0.03896103896103896,0.5,7
pfim_metaweb,generality_ascending,1,20,0.2275,4,0.8721508327033634,2.5799999999999996,1.0,0.7183007678614981,0.5214374236292117,3.6,-0.04597701149425287,-0.08396946564885496,0.5,8
pfim_metaweb,vulnerability_ascending,1,20,0.1675,2,0.8613919573526435,2.816880341880342,3.0,1.678235788208419,0.8568502513495219,2.4,0.08860759493670886,-0.43552311435523117,0.5,9
pfim_metaweb,size_ascending,1,20,0.195,2,0.8687770752549764,2.775974025974027,3.0,1.213839933573846,0.7436130109440866,2.95,0.0625,-0.2635135135135135,0.5,10
pfim_metaweb,motility_ascending,1,20,0.12,2,0.9214615257039735,2.674603174603175,3.0,1.3746344543335642,1.3203867057160108,1.45,0.5121951219512195,0.08837209302325581,0.482421875,11
pfim_metaweb,tiering_ascending,1,20,0.2375,3,0.8504787729639182,2.8786594489073827,3.0,0.9895208334378575,0.40336823599484534,3.8,0.07692307692307693,-0.5315315315315315,0.5,12
pfim_metaweb,calcification_ascending,1,20,0.1425,2,0.9191239668754466,2.6545454545454548,3.0,1.309279061265373,0.933727587708439,1.9,0.2916666666666667,-0.13744075829383887,0.5,13
pfim_metaweb,random,1,20,0.115,2,0.9333811912395438,2.681666666666666,3.0,1.4801441765600527,1.3683751322051891,1.35,0.5555555555555556,0.03669724770642202,0.5,14
pfim_metaweb,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,15
pfim_metaweb,vulnerability_descending,1,20,0.115,2,0.9252772295826538,2.628787878787879,4.0,1.3012931431440011,1.2224478184320078,1.35,0.48717948717948717,0.07692307692307693,0.5,16
pfim_metaweb,size_descending,1,20,0.1025,2,0.9319596537336774,2.615384615384615,3.0,1.471735011821148,1.6709870217108052,1.1,0.75,0.2169811320754717,0.5,17
pfim_metaweb,motility_descending,1,20,0.1475,2,0.9153525504757155,2.7416666666666663,3.0,1.501849759335957,0.9427270719777155,2.0,0.36,-0.2558139534883721,0.482421875,18
pfim_metaweb,tiering_descending,1,20,0.19,2,0.8668989492571962,2.8291118421052626,3.0,1.540624495876288,0.7071583252170265,2.85,-0.07547169811320754,-0.5210526315789473,0.5,19
pfim_metaweb,calcification_descending,1,20,0.1525,2,0.9050815040254337,2.6780219780219783,3.0,1.1724162031123653,0.9241445759275807,2.1,0.3253012048192771,-0.05069124423963134,0.5,20
pfim_metaweb,generality_ascending,1,20,0.2275,4,0.8721508327033634,2.5799999999999996,1.0,0.7183007678614981,0.5214374236292117,3.6,-0.04597701149425287,-0.08396946564885496,0.5,21
pfim_metaweb,vulnerability_ascending,1,20,0.1675,2,0.8613919573526435,2.816880341880342,3.0,1.678235788208419,0.8568502513495219,2.4,0.08860759493670886,-0.43552311435523117,0.5,22
pfim_metaweb,size_ascending,1,20,0.1875,2,0.8854460691680609,2.728356481481481,3.0,1.1007705966425287,0.7334928056269079,2.8,0.009009009009009009,-0.17446808510638298,0.5,23
pfim_metaweb,motility_ascending,1,20,0.1175,2,0.8670491699312991,2.6439393939393945,3.0,1.3333770135721568,1.4165534303624738,1.4,0.19047619047619047,0.18781725888324874,0.482421875,24
pfim_metaweb,tiering_ascending,1,20,0.245,3,0.8453064434004555,2.878670047900817,3.0,1.0633293180827863,0.3911603542825442,3.95,-0.031007751937984496,-0.6168582375478927,0.5,25
pfim_metaweb,calcification_ascending,1,20,0.1725,2,0.8959950617839693,2.6874999999999996,3.0,1.2023883931932613,0.7252476456455019,2.5,0.17333333333333334,-0.2289156626506024,0.5,26
pfim_metaweb,random,1,20,0.1925,3,0.9054860544643518,2.6773504273504276,3.0,1.0568353092280516,0.6321719467436919,2.9,0.3333333333333333,-0.17269076305220885,0.5,27
pfim_metaweb,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,28
pfim_metaweb,vulnerability_descending,1,20,0.115,2,0.9252772295826538,2.628787878787879,4.0,1.3012931431440011,1.2224478184320078,1.35,0.48717948717948717,0.07692307692307693,0.5,29
pfim_metaweb,size_descending,1,20,0.0975,2,0.9366780208161928,2.736842105263157,3.0,1.9719827262229102,1.8337791894834432,1.0,0.7272727272727273,0.0,0.5,30
pfim_metaweb,motility_descending,1,20,0.155,2,0.8978485460640164,2.758403361344538,3.0,1.403757485675991,0.9586442770299365,2.15,0.23809523809523808,-0.19063545150501673,0.482421875,31
pfim_metaweb,tiering_descending,1,20,0.19,2,0.8668989492571962,2.8291118421052626,3.0,1.540624495876288,0.7071583252170265,2.85,-0.07547169811320754,-0.5210526315789473,0.5,32
pfim_metaweb,calcification_descending,1,20,0.125,2,0.9145215821761662,2.53525641025641,3.0,1.3455579942126141,1.105012502906165,1.55,0.3170731707317073,-0.05263157894736842,0.5,33
pfim_metaweb,generality_ascending,1,20,0.2275,4,0.8721508327033634,2.5799999999999996,1.0,0.7183007678614981,0.5214374236292117,3.6,-0.04597701149425287,-0.08396946564885496,0.5,34
pfim_metaweb,vulnerability_ascending,1,20,0.1675,2,0.8613919573526435,2.816880341880342,3.0,1.678235788208419,0.8568502513495219,2.4,0.08860759493670886,-0.43552311435523117,0.5,35
pfim_metaweb,size_ascending,1,20,0.2225,2,0.8481311587166535,2.791450216450217,3.0,1.0702287934657981,0.6417398062585312,3.5,-0.1111111111111111,-0.26421404682274247,0.5,36
pfim_metaweb,motility_ascending,1,20,0.1225,3,0.9089128480051255,2.625,3.0,1.3141202503071234,1.2871541559808155,1.5,0.4117647058823529,0.1111111111111111,0.482421875,37
pfim_metaweb,tiering_ascending,1,20,0.215,3,0.8558536434074481,2.8089225589225584,3.0,1.0592855644412766,0.47180019980803034,3.35,0.11219512195121951,-0.48598130841121495,0.5,38
pfim_metaweb,calcification_ascending,1,20,0.1625,3,0.9024757301693257,2.673333333333333,3.0,1.1890709625462752,0.8695692795052237,2.3,0.17073170731707318,-0.107981220657277,0.5,39
pfim_metaweb,random,1,20,0.12,2,0.9184587611029892,2.5617283950617282,3.0,1.2492687919818868,1.241933033950991,1.45,0.6363636363636364,0.17159763313609466,0.5,40
pfim_metaweb,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,41
pfim_metaweb,vulnerability_descending,1,20,0.115,2,0.9252772295826538,2.628787878787879,4.0,1.3012931431440011,1.2224478184320078,1.35,0.48717948717948717,0.07692307692307693,0.5,42
pfim_metaweb,size_descending,1,20,0.1225,2,0.9245609052716026,2.7222222222222223,3.0,1.7391425864275245,1.3405440101972883,1.5,0.6470588235294118,-0.1390728476821192,0.5,43
pfim_metaweb,motility_descending,1,20,0.115,2,0.9121536225169933,2.5946969696969697,3.0,1.278150340027443,1.4323188054625078,1.35,0.42857142857142855,0.23469387755102042,0.482421875,44
pfim_metaweb,tiering_descending,1,20,0.19,2,0.8668989492571962,2.8291118421052626,3.0,1.540624495876288,0.7071583252170265,2.85,-0.07547169811320754,-0.5210526315789473,0.5,45
pfim_metaweb,calcification_descending,1,20,0.095,2,0.8701333784927205,2.5909090909090917,3.0,1.396682383201393,1.8063405844529548,0.95,0.38461538461538464,0.3559322033898305,0.5,46
