model,extinction_mechanism,n_rep,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,NDTI,NDCI,resilience,rep
pfim_downsample,random,1,20,0.09,3,0.9292461060228893,3.0,3.0,1.07545115727443,1.6966120734025603,0.85,0.7857142857142857,0.48872180451127817,0.5,1
pfim_downsample,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,2
pfim_downsample,vulnerability_descending,1,21,0.10657596371882086,3,0.9266090762947143,3.0,4.0,1.2064223791832258,1.155712875192981,1.2857142857142858,0.55,0.10810810810810811,0.5,3
pfim_downsample,size_descending,1,20,0.1,2,0.9234476079724462,3.0,3.0,1.495607604040297,1.7167901505579042,1.05,0.7692307692307693,0.1780821917808219,0.5,4
pfim_downsample,motility_descending,1,20,0.125,2,0.9112930037514324,3.0,3.0,1.7387230644173448,1.3138933706635725,1.55,0.24,-0.1724137931034483,0.482421875,5
pfim_downsample,tiering_descending,1,20,0.1725,2,0.864752880119012,2.835498788813037,3.0,1.5889240665119704,0.8383673772056702,2.5,0.09302325581395349,-0.4166666666666667,0.5,6
pfim_downsample,calcification_descending,1,20,0.1375,3,0.9185433777135125,3.0,3.0,1.1430901396743032,1.0544134548635573,1.8,0.17647058823529413,0.0759493670886076,0.5,7
pfim_downsample,generality_ascending,1,20,0.1875,3,0.8991842803871596,2.6674382716049383,1.0,0.877529759912542,0.5923488777590924,2.8,0.11320754716981132,-0.11594202898550725,0.5,8
pfim_downsample,vulnerability_ascending,1,20,0.1575,2,0.9199046412282338,2.999999999999999,3.0,1.5459097730554994,0.9112534419113965,2.2,0.22727272727272727,-0.3393939393939394,0.5,9
pfim_downsample,size_ascending,1,20,0.1675,2,0.9060555566454043,2.6666666666666665,3.0,0.9746406396955635,0.6798399891190283,2.4,0.2702702702702703,-0.08280254777070063,0.5,10
pfim_downsample,motility_ascending,1,20,0.1275,2,0.8864055732731164,3.0,3.0,1.5813467810058897,1.2496989661594315,1.6,0.5789473684210527,-0.088,0.482421875,11
pfim_downsample,tiering_ascending,1,20,0.21,3,0.9104677622557071,3.0,3.0,1.139510555459274,0.4736775801474667,3.25,0.16129032258064516,-0.4823529411764706,0.5,12
pfim_downsample,calcification_ascending,1,20,0.125,2,0.9083915391306108,3.0,3.0,1.4768387290354175,1.1424811411549587,1.55,0.5789473684210527,-0.09401709401709402,0.5,13
pfim_downsample,random,1,20,0.155,3,0.913586800306367,2.6813186813186816,3.0,1.1120478492274808,0.8032193289024989,2.15,0.2876712328767123,-0.09,0.5,14
pfim_downsample,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,15
pfim_downsample,vulnerability_descending,1,21,0.10657596371882086,3,0.9266090762947143,3.0,4.0,1.2064223791832258,1.155712875192981,1.2857142857142858,0.55,0.10810810810810811,0.5,16
pfim_downsample,size_descending,1,20,0.0725,2,0.9219684824919294,3.0,3.0,1.1069590248722416,2.58505721572294,0.5,1.0,0.6374269005847953,0.5,17
pfim_downsample,motility_descending,1,20,0.065,2,0.949857939099019,3.0,3.0,0.868135528687438,2.8684431954665213,0.35,1.0,0.825503355704698,0.482421875,18
pfim_downsample,tiering_descending,1,21,0.17006802721088435,2,0.8482292940317014,3.0,3.0,1.6219987669539087,0.7947829892492667,2.619047619047619,-0.02,-0.47890818858560796,0.5,19
pfim_downsample,calcification_descending,1,20,0.1575,2,0.9176535087952006,2.7066326530612246,4.0,1.1979437191986109,0.7794893618567067,2.2,0.25,-0.18385650224215247,0.5,20
pfim_downsample,generality_ascending,1,20,0.1875,3,0.8991842803871596,2.6674382716049383,1.0,0.877529759912542,0.5923488777590924,2.8,0.11320754716981132,-0.11594202898550725,0.5,21
pfim_downsample,vulnerability_ascending,1,20,0.1575,2,0.9199046412282338,2.999999999999999,3.0,1.5459097730554994,0.9112534419113965,2.2,0.22727272727272727,-0.3393939393939394,0.5,22
pfim_downsample,size_ascending,1,20,0.175,2,0.9048662852988878,2.6301020408163263,3.0,1.0175685516220854,0.7444748147059588,2.55,0.22916666666666666,-0.06060606060606061,0.5,23
pfim_downsample,motility_ascending,1,20,0.1075,2,0.9419991063345476,3.0,3.0,1.5702320360583168,1.5702320360583166,1.2,0.3684210526315789,0.09090909090909091,0.482421875,24
pfim_downsample,tiering_ascending,1,20,0.195,3,0.905220133650167,3.0,3.0,1.0938835388564894,0.53849366911398,2.95,0.27485380116959063,-0.386046511627907,0.5,25
pfim_downsample,calcification_ascending,1,20,0.145,2,0.8857899293852664,3.0,3.0,1.5253864855040289,0.974677829281577,1.95,0.38181818181818183,-0.24579124579124578,0.5,26
pfim_downsample,random,1,20,0.13,3,0.9219275149956432,3.0,3.0,1.090715609995228,0.9203739101786443,1.65,0.4230769230769231,0.07936507936507936,0.5,27
pfim_downsample,generality_descending,1,20,0.0475,1,NaN,2.0,2.0,0.23537557657892522,4.47213595499958,0.0,NaN,1.0,0.5,28
pfim_downsample,vulnerability_descending,1,21,0.10657596371882086,3,0.9266090762947143,3.0,4.0,1.2064223791832258,1.155712875192981,1.2857142857142858,0.55,0.10810810810810811,0.5,29
pfim_downsample,size_descending,1,20,0.0925,2,0.9524517983885367,3.0,3.0,1.7473762027291473,1.9550521877784872,0.9,0.6521739130434783,0.16738197424892703,0.5,30
pfim_downsample,motility_descending,1,20,0.14,2,0.9154727585075899,2.727678571428571,3.0,1.531095519838665,1.0968169942141637,1.85,0.37037037037037035,-0.1793103448275862,0.482421875,31
pfim_downsample,tiering_descending,1,20,0.1725,2,0.8736786403651772,2.8307505552972776,3.0,1.5608465117738997,0.8383673772056702,2.5,0.12359550561797752,-0.4,0.5,32
pfim_downsample,calcification_descending,1,20,0.1675,3,0.9139973289847916,2.682277318640955,1.0,1.1011605994546083,0.7642760641552009,2.4,0.28205128205128205,-0.14563106796116504,0.5,33
pfim_downsample,generality_ascending,1,20,0.1875,3,0.8991842803871596,2.6674382716049383,1.0,0.877529759912542,0.5923488777590924,2.8,0.11320754716981132,-0.11594202898550725,0.5,34
pfim_downsample,vulnerability_ascending,1,20,0.1575,2,0.9199046412282338,2.999999999999999,3.0,1.5459097730554994,0.9112534419113965,2.2,0.22727272727272727,-0.3393939393939394,0.5,35
