id,model,richness,connectance,complexity,distance,basal,top,S1,S2,S4,S5
Powder,niche,23,0.08695652173913043,0.936222967168334,2.0,8.0,0.0,27.0,4.0,6.0,30.0
Powder,bodymassratio,23,0.13043478260869565,0.8985217255933562,4.0,4.0,4.0,169.0,33.0,81.0,87.0
Stony,adbm,26,0.07840236686390532,0.8363624336251185,2.0,16.0,6.0,40.0,2.0,115.0,152.0
Stony,niche,26,0.10502958579881656,0.911703655218066,2.0,7.0,2.0,8.0,36.0,22.0,69.0
Stony,bodymassratio,26,0.14349112426035504,0.8878678140218541,3.0,4.0,5.0,266.0,47.0,181.0,181.0
Sutton,adbm,24,0.0920138888888889,0.9228357905124329,2.0,10.0,4.0,55.0,12.0,77.0,145.0
Sutton,niche,24,0.11458333333333333,0.9304582578211391,2.0,5.0,1.0,33.0,20.0,47.0,113.0
Sutton,bodymassratio,24,0.1545138888888889,0.8927484924908327,4.0,3.0,2.0,194.0,41.0,167.0,175.0
Venlaw,adbm,22,0.04338842975206612,0.9723574657933896,2.0,18.0,6.0,16.0,5.0,0.0,43.0
Venlaw,niche,22,0.13016528925619836,0.9012131726555496,2.0,5.0,0.0,38.0,17.0,27.0,45.0
Venlaw,bodymassratio,22,0.09917355371900827,0.9303030001612826,4.0,3.0,3.0,86.0,12.0,45.0,41.0
AkatoreB,adbm,15,0.07111111111111111,0.8787333262018527,1.0,7.0,10.0,9.0,2.0,21.0,11.0
AkatoreB,niche,15,0.1111111111111111,0.8908937469360603,2.0,7.0,5.0,2.0,2.0,2.0,6.0
AkatoreB,bodymassratio,15,0.18222222222222223,0.8893575628625918,2.0,5.0,2.0,58.0,15.0,47.0,64.0
Berwick,adbm,25,0.0384,0.909403712038472,2.0,21.0,11.0,5.0,1.0,12.0,72.0
Berwick,niche,25,0.1312,0.8815386028883635,2.0,9.0,1.0,19.0,16.0,21.0,92.0
Berwick,bodymassratio,25,0.1344,0.8991767835925853,3.0,5.0,4.0,214.0,50.0,124.0,116.0
Blackrock,adbm,21,0.10657596371882086,0.8535358611893203,1.0,5.0,14.0,22.0,19.0,169.0,44.0
Blackrock,niche,21,0.1473922902494331,0.8589413364285524,3.0,7.0,2.0,26.0,36.0,114.0,90.0
Blackrock,bodymassratio,21,0.15873015873015872,0.8775987623600976,3.0,3.0,3.0,148.0,27.0,116.0,150.0
Broad,adbm,25,0.104,0.8744257268525979,2.0,13.0,3.0,46.0,24.0,150.0,150.0
Broad,niche,25,0.1264,0.891084928765233,2.0,5.0,3.0,85.0,16.0,81.0,84.0
Broad,bodymassratio,25,0.1248,0.9024411859574971,4.0,5.0,4.0,168.0,19.0,143.0,159.0
Canton,adbm,23,0.1342155009451796,0.7969169813934129,2.0,13.0,9.0,23.0,9.0,200.0,226.0
Canton,niche,23,0.10586011342155009,0.9177349311756201,2.0,9.0,3.0,62.0,27.0,37.0,125.0
Canton,bodymassratio,23,0.1342155009451796,0.8956772889461296,3.0,4.0,7.0,172.0,34.0,110.0,92.0
Catlins,adbm,20,0.07,0.9165847856085501,2.0,14.0,4.0,16.0,2.0,18.0,55.0
Catlins,niche,20,0.065,0.9316570509098376,2.0,8.0,6.0,2.0,0.0,7.0,1.0
Catlins,bodymassratio,20,0.115,0.9222035274597736,2.0,4.0,5.0,97.0,14.0,45.0,40.0
Dempsters,adbm,33,0.1111111111111111,0.8781839779693147,2.0,8.0,8.0,285.0,18.0,335.0,314.0
Dempsters,niche,33,0.06978879706152434,0.952068373954166,2.0,7.0,5.0,72.0,6.0,68.0,86.0
Dempsters,bodymassratio,33,0.09733700642791551,0.8977201146332701,3.0,8.0,8.0,299.0,59.0,166.0,187.0
German,adbm,19,0.13850415512465375,0.8906758658448863,2.0,7.0,3.0,66.0,16.0,89.0,86.0
German,niche,19,0.11080332409972299,0.9042577956360568,2.0,7.0,2.0,5.0,8.0,5.0,75.0
German,bodymassratio,19,0.09418282548476455,0.91402121835014,4.0,4.0,7.0,49.0,4.0,36.0,33.0
Healy,adbm,19,0.16620498614958448,0.8836528522642851,2.0,4.0,3.0,94.0,18.0,90.0,133.0
Healy,niche,19,0.13573407202216067,0.8925212205889337,2.0,8.0,0.0,11.0,4.0,25.0,48.0
Healy,bodymassratio,19,0.1329639889196676,0.9106450237635364,3.0,3.0,2.0,97.0,24.0,39.0,38.0
Kyeburn,adbm,20,0.095,0.9090635664361052,2.0,10.0,5.0,36.0,9.0,47.0,65.0
Kyeburn,niche,20,0.1075,0.9169366734884755,3.0,7.0,1.0,21.0,1.0,39.0,44.0
Kyeburn,bodymassratio,20,0.115,0.9221306895601339,5.0,4.0,3.0,85.0,11.0,35.0,49.0
Little,adbm,15,0.057777777777777775,0.8468748326746215,3.0,10.0,10.0,1.0,1.0,12.0,13.0
Little,niche,15,0.08,0.9770481735033341,2.0,6.0,5.0,10.0,0.0,10.0,14.0
Little,bodymassratio,15,0.10666666666666667,0.9248219639603474,3.0,6.0,5.0,29.0,5.0,17.0,33.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.07421875,0.9447058746366434,2.0,7.0,5.0,6.0,0.0,5.0,3.0
Narrowdale,bodymassratio,16,0.11328125,0.9152278518977108,3.0,3.0,4.0,40.0,9.0,19.0,33.0
NorthCol,adbm,22,0.1012396694214876,0.8782600216970782,2.0,10.0,11.0,35.0,25.0,97.0,67.0
NorthCol,niche,22,0.15289256198347106,0.8968292226440884,2.0,5.0,1.0,82.0,32.0,63.0,122.0
NorthCol,bodymassratio,22,0.14049586776859505,0.8911252933934676,3.0,7.0,3.0,103.0,30.0,105.0,126.0
Powder,adbm,23,0.11720226843100189,0.873726257378214,2.0,12.0,3.0,90.0,11.0,74.0,168.0
Powder,niche,23,0.10586011342155009,0.9225125716678539,2.0,6.0,3.0,16.0,5.0,11.0,17.0
Powder,bodymassratio,23,0.12476370510396975,0.8998480312189158,4.0,4.0,4.0,162.0,31.0,67.0,85.0
Stony,adbm,26,0.07692307692307693,0.8493798280637166,2.0,16.0,7.0,35.0,2.0,112.0,135.0
Stony,niche,26,0.11686390532544379,0.8974713854433304,2.0,7.0,2.0,48.0,44.0,35.0,183.0
Stony,bodymassratio,26,0.15828402366863906,0.885012339581672,4.0,4.0,4.0,322.0,58.0,200.0,231.0
Sutton,adbm,24,0.0920138888888889,0.8955525193632409,2.0,9.0,3.0,55.0,9.0,74.0,160.0
Sutton,niche,24,0.0954861111111111,0.9062826379795619,2.0,9.0,6.0,15.0,11.0,50.0,109.0
Sutton,bodymassratio,24,0.14930555555555555,0.8907706776809107,4.0,4.0,3.0,169.0,42.0,145.0,194.0
Venlaw,adbm,22,0.04132231404958678,0.9851129279659531,2.0,18.0,5.0,13.0,2.0,1.0,42.0
Venlaw,niche,22,0.08677685950413223,0.9044274327740467,2.0,11.0,2.0,0.0,8.0,0.0,59.0
Venlaw,bodymassratio,22,0.09917355371900827,0.9392047068755953,5.0,4.0,3.0,87.0,11.0,43.0,44.0
AkatoreB,adbm,15,0.07555555555555556,0.8775972340569801,1.0,7.0,10.0,9.0,4.0,21.0,10.0
AkatoreB,niche,15,0.08444444444444445,0.9063952356627387,2.0,4.0,10.0,0.0,0.0,4.0,2.0
AkatoreB,bodymassratio,15,0.14666666666666667,0.9203799842423774,3.0,6.0,3.0,41.0,8.0,28.0,45.0
Berwick,adbm,25,0.0368,0.9029617426828302,2.0,21.0,11.0,6.0,0.0,12.0,68.0
Berwick,niche,25,0.1264,0.894504356230304,2.0,6.0,4.0,60.0,54.0,82.0,172.0
Berwick,bodymassratio,25,0.1456,0.8935849548310483,3.0,5.0,3.0,237.0,46.0,167.0,140.0
Blackrock,adbm,21,0.09750566893424037,0.8628341419115115,2.0,6.0,14.0,15.0,16.0,138.0,38.0
Blackrock,niche,21,0.11337868480725624,0.8895090068790006,2.0,8.0,3.0,10.0,1.0,8.0,34.0
Blackrock,bodymassratio,21,0.15192743764172337,0.8983960170307291,3.0,3.0,2.0,143.0,24.0,93.0,141.0
Broad,adbm,25,0.1104,0.836229159890739,2.0,13.0,3.0,47.0,32.0,178.0,160.0
Broad,niche,25,0.0672,0.9397814627697179,2.0,10.0,7.0,14.0,6.0,20.0,14.0
Broad,bodymassratio,25,0.136,0.8649467971998916,4.0,5.0,4.0,201.0,18.0,187.0,201.0
Canton,adbm,23,0.13610586011342155,0.7944310972931033,2.0,13.0,8.0,34.0,8.0,207.0,236.0
Canton,niche,23,0.11531190926275993,0.8668533064031978,2.0,6.0,9.0,61.0,14.0,79.0,55.0
Canton,bodymassratio,23,0.1266540642722117,0.8916848921130096,3.0,4.0,7.0,167.0,21.0,113.0,95.0
Catlins,adbm,20,0.0675,0.9197849066673894,2.0,14.0,4.0,19.0,3.0,15.0,53.0
Catlins,niche,20,0.1,0.9313459557822511,2.0,7.0,0.0,19.0,7.0,13.0,14.0
Catlins,bodymassratio,20,0.12,0.9041153487323659,3.0,4.0,5.0,107.0,12.0,51.0,46.0
Dempsters,adbm,33,0.11386593204775022,0.8730507748821837,2.0,8.0,7.0,291.0,22.0,359.0,325.0
Dempsters,niche,33,0.0780532598714417,0.931380459657927,2.0,11.0,4.0,60.0,10.0,94.0,114.0
Dempsters,bodymassratio,33,0.09182736455463728,0.8912865771889642,3.0,10.0,9.0,269.0,43.0,167.0,186.0
German,adbm,19,0.12742382271468145,0.8728486714712895,2.0,7.0,5.0,56.0,16.0,78.0,66.0
German,niche,19,0.0664819944598338,0.9617156450177121,2.0,6.0,5.0,11.0,3.0,9.0,17.0
German,bodymassratio,19,0.09418282548476455,0.9183774057664545,3.0,6.0,6.0,46.0,7.0,32.0,38.0
Healy,adbm,19,0.16066481994459833,0.8850283069649231,3.0,4.0,3.0,82.0,21.0,87.0,117.0
Healy,niche,19,0.1523545706371191,0.8695926147721769,2.0,9.0,4.0,15.0,10.0,21.0,71.0
Healy,bodymassratio,19,0.13573407202216067,0.919729080937019,1.0,2.0,2.0,106.0,24.0,41.0,38.0
Kyeburn,adbm,20,0.105,0.8859304518655422,2.0,9.0,4.0,36.0,11.0,67.0,72.0
Kyeburn,niche,20,0.1125,0.8786352563054121,2.0,10.0,4.0,31.0,8.0,24.0,73.0
Kyeburn,bodymassratio,20,0.14,0.9079944226665271,5.0,2.0,3.0,128.0,16.0,63.0,64.0
Little,adbm,15,0.07111111111111111,0.800935343202911,2.0,10.0,10.0,0.0,2.0,22.0,19.0
Little,niche,15,0.10222222222222223,0.9064270966618602,2.0,7.0,4.0,13.0,1.0,10.0,16.0
Little,bodymassratio,15,0.10222222222222223,0.9490141081462,3.0,6.0,5.0,27.0,7.0,15.0,22.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.1015625,0.9289975697319693,2.0,6.0,2.0,19.0,5.0,7.0,29.0
Narrowdale,bodymassratio,16,0.1015625,0.9283314325267582,3.0,5.0,4.0,33.0,8.0,11.0,29.0
NorthCol,adbm,22,0.10537190082644628,0.8387956891528161,2.0,10.0,11.0,45.0,21.0,110.0,79.0
NorthCol,niche,22,0.07231404958677685,0.9313812746954467,2.0,12.0,3.0,27.0,10.0,15.0,68.0
NorthCol,bodymassratio,22,0.14049586776859505,0.8892297847469959,3.0,6.0,3.0,107.0,32.0,106.0,115.0
Powder,adbm,23,0.11153119092627599,0.9116605286592444,2.0,12.0,3.0,83.0,13.0,64.0,148.0
Powder,niche,23,0.09640831758034027,0.9073218686660469,2.0,8.0,4.0,7.0,5.0,12.0,38.0
Powder,bodymassratio,23,0.13043478260869565,0.9014813521243484,4.0,5.0,4.0,166.0,35.0,77.0,94.0
Stony,adbm,26,0.07840236686390532,0.8578388431196464,2.0,16.0,5.0,38.0,2.0,102.0,164.0
Stony,niche,26,0.09615384615384616,0.9145265176785147,2.0,8.0,5.0,73.0,7.0,58.0,99.0
Stony,bodymassratio,26,0.15384615384615385,0.8966325687376657,4.0,3.0,4.0,291.0,62.0,204.0,194.0
Sutton,adbm,24,0.08333333333333333,0.9281481785231452,2.0,9.0,4.0,47.0,11.0,63.0,118.0
Sutton,niche,24,0.13194444444444445,0.9226859352529112,1.0,3.0,3.0,11.0,8.0,52.0,37.0
Sutton,bodymassratio,24,0.1527777777777778,0.8714421421458622,4.0,3.0,4.0,182.0,43.0,160.0,186.0
Venlaw,adbm,22,0.047520661157024795,0.9749207022209836,2.0,18.0,4.0,14.0,3.0,2.0,58.0
Venlaw,niche,22,0.13429752066115702,0.8822073350591966,2.0,6.0,6.0,18.0,23.0,58.0,95.0
Venlaw,bodymassratio,22,0.10743801652892562,0.9241622403836406,4.0,3.0,3.0,105.0,11.0,53.0,55.0
AkatoreB,adbm,15,0.07111111111111111,0.8598711443138513,1.0,7.0,10.0,9.0,2.0,20.0,11.0
AkatoreB,niche,15,0.06666666666666667,0.9215695899074352,2.0,7.0,7.0,13.0,1.0,8.0,10.0
AkatoreB,bodymassratio,15,0.16444444444444445,0.8928097404098204,3.0,5.0,1.0,49.0,10.0,36.0,54.0
Berwick,adbm,25,0.0384,0.9063471076441997,2.0,21.0,11.0,3.0,1.0,12.0,74.0
Berwick,niche,25,0.1184,0.9050178347202467,2.0,7.0,0.0,41.0,42.0,58.0,83.0
Berwick,bodymassratio,25,0.1408,0.8868414888055219,3.0,5.0,3.0,223.0,50.0,142.0,125.0
Blackrock,adbm,21,0.10430839002267574,0.8452523473948568,2.0,6.0,14.0,18.0,12.0,165.0,51.0
Blackrock,niche,21,0.09523809523809523,0.9082906686007309,2.0,7.0,9.0,20.0,18.0,48.0,55.0
Blackrock,bodymassratio,21,0.12698412698412698,0.9190523804851103,3.0,3.0,2.0,96.0,17.0,69.0,86.0
Broad,adbm,25,0.0992,0.8852524419752276,2.0,13.0,6.0,43.0,22.0,151.0,124.0
Broad,niche,25,0.0688,0.920571775356877,2.0,11.0,6.0,33.0,6.0,19.0,39.0
Broad,bodymassratio,25,0.1296,0.8710567493231667,3.0,6.0,5.0,188.0,20.0,163.0,179.0
Canton,adbm,23,0.13610586011342155,0.8028417432588588,2.0,13.0,9.0,26.0,10.0,208.0,230.0
Canton,niche,23,0.09262759924385633,0.9125284433868788,2.0,10.0,3.0,44.0,8.0,35.0,75.0
Canton,bodymassratio,23,0.13988657844990549,0.8853397736505068,3.0,4.0,7.0,194.0,31.0,123.0,112.0
Catlins,adbm,20,0.0725,0.8890584917431381,2.0,14.0,4.0,20.0,4.0,19.0,59.0
Catlins,niche,20,0.085,0.9326677506573797,2.0,6.0,5.0,13.0,6.0,11.0,17.0
Catlins,bodymassratio,20,0.1175,0.8911989656757999,2.0,5.0,5.0,102.0,16.0,47.0,44.0
Dempsters,adbm,33,0.11019283746556474,0.8916186208021886,2.0,9.0,7.0,278.0,14.0,341.0,316.0
Dempsters,niche,33,0.1111111111111111,0.8917238514452375,2.0,11.0,0.0,32.0,18.0,76.0,124.0
Dempsters,bodymassratio,33,0.09550045913682277,0.8972373930824472,3.0,10.0,8.0,291.0,48.0,169.0,198.0
German,adbm,19,0.12742382271468145,0.8681835295492183,2.0,7.0,3.0,55.0,11.0,81.0,77.0
German,niche,19,0.10526315789473684,0.9177933493554917,2.0,6.0,6.0,13.0,6.0,28.0,56.0
German,bodymassratio,19,0.09695290858725762,0.9085890439715446,3.0,5.0,7.0,44.0,7.0,37.0,39.0
Healy,adbm,19,0.16066481994459833,0.8731003278361648,3.0,4.0,3.0,91.0,16.0,79.0,124.0
Healy,niche,19,0.10803324099722991,0.9174041722140752,1.0,3.0,6.0,47.0,9.0,32.0,21.0
Healy,bodymassratio,19,0.13850415512465375,0.9083602281341703,1.0,3.0,2.0,107.0,25.0,43.0,41.0
Kyeburn,adbm,20,0.1025,0.8838118162901183,2.0,9.0,5.0,35.0,9.0,65.0,75.0
Kyeburn,niche,20,0.155,0.9091559680050841,2.0,4.0,2.0,56.0,37.0,22.0,85.0
Kyeburn,bodymassratio,20,0.1375,0.9020574336236122,5.0,4.0,3.0,120.0,17.0,59.0,71.0
Little,adbm,15,0.07111111111111111,0.800935343202911,2.0,10.0,10.0,0.0,2.0,22.0,19.0
Little,niche,15,0.05333333333333334,0.9545554106627431,2.0,9.0,7.0,3.0,1.0,4.0,15.0
Little,bodymassratio,15,0.10222222222222223,0.9352558682176194,3.0,6.0,5.0,28.0,6.0,15.0,26.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.09375,0.9432383194236067,2.0,5.0,4.0,19.0,5.0,10.0,20.0
Narrowdale,bodymassratio,16,0.1015625,0.9214702707392749,3.0,3.0,5.0,23.0,8.0,17.0,28.0
NorthCol,adbm,22,0.09917355371900827,0.837279970882129,2.0,10.0,12.0,36.0,21.0,99.0,68.0
NorthCol,niche,22,0.10743801652892562,0.9085147573845296,2.0,5.0,6.0,26.0,9.0,44.0,30.0
NorthCol,bodymassratio,22,0.1446280991735537,0.9029782656328177,3.0,6.0,3.0,104.0,34.0,121.0,134.0
Powder,adbm,23,0.11342155009451796,0.8981735462341474,2.0,12.0,3.0,75.0,11.0,66.0,154.0
Powder,niche,23,0.10586011342155009,0.8986269948622967,2.0,6.0,8.0,4.0,2.0,15.0,22.0
Powder,bodymassratio,23,0.1323251417769376,0.8966143753289512,4.0,4.0,4.0,174.0,38.0,82.0,84.0
Stony,adbm,26,0.07692307692307693,0.8826307783210229,2.0,16.0,5.0,35.0,2.0,101.0,153.0
Stony,niche,26,0.06656804733727811,0.9082667456360152,2.0,9.0,14.0,7.0,6.0,61.0,28.0
Stony,bodymassratio,26,0.15680473372781065,0.8829625614402072,3.0,6.0,5.0,324.0,64.0,195.0,237.0
Sutton,adbm,24,0.0920138888888889,0.8955965848487742,2.0,10.0,3.0,53.0,12.0,74.0,160.0
Sutton,niche,24,0.10069444444444445,0.9088257884180638,3.0,8.0,2.0,18.0,5.0,51.0,60.0
Sutton,bodymassratio,24,0.1545138888888889,0.8834342407139433,4.0,3.0,2.0,190.0,39.0,151.0,207.0
Venlaw,adbm,22,0.045454545454545456,0.9540854002861793,2.0,18.0,6.0,16.0,6.0,0.0,53.0
Venlaw,niche,22,0.09504132231404959,0.8974256957976053,3.0,9.0,3.0,13.0,0.0,16.0,16.0
Venlaw,bodymassratio,22,0.09504132231404959,0.9386923856954976,4.0,3.0,3.0,78.0,10.0,39.0,41.0
AkatoreB,adbm,15,0.07555555555555556,0.8775972340569801,1.0,7.0,10.0,9.0,4.0,21.0,10.0
AkatoreB,niche,15,0.10222222222222223,0.9062579470347156,2.0,10.0,3.0,12.0,3.0,10.0,46.0
AkatoreB,bodymassratio,15,0.1688888888888889,0.8986661098523131,3.0,5.0,1.0,45.0,9.0,46.0,54.0
Berwick,adbm,25,0.04,0.8474798534272819,2.0,21.0,11.0,5.0,1.0,13.0,77.0
Berwick,niche,25,0.096,0.9245460187850068,2.0,5.0,4.0,28.0,4.0,41.0,47.0
Berwick,bodymassratio,25,0.1344,0.902309115532344,3.0,5.0,5.0,220.0,51.0,119.0,111.0
Blackrock,adbm,21,0.10884353741496598,0.8646277628899219,1.0,5.0,14.0,24.0,19.0,166.0,45.0
Blackrock,niche,21,0.08843537414965986,0.9221802833407325,2.0,8.0,2.0,43.0,10.0,23.0,64.0
Blackrock,bodymassratio,21,0.15192743764172337,0.8967616168373714,3.0,3.0,2.0,143.0,25.0,102.0,126.0
Broad,adbm,25,0.104,0.8282311676931866,2.0,13.0,7.0,39.0,28.0,179.0,127.0
Broad,niche,25,0.1056,0.8868819618922811,2.0,7.0,8.0,26.0,15.0,70.0,76.0
Broad,bodymassratio,25,0.1248,0.8871120455379005,4.0,6.0,4.0,161.0,25.0,157.0,162.0
Canton,adbm,23,0.1342155009451796,0.8077106045761051,2.0,13.0,8.0,32.0,7.0,194.0,234.0
Canton,niche,23,0.06805293005671077,0.9451468490647857,2.0,5.0,9.0,14.0,11.0,30.0,23.0
Canton,bodymassratio,23,0.14555765595463138,0.8747747793469015,3.0,4.0,7.0,199.0,33.0,140.0,114.0
Catlins,adbm,20,0.0725,0.9158324920920923,2.0,14.0,2.0,20.0,0.0,21.0,67.0
Catlins,niche,20,0.1,0.9194990036511597,2.0,8.0,2.0,32.0,15.0,18.0,44.0
Catlins,bodymassratio,20,0.1225,0.9073824387354912,2.0,4.0,5.0,108.0,22.0,44.0,42.0
Dempsters,adbm,33,0.1147842056932966,0.8917695589653479,2.0,8.0,7.0,304.0,18.0,362.0,333.0
Dempsters,niche,33,0.1147842056932966,0.8938482359990827,2.0,10.0,6.0,186.0,56.0,120.0,247.0
Dempsters,bodymassratio,33,0.09274563820018365,0.9103194919100714,3.0,8.0,8.0,268.0,54.0,166.0,175.0
German,adbm,19,0.12465373961218837,0.875569143612225,2.0,7.0,4.0,48.0,14.0,80.0,65.0
German,niche,19,0.11080332409972299,0.9268525834924335,3.0,6.0,6.0,30.0,8.0,22.0,43.0
German,bodymassratio,19,0.11080332409972299,0.8992904812114356,3.0,4.0,6.0,65.0,8.0,48.0,48.0
Healy,adbm,19,0.1634349030470914,0.876960291552893,3.0,4.0,4.0,87.0,15.0,92.0,133.0
Healy,niche,19,0.08587257617728532,0.9363816145662914,2.0,6.0,3.0,17.0,4.0,15.0,18.0
Healy,bodymassratio,19,0.13019390581717452,0.9148765915281019,2.0,3.0,2.0,97.0,17.0,42.0,40.0
Kyeburn,adbm,20,0.1025,0.8946467617366176,2.0,9.0,4.0,36.0,10.0,54.0,81.0
Kyeburn,niche,20,0.0975,0.9146881867161432,2.0,9.0,0.0,15.0,6.0,10.0,49.0
Kyeburn,bodymassratio,20,0.125,0.9224562000228137,5.0,3.0,3.0,99.0,12.0,49.0,59.0
Little,adbm,15,0.07111111111111111,0.800935343202911,2.0,10.0,10.0,0.0,2.0,22.0,19.0
Little,niche,15,0.08444444444444445,0.9325988003042561,2.0,6.0,5.0,13.0,0.0,15.0,16.0
Little,bodymassratio,15,0.10222222222222223,0.9476299634573706,3.0,5.0,5.0,28.0,5.0,19.0,26.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.1484375,0.8739409404210823,2.0,5.0,5.0,25.0,16.0,42.0,54.0
Narrowdale,bodymassratio,16,0.109375,0.9314708979764107,3.0,2.0,4.0,39.0,8.0,18.0,25.0
NorthCol,adbm,22,0.10537190082644628,0.8670398914956486,2.0,10.0,11.0,40.0,24.0,111.0,76.0
NorthCol,niche,22,0.11363636363636363,0.9126282403307864,2.0,6.0,5.0,18.0,1.0,14.0,29.0
NorthCol,bodymassratio,22,0.1322314049586777,0.8942611039037754,3.0,6.0,3.0,88.0,25.0,97.0,113.0
Powder,adbm,23,0.10586011342155009,0.891984041537789,2.0,12.0,3.0,60.0,15.0,54.0,132.0
Powder,niche,23,0.10964083175803403,0.919389639459111,3.0,7.0,1.0,19.0,13.0,24.0,16.0
Powder,bodymassratio,23,0.1266540642722117,0.9048205224468199,4.0,4.0,4.0,172.0,19.0,83.0,94.0
Stony,adbm,26,0.07396449704142012,0.8818024237413803,2.0,16.0,6.0,34.0,2.0,100.0,139.0
Stony,niche,26,0.08284023668639054,0.916054321334563,2.0,10.0,3.0,31.0,2.0,15.0,38.0
Stony,bodymassratio,26,0.15532544378698224,0.887957133878077,4.0,4.0,4.0,302.0,58.0,202.0,220.0
Sutton,adbm,24,0.0920138888888889,0.9149825601232255,2.0,11.0,3.0,51.0,11.0,64.0,172.0
Sutton,niche,24,0.10590277777777778,0.8846883569915851,2.0,9.0,7.0,28.0,27.0,58.0,109.0
Sutton,bodymassratio,24,0.15104166666666666,0.8923165900777321,1.0,3.0,2.0,194.0,34.0,154.0,178.0
Venlaw,adbm,22,0.045454545454545456,0.9446807559675864,2.0,18.0,7.0,11.0,2.0,5.0,54.0
Venlaw,niche,22,0.10743801652892562,0.9144108709536966,2.0,7.0,4.0,60.0,7.0,41.0,66.0
Venlaw,bodymassratio,22,0.09710743801652892,0.9237510821762251,4.0,5.0,4.0,91.0,12.0,41.0,46.0
AkatoreB,adbm,15,0.08,0.8495642531664254,1.0,7.0,10.0,10.0,4.0,25.0,12.0
AkatoreB,niche,15,0.09777777777777778,0.9219924134038218,2.0,6.0,6.0,14.0,7.0,14.0,25.0
AkatoreB,bodymassratio,15,0.17333333333333334,0.8678329620013572,2.0,5.0,3.0,50.0,12.0,48.0,59.0
Berwick,adbm,25,0.0416,0.839743871718411,2.0,21.0,11.0,5.0,1.0,15.0,85.0
Berwick,niche,25,0.1008,0.9241712645969227,2.0,8.0,4.0,51.0,22.0,41.0,86.0
Berwick,bodymassratio,25,0.136,0.8929779989674884,3.0,5.0,3.0,224.0,39.0,134.0,126.0
Blackrock,adbm,21,0.10204081632653061,0.8854201078766184,1.0,5.0,14.0,23.0,15.0,145.0,44.0
Blackrock,niche,21,0.09070294784580499,0.9642044744169411,2.0,5.0,1.0,20.0,4.0,13.0,22.0
Blackrock,bodymassratio,21,0.14512471655328799,0.8879972676774451,3.0,3.0,3.0,122.0,24.0,102.0,129.0
Broad,adbm,25,0.1056,0.8411097568929871,2.0,13.0,4.0,36.0,30.0,164.0,142.0
Broad,niche,25,0.0672,0.9433478867612481,2.0,7.0,4.0,32.0,3.0,33.0,30.0
Broad,bodymassratio,25,0.1216,0.8943126121384515,4.0,5.0,5.0,163.0,19.0,150.0,157.0
Canton,adbm,23,0.13043478260869565,0.7965510947890214,2.0,13.0,8.0,26.0,8.0,183.0,221.0
Canton,niche,23,0.10964083175803403,0.8911958727525572,2.0,10.0,2.0,13.0,1.0,4.0,9.0
Canton,bodymassratio,23,0.13043478260869565,0.8833863814396706,3.0,4.0,7.0,153.0,28.0,118.0,89.0
Catlins,adbm,20,0.065,0.9270468831316468,2.0,14.0,3.0,18.0,3.0,12.0,53.0
Catlins,niche,20,0.125,0.8924624281743323,2.0,7.0,3.0,27.0,30.0,34.0,161.0
Catlins,bodymassratio,20,0.12,0.907342295750918,2.0,4.0,5.0,102.0,19.0,47.0,42.0
Dempsters,adbm,33,0.11019283746556474,0.8876590740764534,2.0,9.0,8.0,251.0,15.0,372.0,315.0
Dempsters,niche,33,0.10927456382001836,0.895434222215238,2.0,9.0,3.0,119.0,30.0,79.0,199.0
Dempsters,bodymassratio,33,0.08999081726354453,0.9073521096940582,3.0,8.0,8.0,266.0,40.0,150.0,175.0
German,adbm,19,0.13019390581717452,0.86041184363543,2.0,7.0,5.0,64.0,8.0,90.0,73.0
German,niche,19,0.05817174515235457,0.9398140845890315,3.0,9.0,7.0,4.0,1.0,9.0,10.0
German,bodymassratio,19,0.0997229916897507,0.9117011484846465,3.0,5.0,6.0,54.0,4.0,40.0,41.0
Healy,adbm,19,0.1523545706371191,0.8842721636586802,2.0,5.0,3.0,77.0,16.0,77.0,107.0
Healy,niche,19,0.11080332409972299,0.9115048724406226,2.0,7.0,3.0,48.0,11.0,16.0,53.0
Healy,bodymassratio,19,0.14958448753462603,0.9018562346715685,1.0,3.0,2.0,124.0,30.0,49.0,50.0
Kyeburn,adbm,20,0.0975,0.8994461242051139,2.0,9.0,5.0,31.0,10.0,54.0,65.0
Kyeburn,niche,20,0.1775,0.8774427069691011,2.0,5.0,0.0,28.0,16.0,50.0,45.0
Kyeburn,bodymassratio,20,0.1325,0.9316272674266981,5.0,2.0,3.0,117.0,14.0,59.0,53.0
Little,adbm,15,0.06666666666666667,0.8157704549618993,2.0,10.0,10.0,0.0,1.0,19.0,19.0
Little,niche,15,0.1111111111111111,0.904130436496731,2.0,5.0,4.0,13.0,2.0,30.0,38.0
Little,bodymassratio,15,0.1111111111111111,0.900378770092995,3.0,6.0,5.0,27.0,7.0,19.0,36.0
