id,model,richness,connectance,complexity,distance,basal,top,S1,S2,S4,S5
Dempsters,adbm,33,0.10927456382001836,0.8882194441985936,2.0,8.0,7.0,269.0,15.0,327.0,308.0
Dempsters,niche,33,0.10376492194674013,0.8770027312428932,2.0,11.0,7.0,47.0,28.0,74.0,229.0
Dempsters,bodymassratio,33,0.09733700642791551,0.9030184365132479,3.0,8.0,8.0,315.0,46.0,179.0,207.0
German,adbm,19,0.12465373961218837,0.8657664878281943,2.0,7.0,3.0,56.0,10.0,80.0,69.0
German,niche,19,0.09418282548476455,0.9380590378553821,2.0,5.0,3.0,27.0,6.0,8.0,17.0
German,bodymassratio,19,0.10249307479224377,0.8907784857465364,3.0,6.0,7.0,50.0,8.0,43.0,47.0
Healy,adbm,19,0.16897506925207756,0.8844935230918943,4.0,4.0,3.0,91.0,22.0,96.0,128.0
Healy,niche,19,0.0886426592797784,0.9510935404286599,2.0,7.0,4.0,22.0,2.0,18.0,39.0
Healy,bodymassratio,19,0.13850415512465375,0.923520788463962,1.0,2.0,2.0,104.0,26.0,43.0,37.0
Kyeburn,adbm,20,0.105,0.8704106507270312,2.0,9.0,5.0,35.0,12.0,70.0,71.0
Kyeburn,niche,20,0.15,0.9049601759763796,2.0,3.0,2.0,70.0,17.0,31.0,62.0
Kyeburn,bodymassratio,20,0.14,0.8973058161372917,5.0,3.0,3.0,126.0,14.0,73.0,67.0
Little,adbm,15,0.06222222222222222,0.8729987512401574,3.0,10.0,10.0,1.0,1.0,16.0,14.0
Little,niche,15,0.13777777777777778,0.8891449486444521,2.0,4.0,4.0,14.0,9.0,16.0,38.0
Little,bodymassratio,15,0.10222222222222223,0.9028525829439845,3.0,6.0,6.0,27.0,6.0,17.0,26.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.14453125,0.8826965166541707,2.0,6.0,4.0,25.0,5.0,32.0,51.0
Narrowdale,bodymassratio,16,0.10546875,0.9265822917079439,3.0,3.0,4.0,36.0,8.0,14.0,24.0
NorthCol,adbm,22,0.09297520661157024,0.8652233376815872,2.0,10.0,11.0,35.0,15.0,90.0,60.0
NorthCol,niche,22,0.13016528925619836,0.8789252280544235,2.0,8.0,3.0,6.0,6.0,38.0,81.0
NorthCol,bodymassratio,22,0.14049586776859505,0.8911117375825931,3.0,6.0,3.0,105.0,31.0,113.0,120.0
Powder,adbm,23,0.11342155009451796,0.8871445463148895,2.0,12.0,3.0,79.0,13.0,62.0,167.0
Powder,niche,23,0.15122873345935728,0.8662078605183693,2.0,7.0,5.0,15.0,19.0,43.0,92.0
Powder,bodymassratio,23,0.13610586011342155,0.8938110805464364,4.0,4.0,4.0,187.0,38.0,97.0,98.0
Stony,adbm,26,0.07544378698224852,0.8858014719192129,2.0,16.0,5.0,34.0,2.0,98.0,143.0
Stony,niche,26,0.12130177514792899,0.8686770779473812,2.0,9.0,7.0,70.0,16.0,77.0,127.0
Stony,bodymassratio,26,0.14940828402366865,0.8988907524202195,4.0,5.0,4.0,294.0,53.0,183.0,208.0
Sutton,adbm,24,0.09375,0.906625744412597,2.0,9.0,3.0,53.0,14.0,82.0,153.0
Sutton,niche,24,0.1076388888888889,0.9007029985613664,3.0,8.0,2.0,24.0,15.0,46.0,63.0
Sutton,bodymassratio,24,0.14583333333333334,0.8968313497081934,4.0,3.0,2.0,178.0,37.0,136.0,168.0
Venlaw,adbm,22,0.045454545454545456,0.9644299686164972,2.0,18.0,5.0,17.0,5.0,0.0,54.0
Venlaw,niche,22,0.09297520661157024,0.9184688884761887,2.0,6.0,9.0,26.0,13.0,44.0,44.0
Venlaw,bodymassratio,22,0.09090909090909091,0.9349858532972424,3.0,6.0,4.0,75.0,9.0,35.0,44.0
AkatoreB,adbm,15,0.07555555555555556,0.8826395630826939,1.0,7.0,10.0,9.0,4.0,22.0,10.0
AkatoreB,niche,15,0.057777777777777775,0.9753116662115413,2.0,7.0,5.0,8.0,0.0,1.0,8.0
AkatoreB,bodymassratio,15,0.17333333333333334,0.8802036176417743,3.0,5.0,2.0,49.0,13.0,41.0,62.0
Berwick,adbm,25,0.0368,0.8919871573109094,2.0,21.0,12.0,5.0,1.0,11.0,64.0
Berwick,niche,25,0.1056,0.9141883893717356,2.0,5.0,3.0,36.0,25.0,18.0,107.0
Berwick,bodymassratio,25,0.1488,0.879369665343031,3.0,5.0,4.0,248.0,57.0,162.0,146.0
Blackrock,adbm,21,0.09977324263038549,0.8848110452617558,2.0,6.0,14.0,21.0,9.0,140.0,49.0
Blackrock,niche,21,0.08616780045351474,0.9352761222737526,3.0,7.0,5.0,14.0,0.0,15.0,21.0
Blackrock,bodymassratio,21,0.1473922902494331,0.9043506126119029,3.0,3.0,2.0,135.0,21.0,85.0,137.0
Broad,adbm,25,0.1088,0.8274920138933382,2.0,13.0,4.0,42.0,26.0,189.0,153.0
Broad,niche,25,0.088,0.9261108684914389,2.0,10.0,4.0,6.0,5.0,11.0,24.0
Broad,bodymassratio,25,0.1312,0.8828848361368792,4.0,5.0,5.0,178.0,20.0,185.0,182.0
Canton,adbm,23,0.13043478260869565,0.8484946451562891,2.0,13.0,8.0,30.0,8.0,181.0,213.0
Canton,niche,23,0.13988657844990549,0.8779587762306503,2.0,7.0,0.0,12.0,19.0,27.0,83.0
Canton,bodymassratio,23,0.14177693761814744,0.8786105751581036,3.0,4.0,7.0,186.0,27.0,146.0,110.0
Catlins,adbm,20,0.07,0.8962721821599847,2.0,14.0,4.0,15.0,4.0,17.0,56.0
Catlins,niche,20,0.075,0.9015566420119815,2.0,9.0,11.0,4.0,8.0,31.0,37.0
Catlins,bodymassratio,20,0.1075,0.9230787680885253,3.0,4.0,5.0,87.0,15.0,35.0,31.0
Dempsters,adbm,33,0.10927456382001836,0.9007803419553628,2.0,8.0,7.0,286.0,15.0,318.0,307.0
Dempsters,niche,33,0.11019283746556474,0.8915681623867097,2.0,7.0,7.0,104.0,23.0,152.0,214.0
Dempsters,bodymassratio,33,0.09182736455463728,0.9216894611392377,3.0,8.0,8.0,274.0,42.0,160.0,182.0
German,adbm,19,0.12465373961218837,0.8660258999049553,2.0,7.0,3.0,60.0,10.0,71.0,80.0
German,niche,19,0.11911357340720222,0.9169154823571316,2.0,7.0,3.0,54.0,10.0,27.0,51.0
German,bodymassratio,19,0.09695290858725762,0.9158462806378772,3.0,5.0,6.0,48.0,7.0,33.0,36.0
Healy,adbm,19,0.15512465373961218,0.8775175918026373,4.0,5.0,3.0,89.0,13.0,82.0,114.0
Healy,niche,19,0.11357340720221606,0.9164142865996626,2.0,7.0,1.0,46.0,6.0,20.0,47.0
Healy,bodymassratio,19,0.13019390581717452,0.9269458140971188,1.0,2.0,2.0,94.0,23.0,37.0,31.0
Kyeburn,adbm,20,0.1025,0.8850565676030479,2.0,9.0,5.0,33.0,8.0,61.0,80.0
Kyeburn,niche,20,0.0825,0.905066744513377,2.0,9.0,7.0,19.0,0.0,23.0,41.0
Kyeburn,bodymassratio,20,0.1225,0.9296759924156376,5.0,2.0,3.0,94.0,12.0,49.0,45.0
Little,adbm,15,0.06222222222222222,0.8730936054943854,2.0,10.0,10.0,0.0,2.0,16.0,13.0
Little,niche,15,0.08,0.8855192585494096,2.0,7.0,8.0,3.0,0.0,9.0,6.0
Little,bodymassratio,15,0.10666666666666667,0.9307880223039449,3.0,5.0,5.0,31.0,6.0,22.0,23.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.12890625,0.8977416017398399,2.0,3.0,5.0,28.0,11.0,20.0,19.0
Narrowdale,bodymassratio,16,0.109375,0.9160519114993855,3.0,2.0,4.0,36.0,9.0,18.0,24.0
NorthCol,adbm,22,0.09917355371900827,0.8610255664609874,2.0,10.0,11.0,45.0,20.0,90.0,69.0
NorthCol,niche,22,0.16942148760330578,0.8818245230288347,2.0,5.0,0.0,45.0,14.0,51.0,84.0
NorthCol,bodymassratio,22,0.1384297520661157,0.895355041146125,2.0,6.0,3.0,107.0,27.0,111.0,118.0
Powder,adbm,23,0.11720226843100189,0.86427703060445,2.0,12.0,4.0,83.0,12.0,73.0,175.0
Powder,niche,23,0.1285444234404537,0.8950692221222251,2.0,7.0,0.0,39.0,12.0,32.0,40.0
Powder,bodymassratio,23,0.12287334593572778,0.9090628910443438,4.0,4.0,4.0,152.0,32.0,67.0,72.0
Stony,adbm,26,0.08136094674556213,0.845831778589278,2.0,16.0,4.0,41.0,1.0,113.0,171.0
Stony,niche,26,0.10650887573964497,0.9083089652067222,1.0,8.0,1.0,50.0,6.0,39.0,70.0
Stony,bodymassratio,26,0.15680473372781065,0.8911173321089138,4.0,3.0,4.0,319.0,62.0,193.0,217.0
Sutton,adbm,24,0.09027777777777778,0.907923197284243,2.0,10.0,3.0,46.0,16.0,65.0,158.0
Sutton,niche,24,0.11458333333333333,0.9004764154333511,2.0,7.0,5.0,35.0,22.0,43.0,84.0
Sutton,bodymassratio,24,0.140625,0.8863624544361689,4.0,4.0,5.0,151.0,36.0,151.0,166.0
Venlaw,adbm,22,0.04132231404958678,0.9709764300078374,2.0,18.0,5.0,11.0,3.0,0.0,44.0
Venlaw,niche,22,0.12190082644628099,0.9103402996590929,2.0,8.0,0.0,30.0,6.0,13.0,53.0
Venlaw,bodymassratio,22,0.09504132231404959,0.9239132826429342,4.0,4.0,4.0,83.0,11.0,44.0,45.0
AkatoreB,adbm,15,0.08,0.8495642531664254,1.0,7.0,10.0,10.0,4.0,25.0,12.0
AkatoreB,niche,15,0.1288888888888889,0.9229571283740441,2.0,4.0,1.0,5.0,2.0,1.0,15.0
AkatoreB,bodymassratio,15,0.16444444444444445,0.8904851343771082,3.0,5.0,1.0,49.0,11.0,33.0,53.0
Berwick,adbm,25,0.0368,0.8932043540600597,2.0,21.0,12.0,5.0,1.0,12.0,63.0
Berwick,niche,25,0.1344,0.8886937826945622,2.0,3.0,5.0,36.0,5.0,113.0,57.0
Berwick,bodymassratio,25,0.136,0.8841379412644345,3.0,5.0,3.0,213.0,48.0,124.0,135.0
Blackrock,adbm,21,0.10430839002267574,0.8604306141816493,2.0,6.0,14.0,20.0,18.0,151.0,50.0
Blackrock,niche,21,0.15192743764172337,0.8931906741305654,2.0,5.0,1.0,22.0,10.0,32.0,44.0
Blackrock,bodymassratio,21,0.14512471655328799,0.899369003224408,3.0,4.0,2.0,132.0,19.0,77.0,147.0
Broad,adbm,25,0.1024,0.8451510908599217,2.0,13.0,5.0,42.0,27.0,163.0,131.0
Broad,niche,25,0.12,0.9035561625916528,2.0,5.0,3.0,47.0,25.0,49.0,57.0
Broad,bodymassratio,25,0.1312,0.8828801055405598,4.0,5.0,4.0,176.0,19.0,178.0,189.0
Canton,adbm,23,0.13799621928166353,0.8108935066880066,2.0,13.0,8.0,31.0,11.0,205.0,236.0
Canton,niche,23,0.10964083175803403,0.9075984278628335,2.0,7.0,7.0,25.0,22.0,69.0,67.0
Canton,bodymassratio,23,0.1342155009451796,0.9004999039147971,3.0,4.0,7.0,179.0,26.0,116.0,101.0
Catlins,adbm,20,0.0725,0.8890584917431381,2.0,14.0,4.0,12.0,3.0,20.0,60.0
Catlins,niche,20,0.1275,0.894953746814858,2.0,4.0,7.0,30.0,15.0,53.0,54.0
Catlins,bodymassratio,20,0.1275,0.8880563276804573,2.0,4.0,5.0,123.0,17.0,56.0,49.0
Dempsters,adbm,33,0.11202938475665748,0.8744515899226566,2.0,9.0,7.0,287.0,18.0,352.0,319.0
Dempsters,niche,33,0.09550045913682277,0.902266520614208,2.0,10.0,4.0,103.0,59.0,115.0,184.0
Dempsters,bodymassratio,33,0.0945821854912764,0.9058439194248447,3.0,8.0,8.0,277.0,46.0,183.0,197.0
German,adbm,19,0.1329639889196676,0.8560171280181631,2.0,7.0,3.0,63.0,14.0,83.0,81.0
German,niche,19,0.10803324099722991,0.9104723433408124,1.0,5.0,7.0,28.0,7.0,15.0,19.0
German,bodymassratio,19,0.10249307479224377,0.9199425326048883,3.0,4.0,6.0,58.0,7.0,40.0,40.0
Healy,adbm,19,0.15789473684210525,0.8727858197053012,2.0,6.0,3.0,86.0,15.0,82.0,123.0
Healy,niche,19,0.07202216066481995,0.9609473407178118,2.0,7.0,6.0,21.0,1.0,10.0,21.0
Healy,bodymassratio,19,0.12742382271468145,0.9297837861847064,1.0,3.0,2.0,89.0,20.0,36.0,34.0
Kyeburn,adbm,20,0.0975,0.8880274486817361,2.0,9.0,4.0,37.0,7.0,51.0,73.0
Kyeburn,niche,20,0.13,0.8788206846098501,2.0,10.0,4.0,6.0,19.0,22.0,130.0
Kyeburn,bodymassratio,20,0.135,0.9141454553694083,5.0,3.0,3.0,118.0,17.0,54.0,65.0
Little,adbm,15,0.07111111111111111,0.800935343202911,2.0,10.0,10.0,0.0,2.0,22.0,19.0
Little,niche,15,0.12,0.9319378388590622,2.0,5.0,3.0,9.0,1.0,6.0,23.0
Little,bodymassratio,15,0.08,0.9606794231771302,3.0,7.0,5.0,20.0,4.0,10.0,13.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.0859375,0.9461435898854984,3.0,7.0,2.0,15.0,4.0,2.0,12.0
Narrowdale,bodymassratio,16,0.10546875,0.9281522544929091,3.0,4.0,4.0,37.0,8.0,14.0,29.0
NorthCol,adbm,22,0.10330578512396695,0.852306359945748,2.0,10.0,11.0,44.0,21.0,97.0,77.0
NorthCol,niche,22,0.09917355371900827,0.9011463191792977,2.0,9.0,3.0,29.0,23.0,48.0,54.0
NorthCol,bodymassratio,22,0.14049586776859505,0.87831320872485,3.0,6.0,3.0,101.0,33.0,100.0,133.0
Powder,adbm,23,0.11531190926275993,0.8963447838759919,2.0,12.0,3.0,79.0,13.0,70.0,156.0
Powder,niche,23,0.09262759924385633,0.919647782317936,2.0,8.0,5.0,40.0,11.0,46.0,88.0
Powder,bodymassratio,23,0.1266540642722117,0.912182750586289,4.0,4.0,4.0,166.0,33.0,73.0,79.0
Stony,adbm,26,0.07692307692307693,0.8483717836203631,2.0,16.0,4.0,37.0,2.0,98.0,163.0
Stony,niche,26,0.11982248520710059,0.8951551232852384,2.0,7.0,1.0,89.0,20.0,94.0,147.0
Stony,bodymassratio,26,0.15236686390532544,0.8902845735519097,4.0,3.0,4.0,293.0,56.0,204.0,189.0
Sutton,adbm,24,0.08680555555555555,0.910096939429641,2.0,9.0,3.0,46.0,12.0,68.0,134.0
Sutton,niche,24,0.0920138888888889,0.9119102299723799,2.0,8.0,3.0,33.0,16.0,27.0,80.0
Sutton,bodymassratio,24,0.14756944444444445,0.8807059945818858,4.0,4.0,2.0,177.0,37.0,138.0,186.0
Venlaw,adbm,22,0.047520661157024795,0.9753529736542531,2.0,18.0,4.0,13.0,3.0,2.0,57.0
Venlaw,niche,22,0.12603305785123967,0.9001904072312835,2.0,9.0,1.0,22.0,22.0,10.0,75.0
Venlaw,bodymassratio,22,0.10330578512396695,0.9322813613632649,4.0,3.0,3.0,100.0,10.0,46.0,47.0
AkatoreB,adbm,15,0.07111111111111111,0.8754064977151503,2.0,8.0,10.0,6.0,3.0,18.0,11.0
AkatoreB,niche,15,0.10222222222222223,0.839419946680875,2.0,8.0,8.0,0.0,0.0,15.0,13.0
AkatoreB,bodymassratio,15,0.17777777777777778,0.8879036040758631,2.0,5.0,1.0,50.0,12.0,47.0,62.0
Berwick,adbm,25,0.0336,0.8817075423347451,2.0,21.0,13.0,1.0,1.0,10.0,58.0
Berwick,niche,25,0.1232,0.8426080769211092,2.0,11.0,9.0,62.0,38.0,131.0,122.0
Berwick,bodymassratio,25,0.1472,0.8912320679175065,3.0,5.0,3.0,253.0,56.0,145.0,143.0
Blackrock,adbm,21,0.10430839002267574,0.8441652688699784,1.0,5.0,14.0,24.0,17.0,171.0,41.0
Blackrock,niche,21,0.07936507936507936,0.9202802478740113,2.0,8.0,5.0,17.0,5.0,30.0,37.0
Blackrock,bodymassratio,21,0.14512471655328799,0.8962461887033245,3.0,3.0,3.0,121.0,22.0,97.0,126.0
Broad,adbm,25,0.1008,0.8790252260123946,2.0,13.0,5.0,35.0,24.0,159.0,130.0
Broad,niche,25,0.128,0.8792641698739362,2.0,10.0,2.0,35.0,3.0,25.0,73.0
Broad,bodymassratio,25,0.1264,0.8776963586763835,4.0,4.0,6.0,181.0,15.0,174.0,161.0
Canton,adbm,23,0.12476370510396975,0.8280842782445832,2.0,13.0,8.0,31.0,9.0,166.0,191.0
Canton,niche,23,0.10775047258979206,0.8876255880212257,2.0,12.0,0.0,18.0,50.0,5.0,195.0
Canton,bodymassratio,23,0.13988657844990549,0.8828661910991594,3.0,4.0,7.0,186.0,20.0,138.0,117.0
Catlins,adbm,20,0.075,0.8922233928514751,2.0,14.0,2.0,22.0,3.0,19.0,65.0
Catlins,niche,20,0.1325,0.8826679405072353,3.0,9.0,0.0,15.0,3.0,6.0,23.0
Catlins,bodymassratio,20,0.1175,0.9013517755795725,2.0,4.0,5.0,102.0,19.0,42.0,38.0
Dempsters,adbm,33,0.1111111111111111,0.8795396011566542,2.0,9.0,7.0,282.0,12.0,349.0,332.0
Dempsters,niche,33,0.10376492194674013,0.8906739259765944,2.0,12.0,0.0,92.0,43.0,71.0,171.0
Dempsters,bodymassratio,33,0.09090909090909091,0.9027888470538237,3.0,9.0,9.0,272.0,48.0,152.0,178.0
German,adbm,19,0.12188365650969529,0.8880098520057697,2.0,7.0,3.0,54.0,7.0,63.0,80.0
German,niche,19,0.09141274238227147,0.933579132176766,2.0,6.0,4.0,11.0,3.0,18.0,16.0
German,bodymassratio,19,0.09141274238227147,0.9447016891336905,3.0,4.0,6.0,44.0,7.0,30.0,25.0
Healy,adbm,19,0.15789473684210525,0.8814170553396465,3.0,5.0,4.0,90.0,13.0,85.0,118.0
Healy,niche,19,0.11357340720221606,0.9116859040291593,2.0,6.0,1.0,45.0,9.0,34.0,48.0
Healy,bodymassratio,19,0.11911357340720222,0.9355145260056037,1.0,2.0,2.0,79.0,15.0,34.0,31.0
Kyeburn,adbm,20,0.1025,0.8853827323895594,2.0,9.0,6.0,29.0,8.0,71.0,72.0
Kyeburn,niche,20,0.1725,0.8909367810415497,2.0,4.0,1.0,86.0,37.0,29.0,72.0
Kyeburn,bodymassratio,20,0.1375,0.9126167299789845,5.0,2.0,3.0,125.0,13.0,65.0,61.0
Little,adbm,15,0.07111111111111111,0.800935343202911,2.0,10.0,10.0,0.0,2.0,22.0,19.0
Little,niche,15,0.08444444444444445,0.9312805316061078,2.0,7.0,2.0,8.0,6.0,0.0,32.0
Little,bodymassratio,15,0.1111111111111111,0.928740730703217,3.0,6.0,5.0,32.0,7.0,19.0,32.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.09765625,0.9211578856339593,2.0,7.0,4.0,10.0,7.0,12.0,26.0
Narrowdale,bodymassratio,16,0.109375,0.9145901378322232,3.0,2.0,6.0,27.0,8.0,21.0,32.0
NorthCol,adbm,22,0.10330578512396695,0.8670686496327198,2.0,10.0,11.0,36.0,24.0,103.0,74.0
NorthCol,niche,22,0.047520661157024795,0.9627118548779435,2.0,11.0,6.0,4.0,0.0,6.0,17.0
NorthCol,bodymassratio,22,0.14669421487603307,0.8883795660984908,3.0,6.0,3.0,120.0,34.0,114.0,134.0
Powder,adbm,23,0.10775047258979206,0.8813545996892237,2.0,12.0,3.0,75.0,11.0,59.0,144.0
Powder,niche,23,0.0661625708884688,0.9418688628570083,2.0,5.0,5.0,29.0,6.0,26.0,34.0
Powder,bodymassratio,23,0.13043478260869565,0.9034149380046725,4.0,4.0,4.0,173.0,42.0,76.0,79.0
Stony,adbm,26,0.07692307692307693,0.8698227368078639,2.0,16.0,5.0,39.0,1.0,100.0,148.0
Stony,niche,26,0.10946745562130178,0.8958659415547138,2.0,9.0,2.0,35.0,7.0,41.0,85.0
Stony,bodymassratio,26,0.15532544378698224,0.8988520323525665,4.0,4.0,4.0,313.0,54.0,196.0,206.0
Sutton,adbm,24,0.09722222222222222,0.8844979116338787,2.0,11.0,3.0,52.0,17.0,65.0,190.0
Sutton,niche,24,0.0920138888888889,0.9403206345596118,3.0,6.0,0.0,22.0,3.0,23.0,17.0
Sutton,bodymassratio,24,0.15104166666666666,0.883934600961247,1.0,3.0,3.0,183.0,41.0,150.0,190.0
Venlaw,adbm,22,0.05165289256198347,0.9572616579385049,2.0,18.0,4.0,17.0,7.0,0.0,68.0
Venlaw,niche,22,0.08677685950413223,0.9051964581202884,2.0,7.0,7.0,14.0,2.0,20.0,28.0
Venlaw,bodymassratio,22,0.09504132231404959,0.9322836679739656,4.0,5.0,4.0,89.0,11.0,44.0,41.0
AkatoreB,adbm,15,0.06666666666666667,0.8871458194696734,1.0,7.0,10.0,7.0,4.0,16.0,7.0
AkatoreB,niche,15,0.08444444444444445,0.949054788866329,2.0,6.0,3.0,4.0,2.0,3.0,8.0
AkatoreB,bodymassratio,15,0.18666666666666668,0.8730545449661213,2.0,5.0,1.0,63.0,13.0,47.0,73.0
Berwick,adbm,25,0.032,0.9453621708777483,2.0,21.0,11.0,4.0,0.0,6.0,47.0
Berwick,niche,25,0.0864,0.9236661563488089,2.0,7.0,0.0,22.0,11.0,21.0,54.0
Berwick,bodymassratio,25,0.1472,0.8773214174990625,3.0,5.0,3.0,259.0,56.0,138.0,148.0
Blackrock,adbm,21,0.10657596371882086,0.8727614211693664,1.0,5.0,14.0,22.0,18.0,164.0,48.0
Blackrock,niche,21,0.12244897959183673,0.9004880326352103,2.0,8.0,0.0,12.0,12.0,13.0,66.0
Blackrock,bodymassratio,21,0.1360544217687075,0.9074033346404571,3.0,4.0,3.0,103.0,19.0,77.0,121.0
Broad,adbm,25,0.1104,0.8317002732188936,2.0,13.0,4.0,48.0,32.0,187.0,153.0
Broad,niche,25,0.1024,0.8854377572155168,2.0,12.0,4.0,33.0,10.0,27.0,49.0
Broad,bodymassratio,25,0.1312,0.8803810044753222,4.0,5.0,4.0,190.0,21.0,163.0,179.0
Canton,adbm,23,0.1323251417769376,0.8067609539758673,2.0,13.0,10.0,20.0,8.0,205.0,213.0
Canton,niche,23,0.11531190926275993,0.915866964744462,2.0,5.0,0.0,34.0,24.0,23.0,95.0
Canton,bodymassratio,23,0.13988657844990549,0.8773225382378372,3.0,4.0,7.0,197.0,22.0,131.0,118.0
Catlins,adbm,20,0.065,0.8997837652743095,2.0,14.0,4.0,10.0,1.0,16.0,56.0
Catlins,niche,20,0.1325,0.8795322708184572,2.0,8.0,0.0,2.0,0.0,4.0,4.0
Catlins,bodymassratio,20,0.1225,0.8911971649190248,2.0,4.0,5.0,113.0,18.0,47.0,46.0
Dempsters,adbm,33,0.11019283746556474,0.8800800053538591,2.0,9.0,8.0,278.0,16.0,351.0,301.0
Dempsters,niche,33,0.0743801652892562,0.912469884666344,2.0,13.0,2.0,73.0,14.0,50.0,197.0
Dempsters,bodymassratio,33,0.08999081726354453,0.9062048157229128,3.0,8.0,8.0,270.0,48.0,145.0,172.0
German,adbm,19,0.13019390581717452,0.883656186089654,2.0,7.0,4.0,65.0,13.0,77.0,75.0
German,niche,19,0.055401662049861494,0.9180817671494266,2.0,12.0,7.0,2.0,1.0,4.0,19.0
German,bodymassratio,19,0.0886426592797784,0.9306762413354082,3.0,4.0,7.0,42.0,6.0,31.0,25.0
Healy,adbm,19,0.1634349030470914,0.8745702371737929,3.0,4.0,3.0,86.0,20.0,87.0,123.0
Healy,niche,19,0.07202216066481995,0.9247208153985219,2.0,8.0,6.0,2.0,0.0,2.0,4.0
Healy,bodymassratio,19,0.14127423822714683,0.9321950796594564,1.0,2.0,2.0,111.0,28.0,41.0,38.0
Kyeburn,adbm,20,0.1025,0.8669979507480607,2.0,9.0,7.0,29.0,14.0,69.0,62.0
Kyeburn,niche,20,0.1325,0.8987292366263241,2.0,3.0,4.0,27.0,23.0,23.0,89.0
Kyeburn,bodymassratio,20,0.1275,0.927022007476177,5.0,2.0,3.0,109.0,10.0,57.0,56.0
Little,adbm,15,0.057777777777777775,0.8426707465491113,2.0,11.0,10.0,0.0,2.0,11.0,15.0
Little,niche,15,0.04888888888888889,0.9563608199548524,2.0,9.0,6.0,2.0,2.0,0.0,9.0
Little,bodymassratio,15,0.10222222222222223,0.9046102568134902,3.0,6.0,6.0,24.0,7.0,18.0,25.0
Narrowdale,adbm,16,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0
Narrowdale,niche,16,0.08203125,0.938426521302819,2.0,8.0,2.0,2.0,0.0,3.0,8.0
Narrowdale,bodymassratio,16,0.09765625,0.9454736449450367,3.0,3.0,4.0,35.0,6.0,13.0,18.0
NorthCol,adbm,22,0.09917355371900827,0.8407070711483053,2.0,11.0,12.0,29.0,16.0,112.0,75.0
NorthCol,niche,22,0.07851239669421488,0.9096788284223924,2.0,12.0,7.0,17.0,3.0,23.0,51.0
NorthCol,bodymassratio,22,0.13636363636363635,0.8880567046930974,3.0,6.0,3.0,113.0,27.0,89.0,121.0
Powder,adbm,23,0.11342155009451796,0.8689471041181124,2.0,12.0,3.0,83.0,12.0,62.0,169.0
Powder,niche,23,0.07939508506616257,0.9221109418518632,2.0,9.0,7.0,5.0,1.0,11.0,10.0
Powder,bodymassratio,23,0.13610586011342155,0.897323055830349,4.0,4.0,4.0,187.0,41.0,84.0,96.0
Stony,adbm,26,0.07692307692307693,0.8762005222538057,2.0,16.0,6.0,38.0,1.0,102.0,151.0
Stony,niche,26,0.10355029585798817,0.9189406360290056,2.0,2.0,6.0,77.0,15.0,65.0,59.0
Stony,bodymassratio,26,0.15680473372781065,0.8891376027506683,4.0,3.0,4.0,321.0,56.0,204.0,210.0
Sutton,adbm,24,0.09027777777777778,0.9261347309224377,2.0,10.0,4.0,48.0,14.0,65.0,142.0
Sutton,niche,24,0.07465277777777778,0.9394500406906042,2.0,9.0,6.0,41.0,4.0,19.0,39.0
Sutton,bodymassratio,24,0.13541666666666666,0.9118684051678873,4.0,3.0,4.0,145.0,34.0,115.0,154.0
Venlaw,adbm,22,0.049586776859504134,0.9657362914531948,2.0,18.0,4.0,18.0,6.0,0.0,63.0
Venlaw,niche,22,0.0640495867768595,0.9243277234709931,2.0,11.0,6.0,17.0,6.0,17.0,49.0
Venlaw,bodymassratio,22,0.09297520661157024,0.933954616152291,4.0,4.0,4.0,66.0,10.0,39.0,39.0
AkatoreB,adbm,15,0.07111111111111111,0.8754064977151503,2.0,8.0,10.0,6.0,3.0,18.0,11.0
AkatoreB,niche,15,0.09333333333333334,0.9607553808977216,2.0,3.0,2.0,16.0,3.0,5.0,22.0
AkatoreB,bodymassratio,15,0.15555555555555556,0.9023723278746979,3.0,6.0,2.0,47.0,11.0,28.0,49.0
Berwick,adbm,25,0.0384,0.909403712038472,2.0,21.0,11.0,4.0,0.0,13.0,73.0
Berwick,niche,25,0.1056,0.9152431306615276,2.0,6.0,2.0,25.0,5.0,28.0,52.0
Berwick,bodymassratio,25,0.1408,0.9040604552291889,3.0,5.0,3.0,237.0,48.0,134.0,134.0
Blackrock,adbm,21,0.10204081632653061,0.8806192281839565,1.0,5.0,14.0,22.0,18.0,145.0,41.0
Blackrock,niche,21,0.07709750566893424,0.9061005679576585,3.0,11.0,1.0,12.0,3.0,17.0,25.0
Blackrock,bodymassratio,21,0.14285714285714285,0.8904573358029448,3.0,4.0,3.0,128.0,21.0,92.0,117.0
Broad,adbm,25,0.104,0.8614080288200245,2.0,13.0,4.0,45.0,25.0,162.0,144.0
Broad,niche,25,0.1248,0.9128479689816382,3.0,5.0,0.0,36.0,22.0,71.0,67.0
