model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
adbm,random,1,6,6,10,106,112
adbm,generality_descending,1,12,12,12,106,69
adbm,vulnerability_descending,1,30,30,15,106,313
adbm,size_descending,1,10,10,10,106,76
adbm,motility_descending,1,17,17,13,106,165
adbm,tiering_descending,1,0,0,3,106,103
adbm,calcification_descending,1,11,11,8,106,102
adbm,generality_ascending,1,21,21,11,106,208
adbm,vulnerability_ascending,1,14,14,10,106,85
adbm,size_ascending,1,33,33,16,106,361
adbm,motility_ascending,1,3,3,9,106,84
adbm,tiering_ascending,1,30,30,14,106,106
adbm,calcification_ascending,1,16,16,10,106,99
adbm,random,1,23,23,11,106,112
adbm,generality_descending,1,12,12,12,106,69
adbm,vulnerability_descending,1,30,30,15,106,313
adbm,size_descending,1,9,9,10,106,75
adbm,motility_descending,1,13,13,9,106,113
adbm,tiering_descending,1,6,6,5,106,125
adbm,calcification_descending,1,16,16,10,106,113
adbm,generality_ascending,1,21,21,11,106,208
adbm,vulnerability_ascending,1,14,14,10,106,85
adbm,size_ascending,1,52,52,19,106,449
adbm,motility_ascending,1,11,11,9,106,108
adbm,tiering_ascending,1,41,41,15,106,111
adbm,calcification_ascending,1,10,10,8,106,98
adbm,random,1,19,19,10,106,95
adbm,generality_descending,1,12,12,12,106,69
adbm,vulnerability_descending,1,30,30,15,106,313
adbm,size_descending,1,12,12,12,106,73
adbm,motility_descending,1,3,3,9,106,104
adbm,tiering_descending,1,0,0,4,106,94
adbm,calcification_descending,1,15,15,9,106,115
adbm,generality_ascending,1,21,21,11,106,208
adbm,vulnerability_ascending,1,14,14,10,106,85
adbm,size_ascending,1,44,44,18,106,418
adbm,motility_ascending,1,21,21,11,106,104
adbm,tiering_ascending,1,18,18,12,106,111
adbm,calcification_ascending,1,0,0,8,106,88
adbm,random,1,8,8,7,106,112
adbm,generality_descending,1,12,12,12,106,69
adbm,vulnerability_descending,1,30,30,15,106,313
adbm,size_descending,1,12,12,12,106,72
adbm,motility_descending,1,14,14,10,106,112
adbm,tiering_descending,1,0,0,3,106,85
adbm,calcification_descending,1,21,21,10,106,113
adbm,generality_ascending,1,21,21,11,106,208
adbm,vulnerability_ascending,1,14,14,10,106,85
adbm,size_ascending,1,61,61,19,106,483
adbm,motility_ascending,1,13,13,11,106,118
adbm,tiering_ascending,1,25,25,13,106,114
adbm,calcification_ascending,1,3,3,8,106,101
adbm,random,1,14,14,10,106,91
adbm,generality_descending,1,12,12,12,106,69
adbm,vulnerability_descending,1,30,30,15,106,313
adbm,size_descending,1,10,10,10,106,73
adbm,motility_descending,1,24,24,11,106,110
adbm,tiering_descending,1,3,3,4,106,114
adbm,calcification_descending,1,1,1,7,106,68
adbm,generality_ascending,1,21,21,11,106,208
adbm,vulnerability_ascending,1,14,14,10,106,85
adbm,size_ascending,1,30,30,15,106,313
adbm,motility_ascending,1,5,5,9,106,88
adbm,tiering_ascending,1,25,25,13,106,109
adbm,calcification_ascending,1,9,9,8,106,116
bodymassratio,random,1,3,3,10,52,63
bodymassratio,generality_descending,1,2,2,9,52,87
bodymassratio,vulnerability_descending,1,2,2,12,52,62
bodymassratio,size_descending,1,14,14,19,52,399
bodymassratio,motility_descending,1,3,3,9,52,73
bodymassratio,tiering_descending,1,6,6,12,52,261
bodymassratio,calcification_descending,1,4,4,9,52,70
bodymassratio,generality_ascending,1,2,2,9,52,80
bodymassratio,vulnerability_ascending,1,1,1,7,52,92
bodymassratio,size_ascending,1,2,2,7,52,88
bodymassratio,motility_ascending,1,7,7,12,52,71
bodymassratio,tiering_ascending,1,8,8,15,52,69
bodymassratio,calcification_ascending,1,1,1,9,52,56
bodymassratio,random,1,1,1,6,52,63
bodymassratio,generality_descending,1,2,2,9,52,87
bodymassratio,vulnerability_descending,1,2,2,12,52,62
bodymassratio,size_descending,1,14,14,18,52,399
bodymassratio,motility_descending,1,7,7,10,52,66
bodymassratio,tiering_descending,1,8,8,13,52,290
bodymassratio,calcification_descending,1,6,6,11,52,127
bodymassratio,generality_ascending,1,2,2,9,52,80
bodymassratio,vulnerability_ascending,1,1,1,7,52,92
bodymassratio,size_ascending,1,2,2,7,52,91
bodymassratio,motility_ascending,1,4,4,9,52,70
bodymassratio,tiering_ascending,1,8,8,14,52,72
bodymassratio,calcification_ascending,1,3,3,13,52,115
bodymassratio,random,1,1,1,9,52,55
bodymassratio,generality_descending,1,2,2,9,52,87
bodymassratio,vulnerability_descending,1,2,2,12,52,62
bodymassratio,size_descending,1,14,14,18,52,399
bodymassratio,motility_descending,1,8,8,10,52,72
bodymassratio,tiering_descending,1,0,0,4,52,117
bodymassratio,calcification_descending,1,8,8,11,52,130
bodymassratio,generality_ascending,1,2,2,9,52,80
bodymassratio,vulnerability_ascending,1,1,1,7,52,92
bodymassratio,size_ascending,1,2,2,7,52,89
bodymassratio,motility_ascending,1,4,4,8,52,82
bodymassratio,tiering_ascending,1,8,8,14,52,74
bodymassratio,calcification_ascending,1,1,1,9,52,74
bodymassratio,random,1,5,5,12,52,114
bodymassratio,generality_descending,1,2,2,9,52,87
bodymassratio,vulnerability_descending,1,2,2,12,52,62
bodymassratio,size_descending,1,14,14,19,52,399
bodymassratio,motility_descending,1,7,7,11,52,69
bodymassratio,tiering_descending,1,0,0,3,52,89
bodymassratio,calcification_descending,1,6,6,11,52,70
bodymassratio,generality_ascending,1,2,2,9,52,80
bodymassratio,vulnerability_ascending,1,1,1,7,52,92
bodymassratio,size_ascending,1,1,1,7,52,91
bodymassratio,motility_ascending,1,4,4,9,52,62
bodymassratio,tiering_ascending,1,8,8,14,52,63
bodymassratio,calcification_ascending,1,1,1,8,52,74
bodymassratio,random,1,3,3,10,52,61
bodymassratio,generality_descending,1,2,2,9,52,87
bodymassratio,vulnerability_descending,1,2,2,12,52,62
bodymassratio,size_descending,1,14,14,19,52,399
bodymassratio,motility_descending,1,5,5,8,52,74
bodymassratio,tiering_descending,1,7,7,12,52,304
bodymassratio,calcification_descending,1,4,4,10,52,53
bodymassratio,generality_ascending,1,2,2,9,52,80
bodymassratio,vulnerability_ascending,1,1,1,7,52,92
bodymassratio,size_ascending,1,2,2,8,52,86
bodymassratio,motility_ascending,1,4,4,9,52,75
bodymassratio,tiering_ascending,1,6,6,13,52,69
bodymassratio,calcification_ascending,1,1,1,10,52,127
lmatrix,random,1,7,7,11,91,55
lmatrix,generality_descending,1,9,9,11,91,45
lmatrix,vulnerability_descending,1,2,2,9,91,111
lmatrix,size_descending,1,9,9,10,91,50
lmatrix,motility_descending,1,9,9,11,91,72
lmatrix,tiering_descending,1,0,0,3,91,72
lmatrix,calcification_descending,1,2,2,7,91,72
lmatrix,generality_ascending,1,4,4,8,91,103
lmatrix,vulnerability_ascending,1,7,7,8,91,70
lmatrix,size_ascending,1,2,2,9,91,111
lmatrix,motility_ascending,1,20,20,11,91,83
lmatrix,tiering_ascending,1,22,22,14,91,95
lmatrix,calcification_ascending,1,0,0,6,91,57
lmatrix,random,1,16,16,11,91,97
lmatrix,generality_descending,1,9,9,11,91,45
lmatrix,vulnerability_descending,1,2,2,9,91,111
lmatrix,size_descending,1,10,10,11,91,52
lmatrix,motility_descending,1,10,10,10,91,103
lmatrix,tiering_descending,1,0,0,4,91,61
lmatrix,calcification_descending,1,18,18,10,91,94
lmatrix,generality_ascending,1,4,4,8,91,103
lmatrix,vulnerability_ascending,1,7,7,8,91,70
lmatrix,size_ascending,1,2,2,9,91,111
lmatrix,motility_ascending,1,0,0,8,91,98
lmatrix,tiering_ascending,1,23,23,13,91,96
lmatrix,calcification_ascending,1,13,13,10,91,73
lmatrix,random,1,9,9,8,91,98
lmatrix,generality_descending,1,9,9,11,91,45
lmatrix,vulnerability_descending,1,2,2,9,91,111
lmatrix,size_descending,1,9,9,11,91,45
lmatrix,motility_descending,1,12,12,10,91,81
lmatrix,tiering_descending,1,0,0,3,91,70
lmatrix,calcification_descending,1,2,2,7,91,80
lmatrix,generality_ascending,1,4,4,8,91,103
lmatrix,vulnerability_ascending,1,7,7,8,91,70
lmatrix,size_ascending,1,2,2,9,91,111
lmatrix,motility_ascending,1,13,13,9,91,69
lmatrix,tiering_ascending,1,28,28,15,91,82
lmatrix,calcification_ascending,1,4,4,8,91,77
lmatrix,random,1,2,2,9,91,68
lmatrix,generality_descending,1,9,9,11,91,45
lmatrix,vulnerability_descending,1,2,2,9,91,111
lmatrix,size_descending,1,10,10,11,91,47
lmatrix,motility_descending,1,8,8,10,91,90
lmatrix,tiering_descending,1,3,3,4,91,83
lmatrix,calcification_descending,1,4,4,7,91,65
lmatrix,generality_ascending,1,4,4,8,91,103
lmatrix,vulnerability_ascending,1,7,7,8,91,70
lmatrix,size_ascending,1,2,2,9,91,111
lmatrix,motility_ascending,1,0,0,7,91,67
lmatrix,tiering_ascending,1,12,12,12,91,95
lmatrix,calcification_ascending,1,16,16,11,91,129
lmatrix,random,1,0,0,4,91,61
lmatrix,generality_descending,1,9,9,11,91,45
lmatrix,vulnerability_descending,1,2,2,9,91,111
lmatrix,size_descending,1,10,10,11,91,51
lmatrix,motility_descending,1,4,4,6,91,71
lmatrix,tiering_descending,1,6,6,6,91,113
lmatrix,calcification_descending,1,13,13,9,91,84
lmatrix,generality_ascending,1,4,4,8,91,103
lmatrix,vulnerability_ascending,1,7,7,8,91,70
lmatrix,size_ascending,1,2,2,9,91,100
lmatrix,motility_ascending,1,15,15,10,91,102
lmatrix,tiering_ascending,1,21,21,13,91,91
lmatrix,calcification_ascending,1,3,3,7,91,85
niche,random,1,1,1,10,38,31
niche,generality_descending,1,5,5,14,38,19
niche,vulnerability_descending,1,3,3,8,38,38
niche,generality_ascending,1,3,3,7,38,41
niche,vulnerability_ascending,1,4,4,13,38,37
niche,random,1,6,6,10,38,35
niche,generality_descending,1,5,5,14,38,19
niche,vulnerability_descending,1,3,3,8,38,38
niche,generality_ascending,1,3,3,7,38,41
niche,vulnerability_ascending,1,4,4,13,38,37
niche,random,1,5,5,10,38,34
niche,generality_descending,1,5,5,14,38,19
niche,vulnerability_descending,1,3,3,8,38,38
niche,generality_ascending,1,3,3,7,38,41
niche,vulnerability_ascending,1,4,4,13,38,37
niche,random,1,5,5,11,38,35
niche,generality_descending,1,5,5,14,38,19
niche,vulnerability_descending,1,3,3,8,38,38
niche,generality_ascending,1,3,3,7,38,41
niche,vulnerability_ascending,1,4,4,13,38,37
niche,random,1,2,2,8,38,44
niche,generality_descending,1,5,5,14,38,19
niche,vulnerability_descending,1,3,3,8,38,38
niche,generality_ascending,1,3,3,7,38,41
niche,vulnerability_ascending,1,4,4,13,38,37
pfim_metaweb,random,1,12,12,8,82,53
pfim_metaweb,generality_descending,1,7,7,8,82,19
pfim_metaweb,vulnerability_descending,1,11,11,7,82,46
pfim_metaweb,size_descending,1,17,17,11,82,48
pfim_metaweb,motility_descending,1,9,9,9,82,46
pfim_metaweb,tiering_descending,1,2,2,3,82,76
pfim_metaweb,calcification_descending,1,13,13,7,82,84
pfim_metaweb,generality_ascending,1,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,1,31,31,13,82,67
pfim_metaweb,size_ascending,1,33,33,9,82,81
pfim_metaweb,motility_ascending,1,18,18,11,82,47
pfim_metaweb,tiering_ascending,1,47,47,12,82,93
pfim_metaweb,calcification_ascending,1,23,23,10,82,53
pfim_metaweb,random,1,22,22,9,82,58
pfim_metaweb,generality_descending,1,7,7,8,82,19
pfim_metaweb,vulnerability_descending,1,11,11,7,82,46
pfim_metaweb,size_descending,1,17,17,11,82,56
pfim_metaweb,motility_descending,1,15,15,10,82,36
pfim_metaweb,tiering_descending,1,2,2,3,82,76
pfim_metaweb,calcification_descending,1,8,8,9,82,70
pfim_metaweb,generality_ascending,1,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,1,31,31,13,82,67
pfim_metaweb,size_ascending,1,21,21,7,82,83
pfim_metaweb,motility_ascending,1,9,9,10,82,45
pfim_metaweb,tiering_ascending,1,50,50,12,82,101
pfim_metaweb,calcification_ascending,1,38,38,12,82,59
pfim_metaweb,random,1,21,21,10,82,64
pfim_metaweb,generality_descending,1,7,7,8,82,19
pfim_metaweb,vulnerability_descending,1,11,11,7,82,46
pfim_metaweb,size_descending,1,15,15,10,82,54
pfim_metaweb,motility_descending,1,20,20,10,82,35
pfim_metaweb,tiering_descending,1,2,2,3,82,76
pfim_metaweb,calcification_descending,1,26,26,10,82,59
pfim_metaweb,generality_ascending,1,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,1,31,31,13,82,67
pfim_metaweb,size_ascending,1,26,26,8,82,87
pfim_metaweb,motility_ascending,1,9,9,10,82,41
pfim_metaweb,tiering_ascending,1,56,56,13,82,100
pfim_metaweb,calcification_ascending,1,16,16,9,82,56
pfim_metaweb,random,1,24,24,9,82,64
pfim_metaweb,generality_descending,1,7,7,8,82,19
pfim_metaweb,vulnerability_descending,1,11,11,7,82,46
pfim_metaweb,size_descending,1,19,19,12,82,49
pfim_metaweb,motility_descending,1,23,23,11,82,42
pfim_metaweb,tiering_descending,1,2,2,3,82,76
pfim_metaweb,calcification_descending,1,14,14,8,82,60
pfim_metaweb,generality_ascending,1,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,1,31,31,13,82,67
pfim_metaweb,size_ascending,1,26,26,8,82,79
pfim_metaweb,motility_ascending,1,19,19,9,82,60
pfim_metaweb,tiering_ascending,1,53,53,13,82,89
pfim_metaweb,calcification_ascending,1,9,9,7,82,30
pfim_metaweb,random,1,13,13,8,82,66
pfim_metaweb,generality_descending,1,7,7,8,82,19
pfim_metaweb,vulnerability_descending,1,11,11,7,82,46
pfim_metaweb,size_descending,1,18,18,11,82,58
pfim_metaweb,motility_descending,1,32,32,12,82,58
pfim_metaweb,tiering_descending,1,2,2,3,82,76
pfim_metaweb,calcification_descending,1,24,24,10,82,68
pfim_metaweb,generality_ascending,1,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,1,31,31,13,82,67
pfim_metaweb,size_ascending,1,21,21,7,82,77
pfim_metaweb,motility_ascending,1,16,16,10,82,72
pfim_metaweb,tiering_ascending,1,56,56,14,82,89
pfim_metaweb,calcification_ascending,1,23,23,10,82,54
pfim_downsample,random,1,19,19,11,70,59
pfim_downsample,generality_descending,1,6,6,7,70,19
pfim_downsample,vulnerability_descending,1,9,9,7,70,47
pfim_downsample,size_descending,1,14,14,12,70,25
pfim_downsample,motility_descending,1,8,8,8,70,43
pfim_downsample,tiering_descending,1,3,3,4,70,69
pfim_downsample,calcification_descending,1,14,14,10,70,50
pfim_downsample,generality_ascending,1,22,22,10,70,75
pfim_downsample,vulnerability_ascending,1,32,32,14,70,63
pfim_downsample,size_ascending,1,14,14,7,70,66
pfim_downsample,motility_ascending,1,10,10,8,70,51
pfim_downsample,tiering_ascending,1,41,41,15,70,73
pfim_downsample,calcification_ascending,1,17,17,10,70,49
pfim_downsample,random,1,7,7,7,70,48
pfim_downsample,generality_descending,1,6,6,7,70,19
pfim_downsample,vulnerability_descending,1,9,9,7,70,47
pfim_downsample,size_descending,1,14,14,12,70,29
pfim_downsample,motility_descending,1,36,36,12,70,61
pfim_downsample,tiering_descending,1,2,2,3,70,69
pfim_downsample,calcification_descending,1,15,15,9,70,55
pfim_downsample,generality_ascending,1,22,22,10,70,75
pfim_downsample,vulnerability_ascending,1,32,32,14,70,63
pfim_downsample,size_ascending,1,19,19,8,70,65
pfim_downsample,motility_ascending,1,17,17,11,70,30
pfim_downsample,tiering_ascending,1,42,42,13,70,70
pfim_downsample,calcification_ascending,1,11,11,8,70,27
pfim_downsample,random,1,9,9,8,70,37
pfim_downsample,generality_descending,1,6,6,7,70,19
pfim_downsample,vulnerability_descending,1,9,9,7,70,47
pfim_downsample,size_descending,1,13,13,11,70,41
pfim_downsample,motility_descending,1,10,10,8,70,49
pfim_downsample,tiering_descending,1,3,3,4,70,69
pfim_downsample,calcification_descending,1,6,6,7,70,63
pfim_downsample,generality_ascending,1,22,22,10,70,75
pfim_downsample,vulnerability_ascending,1,32,32,14,70,63
pfim_downsample,size_ascending,1,19,19,8,70,72
pfim_downsample,motility_ascending,1,8,8,9,70,48
pfim_downsample,tiering_ascending,1,34,34,13,70,70
pfim_downsample,calcification_ascending,1,18,18,9,70,51
pfim_downsample,random,1,6,6,6,70,49
pfim_downsample,generality_descending,1,6,6,7,70,19
pfim_downsample,vulnerability_descending,1,9,9,7,70,47
pfim_downsample,size_descending,1,9,9,10,70,36
pfim_downsample,motility_descending,1,16,16,12,70,52
pfim_downsample,tiering_descending,1,2,2,3,70,67
pfim_downsample,calcification_descending,1,13,13,10,70,50
pfim_downsample,generality_ascending,1,22,22,10,70,75
pfim_downsample,vulnerability_ascending,1,32,32,14,70,63
pfim_downsample,size_ascending,1,20,20,8,70,66
pfim_downsample,motility_ascending,1,17,17,10,70,42
pfim_downsample,tiering_ascending,1,46,46,15,70,73
pfim_downsample,calcification_ascending,1,17,17,9,70,49
pfim_downsample,random,1,13,13,9,70,28
pfim_downsample,generality_descending,1,6,6,7,70,19
pfim_downsample,vulnerability_descending,1,9,9,7,70,47
pfim_downsample,size_descending,1,12,12,11,70,27
pfim_downsample,motility_descending,1,15,15,10,70,49
pfim_downsample,tiering_descending,1,3,3,4,70,69
pfim_downsample,calcification_descending,1,8,8,7,70,47
pfim_downsample,generality_ascending,1,22,22,10,70,75
pfim_downsample,vulnerability_ascending,1,32,32,14,70,63
pfim_downsample,size_ascending,1,19,19,8,70,75
pfim_downsample,motility_ascending,1,24,24,11,70,49
pfim_downsample,tiering_ascending,1,37,37,13,70,73
pfim_downsample,calcification_ascending,1,22,22,9,70,48
random,random,1,14,14,9,74,51
random,generality_descending,1,23,23,10,74,51
random,vulnerability_descending,1,4,4,8,74,58
random,size_descending,1,8,8,10,74,39
random,motility_descending,1,11,11,10,74,50
random,tiering_descending,1,2,2,8,74,59
random,calcification_descending,1,7,7,7,74,68
random,generality_ascending,1,4,4,7,74,49
random,vulnerability_ascending,1,33,33,11,74,113
random,size_ascending,1,18,18,7,74,99
random,motility_ascending,1,6,6,8,74,26
random,tiering_ascending,1,40,40,13,74,108
random,calcification_ascending,1,7,7,8,74,53
random,random,1,11,11,11,74,66
random,generality_descending,1,23,23,10,74,51
random,vulnerability_descending,1,4,4,8,74,58
random,size_descending,1,9,9,11,74,42
random,motility_descending,1,8,8,9,74,45
random,tiering_descending,1,12,12,13,74,114
random,calcification_descending,1,11,11,7,74,62
random,generality_ascending,1,4,4,7,74,49
random,vulnerability_ascending,1,33,33,11,74,113
random,size_ascending,1,19,19,8,74,92
random,motility_ascending,1,20,20,11,74,39
random,tiering_ascending,1,48,48,15,74,118
random,calcification_ascending,1,9,9,8,74,50
random,random,1,16,16,8,74,73
random,generality_descending,1,23,23,10,74,51
random,vulnerability_descending,1,4,4,8,74,58
random,size_descending,1,9,9,11,74,41
random,motility_descending,1,10,10,7,74,56
random,tiering_descending,1,12,12,12,74,99
random,calcification_descending,1,20,20,9,74,98
random,generality_ascending,1,4,4,7,74,49
random,vulnerability_ascending,1,33,33,11,74,113
random,size_ascending,1,17,17,7,74,99
random,motility_ascending,1,24,24,11,74,74
random,tiering_ascending,1,43,43,13,74,104
random,calcification_ascending,1,17,17,10,74,72
random,random,1,21,21,9,74,57
random,generality_descending,1,23,23,10,74,51
random,vulnerability_descending,1,4,4,8,74,58
random,size_descending,1,9,9,11,74,41
random,motility_descending,1,16,16,9,74,55
random,tiering_descending,1,4,4,8,74,58
random,calcification_descending,1,6,6,6,74,59
random,generality_ascending,1,4,4,7,74,49
random,vulnerability_ascending,1,33,33,11,74,113
random,size_ascending,1,19,19,8,74,93
random,motility_ascending,1,14,14,10,74,37
random,tiering_ascending,1,40,40,13,74,116
random,calcification_ascending,1,8,8,8,74,20
random,random,1,13,13,8,74,79
random,generality_descending,1,23,23,10,74,51
random,vulnerability_descending,1,4,4,8,74,58
random,size_descending,1,8,8,10,74,39
random,motility_descending,1,18,18,11,74,63
random,tiering_descending,1,6,6,10,74,63
random,calcification_descending,1,13,13,8,74,58
random,generality_ascending,1,4,4,7,74,49
random,vulnerability_ascending,1,33,33,11,74,113
random,size_ascending,1,18,18,7,74,90
random,motility_ascending,1,6,6,9,74,46
random,tiering_ascending,1,37,37,12,74,103
random,calcification_ascending,1,8,8,8,74,20
adbm,random,2,14,14,8,122,110
adbm,generality_descending,2,12,12,11,122,86
adbm,vulnerability_descending,2,4,4,6,122,78
adbm,size_descending,2,11,11,10,122,86
adbm,motility_descending,2,16,16,10,122,109
adbm,tiering_descending,2,0,0,3,122,95
adbm,calcification_descending,2,11,11,9,122,97
adbm,generality_ascending,2,9,9,8,122,85
adbm,vulnerability_ascending,2,14,14,10,122,111
adbm,size_ascending,2,10,10,8,122,90
adbm,motility_ascending,2,21,21,11,122,120
adbm,tiering_ascending,2,24,24,12,122,131
adbm,calcification_ascending,2,16,16,9,122,133
adbm,random,2,2,2,8,122,124
adbm,generality_descending,2,12,12,11,122,86
adbm,vulnerability_descending,2,4,4,6,122,78
adbm,size_descending,2,12,12,11,122,88
adbm,motility_descending,2,4,4,8,122,120
adbm,tiering_descending,2,0,0,3,122,95
adbm,calcification_descending,2,4,4,6,122,114
adbm,generality_ascending,2,9,9,8,122,85
adbm,vulnerability_ascending,2,14,14,10,122,111
adbm,size_ascending,2,4,4,6,122,83
adbm,motility_ascending,2,22,22,11,122,119
adbm,tiering_ascending,2,41,41,14,122,135
adbm,calcification_ascending,2,30,30,12,122,125
adbm,random,2,11,11,8,122,111
adbm,generality_descending,2,12,12,11,122,86
adbm,vulnerability_descending,2,4,4,6,122,78
adbm,size_descending,2,10,10,10,122,90
adbm,motility_descending,2,26,26,11,122,121
adbm,tiering_descending,2,0,0,3,122,95
adbm,calcification_descending,2,6,6,6,122,106
adbm,generality_ascending,2,9,9,8,122,85
adbm,vulnerability_ascending,2,14,14,10,122,111
adbm,size_ascending,2,10,10,8,122,87
adbm,motility_ascending,2,15,15,10,122,112
adbm,tiering_ascending,2,47,47,15,122,145
adbm,calcification_ascending,2,6,6,8,122,127
adbm,random,2,4,4,6,122,91
adbm,generality_descending,2,12,12,11,122,86
adbm,vulnerability_descending,2,4,4,6,122,78
adbm,size_descending,2,10,10,10,122,86
adbm,motility_descending,2,11,11,10,122,129
adbm,tiering_descending,2,0,0,3,122,95
adbm,calcification_descending,2,9,9,6,122,107
adbm,generality_ascending,2,9,9,8,122,85
adbm,vulnerability_ascending,2,14,14,10,122,111
adbm,size_ascending,2,9,9,8,122,84
adbm,motility_ascending,2,31,31,12,122,122
adbm,tiering_ascending,2,33,33,13,122,128
adbm,calcification_ascending,2,3,3,7,122,126
adbm,random,2,7,7,7,122,113
adbm,generality_descending,2,12,12,11,122,86
adbm,vulnerability_descending,2,4,4,6,122,78
adbm,size_descending,2,11,11,10,122,85
adbm,motility_descending,2,8,8,8,122,109
adbm,tiering_descending,2,0,0,3,122,95
adbm,calcification_descending,2,14,14,9,122,103
adbm,generality_ascending,2,9,9,8,122,85
adbm,vulnerability_ascending,2,14,14,10,122,111
adbm,size_ascending,2,7,7,7,122,85
adbm,motility_ascending,2,4,4,9,122,121
adbm,tiering_ascending,2,28,28,12,122,131
adbm,calcification_ascending,2,8,8,9,122,116
bodymassratio,random,2,14,14,12,65,67
bodymassratio,generality_descending,2,2,2,9,65,73
bodymassratio,vulnerability_descending,2,14,14,14,65,101
bodymassratio,size_descending,2,22,22,19,65,393
bodymassratio,motility_descending,2,21,21,17,65,249
bodymassratio,tiering_descending,2,20,20,16,65,327
bodymassratio,calcification_descending,2,3,3,9,65,69
bodymassratio,generality_ascending,2,23,23,19,65,367
bodymassratio,vulnerability_ascending,2,1,1,7,65,88
bodymassratio,size_ascending,2,2,2,8,65,87
bodymassratio,motility_ascending,2,12,12,11,65,71
bodymassratio,tiering_ascending,2,8,8,14,65,66
bodymassratio,calcification_ascending,2,6,6,10,65,68
bodymassratio,random,2,0,0,5,65,69
bodymassratio,generality_descending,2,2,2,9,65,73
bodymassratio,vulnerability_descending,2,14,14,14,65,101
bodymassratio,size_descending,2,22,22,19,65,393
bodymassratio,motility_descending,2,15,15,12,65,85
bodymassratio,tiering_descending,2,17,17,14,65,305
bodymassratio,calcification_descending,2,4,4,8,65,55
bodymassratio,generality_ascending,2,23,23,19,65,367
bodymassratio,vulnerability_ascending,2,1,1,7,65,88
bodymassratio,size_ascending,2,1,1,7,65,87
bodymassratio,motility_ascending,2,12,12,14,65,201
bodymassratio,tiering_ascending,2,7,7,13,65,76
bodymassratio,calcification_ascending,2,9,9,10,65,78
bodymassratio,random,2,4,4,10,65,70
bodymassratio,generality_descending,2,2,2,9,65,73
bodymassratio,vulnerability_descending,2,14,14,14,65,101
bodymassratio,size_descending,2,22,22,19,65,393
bodymassratio,motility_descending,2,8,8,12,65,83
bodymassratio,tiering_descending,2,18,18,15,65,325
bodymassratio,calcification_descending,2,6,6,12,65,63
bodymassratio,generality_ascending,2,23,23,19,65,367
bodymassratio,vulnerability_ascending,2,1,1,7,65,88
bodymassratio,size_ascending,2,1,1,8,65,89
bodymassratio,motility_ascending,2,18,18,16,65,308
bodymassratio,tiering_ascending,2,8,8,15,65,60
bodymassratio,calcification_ascending,2,8,8,12,65,70
bodymassratio,random,2,10,10,11,65,53
bodymassratio,generality_descending,2,2,2,9,65,73
bodymassratio,vulnerability_descending,2,14,14,14,65,101
bodymassratio,size_descending,2,22,22,19,65,393
bodymassratio,motility_descending,2,6,6,12,65,92
bodymassratio,tiering_descending,2,16,16,14,65,296
bodymassratio,calcification_descending,2,2,2,7,65,41
bodymassratio,generality_ascending,2,23,23,19,65,367
bodymassratio,vulnerability_ascending,2,1,1,7,65,88
bodymassratio,size_ascending,2,2,2,9,65,91
bodymassratio,motility_ascending,2,8,8,14,65,126
bodymassratio,tiering_ascending,2,8,8,15,65,59
bodymassratio,calcification_ascending,2,12,12,14,65,195
bodymassratio,random,2,1,1,10,65,69
bodymassratio,generality_descending,2,2,2,9,65,73
bodymassratio,vulnerability_descending,2,14,14,14,65,101
bodymassratio,size_descending,2,22,22,19,65,393
bodymassratio,motility_descending,2,3,3,9,65,71
bodymassratio,tiering_descending,2,17,17,14,65,305
bodymassratio,calcification_descending,2,3,3,8,65,71
bodymassratio,generality_ascending,2,23,23,19,65,367
bodymassratio,vulnerability_ascending,2,1,1,7,65,88
bodymassratio,size_ascending,2,2,2,7,65,87
bodymassratio,motility_ascending,2,4,4,9,65,119
bodymassratio,tiering_ascending,2,8,8,13,65,69
bodymassratio,calcification_ascending,2,7,7,11,65,70
lmatrix,random,2,6,6,9,84,72
lmatrix,generality_descending,2,5,5,10,84,61
lmatrix,vulnerability_descending,2,2,2,6,84,44
lmatrix,size_descending,2,4,4,10,84,63
lmatrix,motility_descending,2,6,6,9,84,107
lmatrix,tiering_descending,2,0,0,3,84,63
lmatrix,calcification_descending,2,2,2,7,84,76
lmatrix,generality_ascending,2,5,5,8,84,62
lmatrix,vulnerability_ascending,2,6,6,11,84,73
lmatrix,size_ascending,2,1,1,5,84,44
lmatrix,motility_ascending,2,8,8,10,84,94
lmatrix,tiering_ascending,2,18,18,13,84,92
lmatrix,calcification_ascending,2,0,0,6,84,59
lmatrix,random,2,5,5,8,84,101
lmatrix,generality_descending,2,5,5,10,84,61
lmatrix,vulnerability_descending,2,2,2,6,84,44
lmatrix,size_descending,2,6,6,11,84,62
lmatrix,motility_descending,2,1,1,10,84,77
lmatrix,tiering_descending,2,0,0,3,84,63
lmatrix,calcification_descending,2,7,7,7,84,79
lmatrix,generality_ascending,2,5,5,8,84,62
lmatrix,vulnerability_ascending,2,6,6,11,84,73
lmatrix,size_ascending,2,2,2,6,84,44
lmatrix,motility_ascending,2,10,10,10,84,87
