model,extinction_mechanism,n_rep,β_int_shared,β_int_all,β_spp,links_left,links_right
lmatrix,tiering_ascending,2,11,11,12,84,98
lmatrix,calcification_ascending,2,8,8,9,84,74
lmatrix,random,2,7,7,7,84,80
lmatrix,generality_descending,2,5,5,10,84,61
lmatrix,vulnerability_descending,2,2,2,6,84,44
lmatrix,size_descending,2,5,5,10,84,64
lmatrix,motility_descending,2,10,10,11,84,89
lmatrix,tiering_descending,2,0,0,3,84,63
lmatrix,calcification_descending,2,10,10,8,84,90
lmatrix,generality_ascending,2,5,5,8,84,62
lmatrix,vulnerability_ascending,2,6,6,11,84,73
lmatrix,size_ascending,2,3,3,8,84,43
lmatrix,motility_ascending,2,8,8,9,84,102
lmatrix,tiering_ascending,2,26,26,15,84,101
lmatrix,calcification_ascending,2,4,4,7,84,82
lmatrix,random,2,4,4,6,84,83
lmatrix,generality_descending,2,5,5,10,84,61
lmatrix,vulnerability_descending,2,2,2,6,84,44
lmatrix,size_descending,2,5,5,10,84,64
lmatrix,motility_descending,2,7,7,9,84,88
lmatrix,tiering_descending,2,0,0,3,84,63
lmatrix,calcification_descending,2,4,4,6,84,51
lmatrix,generality_ascending,2,5,5,8,84,62
lmatrix,vulnerability_ascending,2,6,6,11,84,73
lmatrix,size_ascending,2,2,2,7,84,44
lmatrix,motility_ascending,2,0,0,11,84,78
lmatrix,tiering_ascending,2,26,26,15,84,102
lmatrix,calcification_ascending,2,5,5,9,84,68
lmatrix,random,2,8,8,9,84,63
lmatrix,generality_descending,2,5,5,10,84,61
lmatrix,vulnerability_descending,2,2,2,6,84,44
lmatrix,size_descending,2,5,5,10,84,62
lmatrix,motility_descending,2,2,2,10,84,79
lmatrix,tiering_descending,2,0,0,3,84,63
lmatrix,calcification_descending,2,3,3,7,84,78
lmatrix,generality_ascending,2,5,5,8,84,62
lmatrix,vulnerability_ascending,2,6,6,11,84,73
lmatrix,size_ascending,2,3,3,8,84,42
lmatrix,motility_ascending,2,3,3,9,84,83
lmatrix,tiering_ascending,2,20,20,13,84,105
lmatrix,calcification_ascending,2,11,11,11,84,94
niche,random,2,8,8,9,42,48
niche,generality_descending,2,3,3,9,42,25
niche,vulnerability_descending,2,1,1,4,42,50
niche,generality_ascending,2,2,2,6,42,65
niche,vulnerability_ascending,2,2,2,9,42,61
niche,random,2,3,3,7,42,53
niche,generality_descending,2,3,3,9,42,25
niche,vulnerability_descending,2,1,1,4,42,50
niche,generality_ascending,2,2,2,6,42,65
niche,vulnerability_ascending,2,2,2,9,42,61
niche,random,2,7,7,13,42,49
niche,generality_descending,2,3,3,9,42,25
niche,vulnerability_descending,2,1,1,4,42,50
niche,generality_ascending,2,2,2,6,42,65
niche,vulnerability_ascending,2,2,2,9,42,61
niche,random,2,9,9,9,42,57
niche,generality_descending,2,3,3,9,42,25
niche,vulnerability_descending,2,1,1,4,42,50
niche,generality_ascending,2,2,2,6,42,65
niche,vulnerability_ascending,2,2,2,9,42,61
niche,random,2,3,3,14,42,64
niche,generality_descending,2,3,3,9,42,25
niche,vulnerability_descending,2,1,1,4,42,50
niche,generality_ascending,2,2,2,6,42,65
niche,vulnerability_ascending,2,2,2,9,42,61
pfim_metaweb,random,2,25,25,9,82,69
pfim_metaweb,generality_descending,2,7,7,8,82,19
pfim_metaweb,vulnerability_descending,2,11,11,7,82,46
pfim_metaweb,size_descending,2,19,19,12,82,49
pfim_metaweb,motility_descending,2,17,17,9,82,56
pfim_metaweb,tiering_descending,2,2,2,3,82,76
pfim_metaweb,calcification_descending,2,12,12,7,82,72
pfim_metaweb,generality_ascending,2,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,2,31,31,13,82,67
pfim_metaweb,size_ascending,2,21,21,7,82,77
pfim_metaweb,motility_ascending,2,14,14,10,82,35
pfim_metaweb,tiering_ascending,2,62,62,15,82,102
pfim_metaweb,calcification_ascending,2,18,18,10,82,47
pfim_metaweb,random,2,11,11,8,82,57
pfim_metaweb,generality_descending,2,7,7,8,82,19
pfim_metaweb,vulnerability_descending,2,11,11,7,82,46
pfim_metaweb,size_descending,2,17,17,11,82,55
pfim_metaweb,motility_descending,2,23,23,10,82,62
pfim_metaweb,tiering_descending,2,2,2,3,82,76
pfim_metaweb,calcification_descending,2,14,14,10,82,40
pfim_metaweb,generality_ascending,2,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,2,31,31,13,82,67
pfim_metaweb,size_ascending,2,16,16,6,82,75
pfim_metaweb,motility_ascending,2,14,14,9,82,51
pfim_metaweb,tiering_ascending,2,47,47,12,82,88
pfim_metaweb,calcification_ascending,2,27,27,10,82,49
pfim_metaweb,random,2,18,18,9,82,56
pfim_metaweb,generality_descending,2,7,7,8,82,19
pfim_metaweb,vulnerability_descending,2,11,11,7,82,46
pfim_metaweb,size_descending,2,19,19,12,82,49
pfim_metaweb,motility_descending,2,14,14,9,82,61
pfim_metaweb,tiering_descending,2,2,2,3,82,76
pfim_metaweb,calcification_descending,2,6,6,6,82,40
pfim_metaweb,generality_ascending,2,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,2,31,31,13,82,67
pfim_metaweb,size_ascending,2,27,27,8,82,84
pfim_metaweb,motility_ascending,2,18,18,9,82,65
pfim_metaweb,tiering_ascending,2,65,65,15,82,88
pfim_metaweb,calcification_ascending,2,14,14,9,82,62
pfim_metaweb,random,2,17,17,8,82,74
pfim_metaweb,generality_descending,2,7,7,8,82,19
pfim_metaweb,vulnerability_descending,2,11,11,7,82,46
pfim_metaweb,size_descending,2,19,19,12,82,57
pfim_metaweb,motility_descending,2,32,32,11,82,59
pfim_metaweb,tiering_descending,2,2,2,3,82,76
pfim_metaweb,calcification_descending,2,7,7,8,82,37
pfim_metaweb,generality_ascending,2,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,2,31,31,13,82,67
pfim_metaweb,size_ascending,2,21,21,7,82,84
pfim_metaweb,motility_ascending,2,13,13,9,82,49
pfim_metaweb,tiering_ascending,2,59,59,14,82,92
pfim_metaweb,calcification_ascending,2,27,27,11,82,57
pfim_metaweb,random,2,6,6,7,82,53
pfim_metaweb,generality_descending,2,7,7,8,82,19
pfim_metaweb,vulnerability_descending,2,11,11,7,82,46
pfim_metaweb,size_descending,2,17,17,11,82,55
pfim_metaweb,motility_descending,2,14,14,9,82,45
pfim_metaweb,tiering_descending,2,2,2,3,82,76
pfim_metaweb,calcification_descending,2,10,10,7,82,52
pfim_metaweb,generality_ascending,2,35,35,10,82,91
pfim_metaweb,vulnerability_ascending,2,31,31,13,82,67
pfim_metaweb,size_ascending,2,27,27,8,82,82
pfim_metaweb,motility_ascending,2,8,8,9,82,48
pfim_metaweb,tiering_ascending,2,53,53,13,82,102
pfim_metaweb,calcification_ascending,2,22,22,9,82,50
pfim_downsample,random,2,4,4,6,75,39
pfim_downsample,generality_descending,2,6,6,7,75,19
pfim_downsample,vulnerability_descending,2,4,4,6,75,54
pfim_downsample,size_descending,2,10,10,11,75,32
pfim_downsample,motility_descending,2,22,22,12,75,38
pfim_downsample,tiering_descending,2,2,2,3,75,71
pfim_downsample,calcification_descending,2,19,19,11,75,55
pfim_downsample,generality_ascending,2,19,19,10,75,71
pfim_downsample,vulnerability_ascending,2,9,9,10,75,49
pfim_downsample,size_ascending,2,16,16,8,75,58
pfim_downsample,motility_ascending,2,9,9,10,75,20
pfim_downsample,tiering_ascending,2,40,40,15,75,65
pfim_downsample,calcification_ascending,2,15,15,10,75,40
pfim_downsample,random,2,11,11,7,75,39
pfim_downsample,generality_descending,2,6,6,7,75,19
pfim_downsample,vulnerability_descending,2,4,4,6,75,54
pfim_downsample,size_descending,2,10,10,11,75,40
pfim_downsample,motility_descending,2,17,17,11,75,28
pfim_downsample,tiering_descending,2,2,2,3,75,71
pfim_downsample,calcification_descending,2,14,14,10,75,44
pfim_downsample,generality_ascending,2,19,19,10,75,71
pfim_downsample,vulnerability_ascending,2,9,9,10,75,49
pfim_downsample,size_ascending,2,15,15,8,75,59
pfim_downsample,motility_ascending,2,15,15,10,75,32
pfim_downsample,tiering_ascending,2,32,32,13,75,61
pfim_downsample,calcification_ascending,2,16,16,10,75,49
pfim_downsample,random,2,11,11,11,75,37
pfim_downsample,generality_descending,2,6,6,7,75,19
pfim_downsample,vulnerability_descending,2,4,4,6,75,54
pfim_downsample,size_descending,2,10,10,11,75,39
pfim_downsample,motility_descending,2,7,7,9,75,35
pfim_downsample,tiering_descending,2,2,2,3,75,71
pfim_downsample,calcification_descending,2,6,6,7,75,59
pfim_downsample,generality_ascending,2,19,19,10,75,71
pfim_downsample,vulnerability_ascending,2,9,9,10,75,49
pfim_downsample,size_ascending,2,16,16,8,75,58
pfim_downsample,motility_ascending,2,21,21,10,75,43
pfim_downsample,tiering_ascending,2,28,28,12,75,59
pfim_downsample,calcification_ascending,2,12,12,8,75,40
pfim_downsample,random,2,18,18,11,75,80
pfim_downsample,generality_descending,2,6,6,7,75,19
pfim_downsample,vulnerability_descending,2,4,4,6,75,54
pfim_downsample,size_descending,2,11,11,12,75,33
pfim_downsample,motility_descending,2,16,16,11,75,29
pfim_downsample,tiering_descending,2,2,2,3,75,71
pfim_downsample,calcification_descending,2,7,7,8,75,36
pfim_downsample,generality_ascending,2,19,19,10,75,71
pfim_downsample,vulnerability_ascending,2,9,9,10,75,49
pfim_downsample,size_ascending,2,11,11,7,75,56
pfim_downsample,motility_ascending,2,34,34,12,75,50
pfim_downsample,tiering_ascending,2,36,36,13,75,68
pfim_downsample,calcification_ascending,2,14,14,9,75,54
pfim_downsample,random,2,13,13,9,75,44
pfim_downsample,generality_descending,2,6,6,7,75,19
pfim_downsample,vulnerability_descending,2,4,4,6,75,54
pfim_downsample,size_descending,2,11,11,12,75,40
pfim_downsample,motility_descending,2,19,19,10,75,46
pfim_downsample,tiering_descending,2,2,2,3,75,71
pfim_downsample,calcification_descending,2,9,9,8,75,51
pfim_downsample,generality_ascending,2,19,19,10,75,71
pfim_downsample,vulnerability_ascending,2,9,9,10,75,49
pfim_downsample,size_ascending,2,15,15,8,75,53
pfim_downsample,motility_ascending,2,13,13,9,75,28
pfim_downsample,tiering_ascending,2,34,34,14,75,60
pfim_downsample,calcification_ascending,2,17,17,10,75,66
random,random,2,8,8,8,81,48
random,generality_descending,2,9,9,6,81,46
random,vulnerability_descending,2,0,0,8,81,59
random,size_descending,2,8,8,11,81,54
random,motility_descending,2,12,12,9,81,45
random,tiering_descending,2,0,0,6,81,53
random,calcification_descending,2,17,17,8,81,79
random,generality_ascending,2,22,22,11,81,93
random,vulnerability_ascending,2,43,43,9,81,164
random,size_ascending,2,17,17,6,81,91
random,motility_ascending,2,9,9,9,81,33
random,tiering_ascending,2,64,64,15,81,131
random,calcification_ascending,2,18,18,9,81,76
random,random,2,19,19,7,81,108
random,generality_descending,2,9,9,6,81,46
random,vulnerability_descending,2,0,0,8,81,59
random,size_descending,2,7,7,10,81,51
random,motility_descending,2,19,19,10,81,43
random,tiering_descending,2,0,0,4,81,46
random,calcification_descending,2,15,15,8,81,83
random,generality_ascending,2,22,22,11,81,93
random,vulnerability_ascending,2,43,43,9,81,164
random,size_ascending,2,19,19,6,81,83
random,motility_ascending,2,7,7,9,81,37
random,tiering_ascending,2,58,58,13,81,130
random,calcification_ascending,2,17,17,10,81,70
random,random,2,22,22,9,81,91
random,generality_descending,2,9,9,6,81,46
random,vulnerability_descending,2,0,0,8,81,59
random,size_descending,2,8,8,11,81,52
random,motility_descending,2,3,3,8,81,29
random,tiering_descending,2,0,0,4,81,42
random,calcification_descending,2,12,12,8,81,85
random,generality_ascending,2,22,22,11,81,93
random,vulnerability_ascending,2,43,43,9,81,164
random,size_ascending,2,29,29,7,81,103
random,motility_ascending,2,9,9,9,81,26
random,tiering_ascending,2,56,56,13,81,114
random,calcification_ascending,2,27,27,10,81,81
random,random,2,14,14,7,81,78
random,generality_descending,2,9,9,6,81,46
random,vulnerability_descending,2,0,0,8,81,59
random,size_descending,2,8,8,11,81,41
random,motility_descending,2,6,6,8,81,53
random,tiering_descending,2,0,0,5,81,46
random,calcification_descending,2,11,11,10,81,79
random,generality_ascending,2,22,22,11,81,93
random,vulnerability_ascending,2,43,43,9,81,164
random,size_ascending,2,17,17,6,81,84
random,motility_ascending,2,32,32,11,81,74
random,tiering_ascending,2,65,65,16,81,115
random,calcification_ascending,2,17,17,10,81,64
random,random,2,14,14,9,81,68
random,generality_descending,2,9,9,6,81,46
random,vulnerability_descending,2,0,0,8,81,59
random,size_descending,2,8,8,10,81,50
random,motility_descending,2,26,26,9,81,64
random,tiering_descending,2,0,0,5,81,50
random,calcification_descending,2,23,23,9,81,92
random,generality_ascending,2,22,22,11,81,93
random,vulnerability_ascending,2,43,43,9,81,164
random,size_ascending,2,19,19,6,81,90
random,motility_ascending,2,22,22,11,81,67
random,tiering_ascending,2,60,60,13,81,131
random,calcification_ascending,2,7,7,6,81,83
adbm,random,3,35,35,14,118,165
adbm,generality_descending,3,9,9,11,118,80
adbm,vulnerability_descending,3,47,47,19,118,553
adbm,size_descending,3,9,9,11,118,91
adbm,motility_descending,3,15,15,12,118,163
adbm,tiering_descending,3,0,0,4,118,109
adbm,calcification_descending,3,23,23,11,118,169
adbm,generality_ascending,3,10,10,11,118,172
adbm,vulnerability_ascending,3,8,8,11,118,91
adbm,size_ascending,3,47,47,19,118,517
adbm,motility_ascending,3,15,15,12,118,241
adbm,tiering_ascending,3,24,24,13,118,116
adbm,calcification_ascending,3,5,5,9,118,110
adbm,random,3,7,7,10,118,125
adbm,generality_descending,3,9,9,11,118,80
adbm,vulnerability_descending,3,47,47,19,118,553
adbm,size_descending,3,10,10,11,118,91
adbm,motility_descending,3,47,47,18,118,522
adbm,tiering_descending,3,5,5,8,118,278
adbm,calcification_descending,3,3,3,7,118,107
adbm,generality_ascending,3,10,10,11,118,172
adbm,vulnerability_ascending,3,8,8,11,118,91
adbm,size_ascending,3,47,47,19,118,553
adbm,motility_ascending,3,16,16,11,118,107
adbm,tiering_ascending,3,19,19,13,118,104
adbm,calcification_ascending,3,2,2,9,118,96
adbm,random,3,10,10,9,118,117
adbm,generality_descending,3,9,9,11,118,80
adbm,vulnerability_descending,3,47,47,19,118,553
adbm,size_descending,3,8,8,11,118,90
adbm,motility_descending,3,6,6,9,118,112
adbm,tiering_descending,3,0,0,6,118,154
adbm,calcification_descending,3,27,27,12,118,316
adbm,generality_ascending,3,10,10,11,118,172
adbm,vulnerability_ascending,3,8,8,11,118,91
adbm,size_ascending,3,57,57,19,118,599
adbm,motility_ascending,3,12,12,12,118,110
adbm,tiering_ascending,3,26,26,13,118,123
adbm,calcification_ascending,3,27,27,15,118,277
adbm,random,3,9,9,7,118,117
adbm,generality_descending,3,9,9,11,118,80
adbm,vulnerability_descending,3,47,47,19,118,553
adbm,size_descending,3,10,10,12,118,90
adbm,motility_descending,3,7,7,9,118,103
adbm,tiering_descending,3,3,3,8,118,253
adbm,calcification_descending,3,46,46,16,118,438
adbm,generality_ascending,3,10,10,11,118,172
adbm,vulnerability_ascending,3,8,8,11,118,91
adbm,size_ascending,3,42,42,18,118,517
adbm,motility_ascending,3,13,13,11,118,118
adbm,tiering_ascending,3,21,21,13,118,121
adbm,calcification_ascending,3,10,10,9,118,107
adbm,random,3,13,13,10,118,118
adbm,generality_descending,3,9,9,11,118,80
adbm,vulnerability_descending,3,47,47,19,118,553
adbm,size_descending,3,8,8,11,118,91
adbm,motility_descending,3,9,9,9,118,107
adbm,tiering_descending,3,0,0,3,118,109
adbm,calcification_descending,3,8,8,8,118,120
adbm,generality_ascending,3,10,10,11,118,172
adbm,vulnerability_ascending,3,8,8,11,118,91
adbm,size_ascending,3,47,47,19,118,517
adbm,motility_ascending,3,9,9,11,118,112
adbm,tiering_ascending,3,46,46,17,118,226
adbm,calcification_ascending,3,4,4,9,118,106
bodymassratio,random,3,6,6,8,61,50
bodymassratio,generality_descending,3,3,3,9,61,47
bodymassratio,vulnerability_descending,3,10,10,12,61,53
bodymassratio,size_descending,3,20,20,18,61,304
bodymassratio,motility_descending,3,7,7,11,61,72
bodymassratio,tiering_descending,3,9,9,11,61,222
bodymassratio,calcification_descending,3,3,3,8,61,60
bodymassratio,generality_ascending,3,19,19,17,61,253
bodymassratio,vulnerability_ascending,3,2,2,8,61,86
bodymassratio,size_ascending,3,2,2,7,61,85
bodymassratio,motility_ascending,3,9,9,11,61,57
bodymassratio,tiering_ascending,3,9,9,14,61,60
bodymassratio,calcification_ascending,3,1,1,8,61,65
bodymassratio,random,3,8,8,11,61,105
bodymassratio,generality_descending,3,3,3,9,61,47
bodymassratio,vulnerability_descending,3,10,10,12,61,53
bodymassratio,size_descending,3,19,19,18,61,351
bodymassratio,motility_descending,3,6,6,11,61,64
bodymassratio,tiering_descending,3,6,6,10,61,227
bodymassratio,calcification_descending,3,0,0,6,61,63
bodymassratio,generality_ascending,3,19,19,17,61,253
bodymassratio,vulnerability_ascending,3,2,2,8,61,86
bodymassratio,size_ascending,3,2,2,9,61,84
bodymassratio,motility_ascending,3,6,6,10,61,66
bodymassratio,tiering_ascending,3,10,10,15,61,59
bodymassratio,calcification_ascending,3,9,9,12,61,62
bodymassratio,random,3,4,4,11,61,68
bodymassratio,generality_descending,3,3,3,9,61,47
bodymassratio,vulnerability_descending,3,10,10,12,61,53
bodymassratio,size_descending,3,20,20,18,61,304
bodymassratio,motility_descending,3,8,8,12,61,59
bodymassratio,tiering_descending,3,8,8,11,61,220
bodymassratio,calcification_descending,3,9,9,11,61,66
bodymassratio,generality_ascending,3,19,19,17,61,253
bodymassratio,vulnerability_ascending,3,2,2,8,61,86
bodymassratio,size_ascending,3,2,2,8,61,86
bodymassratio,motility_ascending,3,7,7,13,61,69
bodymassratio,tiering_ascending,3,8,8,15,61,57
bodymassratio,calcification_ascending,3,5,5,10,61,69
bodymassratio,random,3,7,7,10,61,66
bodymassratio,generality_descending,3,3,3,9,61,47
bodymassratio,vulnerability_descending,3,10,10,12,61,53
bodymassratio,size_descending,3,19,19,18,61,351
bodymassratio,motility_descending,3,5,5,10,61,62
bodymassratio,tiering_descending,3,1,1,4,61,100
bodymassratio,calcification_descending,3,1,1,6,61,46
bodymassratio,generality_ascending,3,19,19,17,61,253
bodymassratio,vulnerability_ascending,3,2,2,8,61,86
bodymassratio,size_ascending,3,2,2,7,61,87
bodymassratio,motility_ascending,3,4,4,11,61,72
bodymassratio,tiering_ascending,3,7,7,14,61,67
bodymassratio,calcification_ascending,3,9,9,12,61,71
bodymassratio,random,3,3,3,8,61,65
bodymassratio,generality_descending,3,3,3,9,61,47
bodymassratio,vulnerability_descending,3,10,10,12,61,53
bodymassratio,size_descending,3,20,20,18,61,304
bodymassratio,motility_descending,3,8,8,11,61,72
bodymassratio,tiering_descending,3,9,9,10,61,179
bodymassratio,calcification_descending,3,2,2,7,61,111
bodymassratio,generality_ascending,3,19,19,17,61,253
bodymassratio,vulnerability_ascending,3,2,2,8,61,86
bodymassratio,size_ascending,3,2,2,8,61,87
bodymassratio,motility_ascending,3,7,7,12,61,63
bodymassratio,tiering_ascending,3,6,6,13,61,62
bodymassratio,calcification_ascending,3,5,5,8,61,66
lmatrix,random,3,9,9,7,94,61
lmatrix,generality_descending,3,6,6,11,94,49
lmatrix,vulnerability_descending,3,28,28,16,94,226
lmatrix,size_descending,3,6,6,11,94,55
lmatrix,motility_descending,3,12,12,10,94,95
lmatrix,tiering_descending,3,2,2,3,94,54
lmatrix,calcification_descending,3,13,13,10,94,66
lmatrix,generality_ascending,3,3,3,8,94,52
lmatrix,vulnerability_ascending,3,7,7,9,94,80
lmatrix,size_ascending,3,30,30,18,94,304
lmatrix,motility_ascending,3,18,18,14,94,210
lmatrix,tiering_ascending,3,26,26,15,94,70
lmatrix,calcification_ascending,3,22,22,16,94,215
lmatrix,random,3,6,6,8,94,49
lmatrix,generality_descending,3,6,6,11,94,49
lmatrix,vulnerability_descending,3,28,28,16,94,226
lmatrix,size_descending,3,6,6,12,94,52
lmatrix,motility_descending,3,4,4,9,94,80
lmatrix,tiering_descending,3,0,0,6,94,117
lmatrix,calcification_descending,3,10,10,8,94,74
lmatrix,generality_ascending,3,3,3,8,94,52
lmatrix,vulnerability_ascending,3,7,7,9,94,80
lmatrix,size_ascending,3,29,29,18,94,393
lmatrix,motility_ascending,3,5,5,8,94,92
lmatrix,tiering_ascending,3,27,27,15,94,92
lmatrix,calcification_ascending,3,5,5,8,94,78
