model,time,n_rep,param_set,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,S1,S2,S4,S5
ADBM,G1,21,baseline,47,0.3060208239022182,1,0.7783810467707082,4.24365645632143,2.0,0.8308552983371301,0.9223240355271394,13.404255319148936,0.0,1.797193300135808,2.0828429153463106,1.7374377546401087
BMR,G2,21,strict_threshold,20,0.1275,8,0.9240097280538913,24.92863247863248,1.0,0.516429126674944,0.6294472886528434,1.6,0.2825,0.01,0.15,0.13
BMR,G2,21,narrow_niche,20,0.15,7,0.9088288088371901,101.2143927298115,1.0,0.4714045207910317,0.5823927253578187,2.05,0.41,0.0025,0.22,0.195
BMR,G2,21,wide_niche,20,0.1025,6,0.9382164140323954,7.264660493827161,1.0,0.62258645100569,0.5361183637061316,1.1,0.19,0.0125,0.07,0.08
BMR,G2,21,relaxed_threshold,20,0.1075,9,0.9444376858534143,13.698656429942416,1.0,0.6087798034188519,0.608779803418852,1.2,0.185,0.0175,0.085,0.085
BMR,G2,21,baseline,20,0.1225,8,0.9207199052440389,16.58929428708593,1.0,0.5691992727471085,0.6416155982023435,1.5,0.27,0.0075,0.14,0.1275
BMR,G2,21,shifted_optimum_low,20,0.1275,7,0.9292586084428278,13.33548387096774,2.0,0.603181297466917,0.6907564101322351,1.6,0.26,0.0225,0.15,0.1325
BMR,G2,21,shifted_optimum_high,20,0.1225,7,0.9293993272031195,15.779462300384068,2.0,0.486112176699086,0.5209396834945568,1.5,0.2675,0.0,0.1275,0.1225
ADBM,G2,21,biomass_driven,20,0.2725,2,0.8145571471026037,3.856652322036938,3.0,0.8636583061733547,0.7494144716002392,4.5,0.3125,0.37,0.6325,0.7625
ADBM,G2,21,high_attack,20,0.31,1,0.8007370692439946,3.6030259283200468,2.0,0.9177822907452194,0.8496092084007141,5.25,0.0,0.7725,0.6925,0.8025
ADBM,G2,21,low_attack,20,0.31,1,0.8007370692439946,3.6030259283200468,2.0,0.9177822907452194,0.8496092084007141,5.25,0.0,0.7725,0.6925,0.8025
ADBM,G2,21,power_handling,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
ADBM,G2,21,high_handling,20,0.31,1,0.8007370692439946,3.6030259283200468,2.0,0.9177822907452194,0.8496092084007141,5.25,0.0,0.7725,0.6925,0.8025
