time,n_rep,param_set,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,S1,S2,S4,S5
G4,1,shifted_optimum_high,44,0.11621900826446281,7,0.8927012161508776,5.369211103289022e16,1.0,0.46433427225858886,0.484945335248964,4.136363636363637,0.6162190082644629,0.0005165289256198347,0.3068181818181818,0.30113636363636365
G1,2,strict_threshold,47,0.1516523313716614,8,0.8753316697486243,34.70489370983649,1.0,0.5677264196363855,0.562425643987859,6.148936170212766,0.8628338614757809,0.0362154821186057,0.5957446808510638,0.5989135355364418
G1,2,narrow_niche,47,0.16206428248076052,6,0.86656389603634,13.825048107029033,6.0,0.5297947669790133,0.5566940783253371,6.638297872340425,0.9981892258940697,0.016296966953372568,0.7071072883657764,0.6894522408329561
G1,2,wide_niche,47,0.1104572204617474,9,0.8904427489617387,41.00452636106673,3.0,0.7203241760927875,0.7627461705369778,4.212765957446808,0.3942960615663196,0.045722046174739704,0.3490267089180625,0.3313716613852422
G1,2,relaxed_threshold,47,0.11770031688546853,9,0.8883373350498052,25.705232829024574,1.0,0.7160190663095186,0.9169946634307548,4.553191489361702,0.4431869624264373,0.05432322317790855,0.48030783159800816,0.3757356269805342
G1,2,baseline,47,0.12856496152105024,8,0.8808933789975116,138.95777662146054,2.0,0.636250123030177,0.6619335567624735,5.0638297872340425,0.6831145314622001,0.03485740153915799,0.4558623811679493,0.4431869624264373
G1,2,shifted_optimum_low,47,0.15029425079221367,8,0.8700470802249142,315.76449529550445,2.0,0.5891933553700184,0.6016325527492011,6.085106382978723,0.8474422815753735,0.1706654594839294,0.473064735174287,0.4653689452240833
G1,2,shifted_optimum_high,47,0.10638297872340426,7,0.9024855433960286,15.095068427782579,2.0,0.6554122499551747,0.7655631629863986,4.0212765957446805,0.48166591217745586,0.0018107741059302852,0.36351290176550477,0.32277048438207334
G2,2,strict_threshold,20,0.165,3,0.8961446474216419,4.507407407407407,4.0,0.7558193354986268,0.8172657166768402,2.35,0.3475,0.03,0.3325,0.3075
G2,2,narrow_niche,20,0.1375,3,0.9019336136981394,4.328571428571428,4.0,0.957559606590623,0.8975341988490039,1.8,0.2275,0.0025,0.2625,0.2825
G2,2,wide_niche,20,0.135,5,0.8816384858039544,6.0,3.0,0.8246789071986387,0.8673478271529318,1.75,0.2375,0.0025,0.2425,0.23
G2,2,relaxed_threshold,20,0.1075,3,0.8884339781863582,3.0,3.0,1.0592855644412766,1.2098200567659678,1.2,0.0425,0.0375,0.185,0.1475
G2,2,baseline,20,0.1475,3,0.875233393974868,4.79861111111111,2.0,0.9742756391605526,0.8191526429673424,2.0,0.24,0.045,0.2375,0.295
G2,2,shifted_optimum_low,20,0.17,4,0.8742945591855316,4.976984126984126,3.0,0.8395175136948608,0.7716993855918373,2.45,0.3675,0.1,0.2675,0.2975
G2,2,shifted_optimum_high,20,0.105,3,0.9170378170994987,4.25625,3.0,1.102244127767418,0.8995364203698405,1.15,0.1475,0.0025,0.14,0.1825
G3,2,strict_threshold,28,0.15433673469387754,8,0.8807010751420179,9.68632084691558,6.0,0.7071040980512018,0.7182355846663321,3.357142857142857,0.4770408163265306,0.039540816326530615,0.3826530612244898,0.37755102040816324
G3,2,narrow_niche,28,0.16326530612244897,7,0.8822039486468566,62.23364226221175,1.0,0.7030028186024313,0.7587739104780964,3.607142857142857,0.5114795918367347,0.008928571428571428,0.4897959183673469,0.4604591836734694
G3,2,wide_niche,28,0.11224489795918367,5,0.8955599836756799,6.234548611111111,3.0,0.8247955660297109,0.8690685090727265,2.1785714285714284,0.2385204081632653,0.015306122448979591,0.23341836734693877,0.22066326530612246
G3,2,relaxed_threshold,28,0.11224489795918367,9,0.9032270123837702,13.802864571513792,1.0,0.669187154547551,1.0125475422184014,2.1785714285714284,0.22831632653061223,0.011479591836734694,0.28316326530612246,0.18494897959183673
G3,2,baseline,28,0.1326530612244898,8,0.8844296158560443,16.416030227510245,3.0,0.7322297595535197,0.7060987881136027,2.75,0.3826530612244898,0.01913265306122449,0.27933673469387754,0.288265306122449
G3,2,shifted_optimum_low,28,0.15816326530612246,9,0.880406453046041,161.8344115070224,3.0,0.7045541147128668,0.6855348213547852,3.4642857142857144,0.514030612244898,0.10204081632653061,0.3278061224489796,0.336734693877551
G3,2,shifted_optimum_high,28,0.11096938775510204,8,0.8992905736352989,7.766256590509667,7.0,0.750136387045133,0.920104126800522,2.142857142857143,0.2512755102040816,0.0,0.2576530612244898,0.21045918367346939
G4,2,strict_threshold,44,0.14979338842975207,10,0.875424776291945,56.917078127451106,3.0,0.5536813719937583,0.5207971869398955,5.613636363636363,0.8254132231404959,0.04700413223140496,0.5025826446280992,0.5196280991735537
G4,2,narrow_niche,44,0.16322314049586778,6,0.8714873503021466,59.18328778843588,1.0,0.5465617125813618,0.5125028384527505,6.204545454545454,0.943698347107438,0.013946280991735538,0.6410123966942148,0.6616735537190083
G4,2,wide_niche,44,0.0981404958677686,10,0.8964388017453229,14.256910234285584,1.0,0.7520994258411428,0.7387141806725139,3.340909090909091,0.33419421487603307,0.033574380165289255,0.2422520661157025,0.24638429752066116
G4,2,relaxed_threshold,44,0.10640495867768596,9,0.8924866494363787,-7.347243866979874e16,1.0,0.6412281092288464,0.8857958971631185,3.7045454545454546,0.3522727272727273,0.035640495867768594,0.3512396694214876,0.2603305785123967
