model,extinction_mechanism,n_rep,tss
adbm,random,1,-0.07593984962406015
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.0038940326021665735
adbm,motility_descending,1,-0.0026433646496279084
adbm,tiering_descending,1,-0.08345864661654136
adbm,calcification_descending,1,-0.013048456073004007
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.11783579828692611
adbm,motility_ascending,1,-0.06291497975708502
adbm,tiering_ascending,1,0.2246897732135216
adbm,calcification_ascending,1,0.08554443961142526
adbm,random,1,0.076099339257234
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.0027133950578926654
adbm,motility_descending,1,0.0032658569500674762
adbm,tiering_descending,1,-0.046365914786967416
adbm,calcification_descending,1,0.043880362062180246
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.2483957145611281
adbm,motility_ascending,1,-0.018893387314439947
adbm,tiering_ascending,1,0.21754385964912282
adbm,calcification_ascending,1,-0.004411219988551032
adbm,random,1,0.0914476273327948
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.007432703897147449
adbm,motility_descending,1,-0.08342780026990554
adbm,tiering_descending,1,-0.08195488721804511
adbm,calcification_descending,1,0.01978407557354926
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.19025585942879175
adbm,motility_ascending,1,0.0673274094326726
adbm,tiering_ascending,1,0.02812374447569305
adbm,calcification_ascending,1,-0.09117082533589252
adbm,random,1,-0.041206752254172786
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.012521762421320477
adbm,motility_descending,1,0.015203297499948218
adbm,tiering_descending,1,-0.07061226417321904
adbm,calcification_descending,1,0.09769257855382257
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.31502707818497294
adbm,motility_ascending,1,0.006342780026990553
adbm,tiering_ascending,1,0.10531552762503273
adbm,calcification_ascending,1,-0.0773310435397515
adbm,random,1,0.022826296510507035
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.005074670146440481
adbm,motility_descending,1,0.08723254417034321
adbm,tiering_descending,1,-0.06666666666666667
adbm,calcification_descending,1,-0.0551344608145025
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.107834074758796
adbm,motility_ascending,1,-0.04844804318488529
adbm,tiering_ascending,1,0.10531552762503273
adbm,calcification_ascending,1,-0.01940620782726046
adbm,random,1,0.07104299209562367
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.012521762421320477
adbm,motility_descending,1,0.03485637169847696
adbm,tiering_descending,1,-0.06666666666666667
adbm,calcification_descending,1,-0.06101626426911809
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.19025585942879175
adbm,motility_ascending,1,0.054707379134860054
adbm,tiering_ascending,1,0.24221140038708872
adbm,calcification_ascending,1,0.0619316887259471
adbm,random,1,-0.04466114524890907
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.005074670146440481
adbm,motility_descending,1,-0.040297023550612064
adbm,tiering_descending,1,-0.06965174129353234
adbm,calcification_descending,1,-0.029770580296896085
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.31502707818497294
adbm,motility_ascending,1,-0.02874493927125506
adbm,tiering_ascending,1,0.26499786050492086
adbm,calcification_ascending,1,-0.04740697898592636
adbm,random,1,0.024912280701754386
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.008704968528190705
adbm,motility_descending,1,0.0018745210132769942
adbm,tiering_descending,1,-0.07593984962406015
adbm,calcification_descending,1,-0.045371120107962216
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.107834074758796
adbm,motility_ascending,1,-0.06906882591093118
adbm,tiering_ascending,1,0.24137208693375228
adbm,calcification_ascending,1,-0.015596684017736649
adbm,random,1,-0.04081357239251976
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,-0.007239172310942646
adbm,motility_descending,1,2.0712939373226453e-5
adbm,tiering_descending,1,-0.08137942433472645
adbm,calcification_descending,1,0.07339630066902794
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.31502707818497294
adbm,motility_ascending,1,-0.019799498746867168
adbm,tiering_ascending,1,0.18313694684472376
adbm,calcification_ascending,1,-0.03731016601003468
adbm,random,1,-0.0009446693657219973
adbm,generality_descending,1,0.012521762421320477
adbm,vulnerability_descending,1,0.107834074758796
adbm,size_descending,1,0.012521762421320477
adbm,motility_descending,1,-0.0868517447464816
adbm,tiering_descending,1,-0.05012531328320802
adbm,calcification_descending,1,0.07208405629458262
adbm,generality_ascending,1,0.064874214892688
adbm,vulnerability_ascending,1,0.026122999807210334
adbm,size_ascending,1,0.107834074758796
adbm,motility_ascending,1,-0.0560863697705803
adbm,tiering_ascending,1,0.10848389630793401
adbm,calcification_ascending,1,-0.04172739541160594
bodymassratio,random,1,0.017336485421591805
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.06039446282004165
bodymassratio,motility_descending,1,-0.030217648740250725
bodymassratio,tiering_descending,1,-0.03953646898432175
bodymassratio,calcification_descending,1,-0.04269854824935952
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04910738076205702
bodymassratio,motility_ascending,1,0.08971374903017681
bodymassratio,tiering_ascending,1,0.03713850837138508
bodymassratio,calcification_ascending,1,-0.04428341384863124
bodymassratio,random,1,0.017620155988402955
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.0591016548463357
bodymassratio,motility_descending,1,-0.0145475372279496
bodymassratio,tiering_descending,1,-0.03525179856115108
bodymassratio,calcification_descending,1,0.0327987781596029
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04910738076205702
bodymassratio,motility_ascending,1,-0.026731078904991948
bodymassratio,tiering_ascending,1,0.0336015812508824
bodymassratio,calcification_ascending,1,0.0425531914893617
bodymassratio,random,1,0.002016535591853196
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.04408101596635224
bodymassratio,motility_descending,1,-0.007331042382588774
bodymassratio,tiering_descending,1,-0.046762589928057555
bodymassratio,calcification_descending,1,-0.04137258855952141
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04910738076205702
bodymassratio,motility_ascending,1,0.008094692630775105
bodymassratio,tiering_ascending,1,0.04814814814814815
bodymassratio,calcification_ascending,1,-0.03774282449418566
bodymassratio,random,1,-0.024798711755233495
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.06028368794326241
bodymassratio,motility_descending,1,0.04275388950140879
bodymassratio,tiering_descending,1,-0.005226084980686207
bodymassratio,calcification_descending,1,-0.031390737379848085
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04612026475144346
bodymassratio,motility_ascending,1,-0.0341130604288499
bodymassratio,tiering_ascending,1,-0.023224622335168713
bodymassratio,calcification_ascending,1,0.0496252016320334
bodymassratio,random,1,-0.04106463878326996
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.04297848013393769
bodymassratio,motility_descending,1,0.013442135559983553
bodymassratio,tiering_descending,1,0.019093478989986104
bodymassratio,calcification_descending,1,-0.026731078904991948
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.0426731078904992
bodymassratio,motility_ascending,1,0.05441008018327606
bodymassratio,tiering_ascending,1,0.03995482140336016
bodymassratio,calcification_ascending,1,-0.05465414175918019
bodymassratio,random,1,0.01531118747613593
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.05555555555555555
bodymassratio,motility_descending,1,0.001755384761362558
bodymassratio,tiering_descending,1,-0.032988357050452784
bodymassratio,calcification_descending,1,-0.02376151105733683
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04910738076205702
bodymassratio,motility_ascending,1,-0.024818633066055747
bodymassratio,tiering_ascending,1,0.013812414701868322
bodymassratio,calcification_ascending,1,-0.020131746992001074
bodymassratio,random,1,-0.04867634500426986
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.06039446282004165
bodymassratio,motility_descending,1,-0.021900161030595812
bodymassratio,tiering_descending,1,-0.04851228978007762
bodymassratio,calcification_descending,1,0.006015997849028702
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04910738076205702
bodymassratio,motility_ascending,1,-0.001145475372279496
bodymassratio,tiering_ascending,1,0.06666666666666667
bodymassratio,calcification_ascending,1,-0.033816425120772944
bodymassratio,random,1,0.05410628019323672
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.04077340846910858
bodymassratio,motility_descending,1,-0.005314009661835749
bodymassratio,tiering_descending,1,-0.0408997955010225
bodymassratio,calcification_descending,1,0.05441008018327606
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04612026475144346
bodymassratio,motility_ascending,1,0.019627613094037776
bodymassratio,tiering_ascending,1,0.025185185185185185
bodymassratio,calcification_ascending,1,0.03382970599465445
bodymassratio,random,1,-0.036231884057971016
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.04408101596635224
bodymassratio,motility_descending,1,-0.03774282449418566
bodymassratio,tiering_descending,1,-0.02931152010906612
bodymassratio,calcification_descending,1,-0.04041867954911433
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.0426731078904992
bodymassratio,motility_ascending,1,0.01034253724262264
bodymassratio,tiering_ascending,1,-0.008668242710795903
bodymassratio,calcification_ascending,1,-0.014687100893997445
bodymassratio,random,1,-0.038182512409316534
bodymassratio,generality_descending,1,0.0473886234635959
bodymassratio,vulnerability_descending,1,-0.04052950288691733
bodymassratio,size_descending,1,0.04297848013393769
bodymassratio,motility_descending,1,-0.0008941597251635371
bodymassratio,tiering_descending,1,-0.03328788911610998
bodymassratio,calcification_descending,1,0.014182966996034147
bodymassratio,generality_ascending,1,-0.04782237403928266
bodymassratio,vulnerability_ascending,1,0.0038314176245210726
bodymassratio,size_ascending,1,-0.04612026475144346
bodymassratio,motility_ascending,1,0.02864551431254849
bodymassratio,tiering_ascending,1,0.012541766671372771
bodymassratio,calcification_ascending,1,0.03664302600472813
lmatrix,random,1,-0.022974406900110003
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.03270570828560519
lmatrix,motility_descending,1,-0.019030020099850872
lmatrix,tiering_descending,1,-0.047238855622089154
lmatrix,calcification_descending,1,-0.022593116062520784
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,-0.06422018348623854
lmatrix,tiering_ascending,1,0.1107693160403503
lmatrix,calcification_ascending,1,0.004927930507827415
lmatrix,random,1,-0.06648936170212766
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.04705293294475613
lmatrix,motility_descending,1,0.0450239965733088
lmatrix,tiering_descending,1,-0.054775280898876406
lmatrix,calcification_descending,1,0.026023421078971074
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,0.013078437260200847
lmatrix,tiering_ascending,1,0.04039186342977497
lmatrix,calcification_ascending,1,0.08835729934719025
lmatrix,random,1,0.0543155506622627
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.04417239404352807
lmatrix,motility_descending,1,-0.09325059219964635
lmatrix,tiering_descending,1,-0.04845505617977528
lmatrix,calcification_descending,1,0.04787786830728301
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,-0.02026211888572055
lmatrix,tiering_ascending,1,0.10090344751136238
lmatrix,calcification_ascending,1,0.07582808323787706
lmatrix,random,1,-0.025295144662454274
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.04185757922871325
lmatrix,motility_descending,1,-0.05063244863639687
lmatrix,tiering_descending,1,-0.05688202247191011
lmatrix,calcification_descending,1,-0.0058492359435548735
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,0.13943853231349074
lmatrix,tiering_ascending,1,0.03814710120829176
lmatrix,calcification_ascending,1,-0.015798014509354717
lmatrix,random,1,-0.04298303957432657
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.04417239404352807
lmatrix,motility_descending,1,0.05405211912943872
lmatrix,tiering_descending,1,-0.05407303370786517
lmatrix,calcification_descending,1,0.06450249669146677
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,0.0734304878167499
lmatrix,tiering_ascending,1,-0.0233788242544068
lmatrix,calcification_ascending,1,0.03911321114929362
lmatrix,random,1,-0.046742067861074967
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.049543592969662736
lmatrix,motility_descending,1,-0.09385113268608414
lmatrix,tiering_descending,1,-0.03654551159889483
lmatrix,calcification_descending,1,-0.04650370413636674
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,-0.01494296994955034
lmatrix,tiering_ascending,1,-0.0010738831615120276
lmatrix,calcification_ascending,1,-0.016012791141657122
lmatrix,random,1,-0.019989472467935962
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.050788922982116035
lmatrix,motility_descending,1,0.17250374127036913
lmatrix,tiering_descending,1,-0.05581761006289308
lmatrix,calcification_descending,1,-0.04737011185420986
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04819457461210039
lmatrix,motility_ascending,1,0.05488736158839252
lmatrix,tiering_ascending,1,-0.03873138602520046
lmatrix,calcification_ascending,1,0.03679839633447881
lmatrix,random,1,-0.01549798973939624
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.05203425299456933
lmatrix,motility_descending,1,-0.016773362154971733
lmatrix,tiering_descending,1,-0.05303030303030303
lmatrix,calcification_descending,1,0.004098400552943353
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04458437077734565
lmatrix,motility_ascending,1,0.06881749129772351
lmatrix,tiering_ascending,1,0.21077933871053897
lmatrix,calcification_ascending,1,0.002046286101936187
lmatrix,random,1,0.05923108575495724
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.049543592969662736
lmatrix,motility_descending,1,0.07601285601485781
lmatrix,tiering_descending,1,-0.04899777282850779
lmatrix,calcification_descending,1,0.04686980379115398
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04819457461210039
lmatrix,motility_ascending,1,-0.030013891935365942
lmatrix,tiering_ascending,1,0.02816756749817052
lmatrix,calcification_ascending,1,-0.02726470026727759
lmatrix,random,1,0.09422925077013757
lmatrix,generality_descending,1,0.05327958300702263
lmatrix,vulnerability_descending,1,-0.04819457461210039
lmatrix,size_descending,1,0.050788922982116035
lmatrix,motility_descending,1,-0.040416112404389755
lmatrix,tiering_descending,1,-0.046854789949410294
lmatrix,calcification_descending,1,0.026251247090123046
lmatrix,generality_ascending,1,-0.03225954584069984
lmatrix,vulnerability_ascending,1,-0.004244424325613543
lmatrix,size_ascending,1,-0.04819457461210039
lmatrix,motility_ascending,1,-0.03894940763022887
lmatrix,tiering_ascending,1,0.17157118621949627
lmatrix,calcification_ascending,1,0.07912676964823898
niche,random,1,0.0009676699005036846
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.05248091603053435
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.026474455995831574
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.03228699551569507
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.05
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,0.023170731707317073
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.04141566265060241
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.0023405884283058077
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.022246527398009405
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
niche,random,1,-0.027091633466135457
niche,generality_descending,1,-0.01112377478914976
niche,vulnerability_descending,1,-0.03608847497089639
niche,generality_ascending,1,-0.03313253012048193
niche,vulnerability_ascending,1,0.11839525871894233
pfim,random,1,-0.03233830845771144
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.037154989384288746
pfim,motility_descending,1,-0.03342128408091469
pfim,tiering_descending,1,-0.02862849533954727
pfim,calcification_descending,1,0.34117928191648245
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.239940647638998
pfim,motility_ascending,1,-0.03067993366500829
pfim,tiering_ascending,1,0.49346907414521707
pfim,calcification_ascending,1,-0.01990049751243781
pfim,random,1,0.29055582882439746
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03745743473325766
pfim,motility_descending,1,-0.020560747663551402
pfim,tiering_descending,1,-0.031578947368421054
pfim,calcification_descending,1,0.3425504058654098
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.24044841940403083
pfim,motility_ascending,1,-0.021231422505307854
pfim,tiering_ascending,1,0.6446367059200513
pfim,calcification_ascending,1,0.3445404556166536
pfim,random,1,0.1275243664717349
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03745743473325766
pfim,motility_descending,1,0.28027545499262174
pfim,tiering_descending,1,-0.02862849533954727
pfim,calcification_descending,1,0.3326001571091909
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.24076983503534957
pfim,motility_ascending,1,-0.020895522388059702
pfim,tiering_ascending,1,0.5950492670031242
pfim,calcification_ascending,1,-0.020228671943711522
pfim,random,1,-0.01824212271973466
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03745743473325766
pfim,motility_descending,1,0.23885882931628136
pfim,tiering_descending,1,-0.02929427430093209
pfim,calcification_descending,1,0.22885710318011387
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.2892554770009601
pfim,motility_ascending,1,-0.02336448598130841
pfim,tiering_ascending,1,0.48840729274165806
pfim,calcification_ascending,1,0.28214461387112644
pfim,random,1,-0.030782761653474055
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03503184713375796
pfim,motility_descending,1,-0.022701475595913734
pfim,tiering_descending,1,-0.02862849533954727
pfim,calcification_descending,1,0.23828227284629483
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.18830409356725147
pfim,motility_ascending,1,0.3335951819848128
pfim,tiering_ascending,1,0.5889609869422414
pfim,calcification_ascending,1,-0.030782761653474055
pfim,random,1,-0.020560747663551402
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03503184713375796
pfim,motility_descending,1,0.5345029239766081
pfim,tiering_descending,1,-0.030175438596491227
pfim,calcification_descending,1,0.2793408755533694
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.23911146024264643
pfim,motility_ascending,1,0.24072798819478602
pfim,tiering_ascending,1,0.5920051269726828
pfim,calcification_ascending,1,-0.022885572139303482
pfim,random,1,0.3440049167504749
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03503184713375796
pfim,motility_descending,1,-0.02335456475583864
pfim,tiering_descending,1,-0.030877192982456142
pfim,calcification_descending,1,0.2899188269180414
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.3422528283325135
pfim,motility_ascending,1,-0.019071310116086235
pfim,tiering_ascending,1,0.596571337018345
pfim,calcification_ascending,1,-0.038317757009345796
pfim,random,1,0.1273544079462556
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.036093418259023353
pfim,motility_descending,1,-0.020895522388059702
pfim,tiering_descending,1,-0.02929427430093209
pfim,calcification_descending,1,0.3335951819848128
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.2938017867888719
pfim,motility_ascending,1,-0.022429906542056073
pfim,tiering_ascending,1,0.4871001031991744
pfim,calcification_ascending,1,-0.01990049751243781
pfim,random,1,0.28027545499262174
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03503184713375796
pfim,motility_descending,1,-0.02149532710280374
pfim,tiering_descending,1,-0.030877192982456142
pfim,calcification_descending,1,-0.018469656992084433
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.29292227931305836
pfim,motility_ascending,1,0.2270980882284868
pfim,tiering_ascending,1,0.5921423276501112
pfim,calcification_ascending,1,0.17622552423274546
pfim,random,1,-0.02335456475583864
pfim,generality_descending,1,-0.01990049751243781
pfim,vulnerability_descending,1,0.3892705657446681
pfim,size_descending,1,-0.03745743473325766
pfim,motility_descending,1,-0.024971623155505107
pfim,tiering_descending,1,-0.030175438596491227
pfim,calcification_descending,1,-0.02335456475583864
pfim,generality_ascending,1,0.2812100344318741
pfim,vulnerability_ascending,1,-0.02074074074074074
pfim,size_ascending,1,0.2938017867888719
pfim,motility_ascending,1,-0.025477707006369428
pfim,tiering_ascending,1,0.596571337018345
pfim,calcification_ascending,1,0.3955749245725779
random,random,1,0.047323874050124594
random,generality_descending,1,0.11460285425976648
random,vulnerability_descending,1,0.013403419620275294
random,size_descending,1,0.07234464858262507
random,motility_descending,1,0.038128874153092115
random,tiering_descending,1,0.014545624074872667
random,calcification_descending,1,0.14684621148675453
random,generality_ascending,1,-0.015894448516646734
random,vulnerability_ascending,1,0.2593261743600183
random,size_ascending,1,0.1061687434898345
random,motility_ascending,1,0.0745581169832944
random,tiering_ascending,1,0.35689565193506745
random,calcification_ascending,1,0.03327417923691216
random,random,1,0.21972936042667607
random,generality_descending,1,0.11460285425976648
random,vulnerability_descending,1,0.013403419620275294
random,size_descending,1,0.07234464858262507
random,motility_descending,1,0.08936769414760233
random,tiering_descending,1,0.0941217828926675
random,calcification_descending,1,0.06845329924626438
random,generality_ascending,1,-0.015894448516646734
random,vulnerability_ascending,1,0.2593261743600183
random,size_ascending,1,0.10805910265807646
random,motility_ascending,1,0.3475240470252939
random,tiering_ascending,1,0.30587524377180214
random,calcification_ascending,1,0.0882296207708036
random,random,1,0.04229354999277445
random,generality_descending,1,0.11460285425976648
random,vulnerability_descending,1,0.013403419620275294
random,size_descending,1,0.07234464858262507
random,motility_descending,1,0.2741615349381648
random,tiering_descending,1,0.06224924834926865
random,calcification_descending,1,0.13701679375854015
random,generality_ascending,1,-0.015894448516646734
