model,extinction_mechanism,richness,links,connectance,diameter,complexity,distance,basal,top,generality,vulnerability,redundancy,S1,S2,S4,S5,robustness,r50,rep
random,generality_ascending,20,103,0.2575,8,0.7348070473371813,1.0,0.0,12.0,1.0399898784932577,8.324187964189534,84.0,0.0,9.0,72.0,2.0,0.5726063829787232,0.5319148936170213,2725
random,vulnerability_ascending,20,185,0.4625,14,0.7217628579242275,1.0,0.0,6.0,2.510504247944498,8.698911002624348,166.0,0.0,5.0,15.0,15.0,0.5000000000000001,0.5319148936170213,2726
random,size_ascending,20,81,0.2025,8,0.6540625144476173,1.0,0.0,12.0,1.0500626547722611,7.816817228191239,62.0,0.0,0.0,0.0,6.0,0.5000000000000001,0.5319148936170213,2727
random,motility_ascending,8,8,0.125,3,0.9139020750929097,2.0,2.0,5.0,0.9258200997725514,2.0701966780270626,1.0,0.0,1.0,14.0,2.0,0.6547388781431335,0.19148936170212766,2728
random,calcification_ascending,19,46,0.12742382271468145,7,0.8455478388946681,1.0,0.0,12.0,1.7099639201419234,5.003507541644985,28.0,0.0,10.0,61.0,21.0,0.6886524822695034,0.2765957446808511,2730
adbm,random,20,30,0.075,7,0.8981530898099951,3.0,1.0,13.0,1.5727950313140984,3.5909242322980393,11.0,14.0,0.0,130.0,31.0,0.322463768115942,0.16666666666666666,2731
adbm,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.47591145833333337,0.2916666666666667,2732
adbm,vulnerability_descending,20,25,0.0625,5,0.9748321546331051,3.0,1.0,15.0,0.9665456669582609,3.795773272581241,6.0,8.0,0.0,140.0,12.0,0.2850378787878788,0.08333333333333333,2733
adbm,size_descending,20,19,0.0475,1,0.819720319053763,2.0,1.0,18.0,0.22360679774997896,3.804083678309265,0.0,2.0,0.0,137.0,0.0,0.5101950354609928,0.5208333333333334,2734
adbm,motility_descending,20,27,0.0675,6,0.8779637321903974,3.0,1.0,14.0,1.1367080817685316,3.0309803868159815,8.0,15.0,0.0,92.0,17.0,0.5785256410256407,0.5208333333333334,2735
adbm,calcification_descending,20,23,0.0575,5,0.9004619169087019,3.0,1.0,15.0,0.7451598203705947,3.0135658193191035,4.0,11.0,0.0,88.0,7.0,0.5075354609929077,0.5208333333333334,2737
adbm,generality_ascending,20,33,0.0825,8,0.8764124108334589,3.0,1.0,12.0,1.8715318802914813,3.265046142980138,14.0,19.0,0.0,112.0,44.0,0.3541666666666666,0.14583333333333334,2738
adbm,vulnerability_ascending,20,35,0.0875,10,0.9508145316716948,3.0,1.0,10.0,2.4894514297436356,3.0413812651491097,16.0,22.0,0.0,101.0,72.0,0.5101950354609928,0.5208333333333334,2739
adbm,size_ascending,20,25,0.0625,5,0.9115819754834517,3.0,1.0,15.0,0.9665456669582609,3.416292234510822,6.0,10.0,0.0,114.0,12.0,0.28124999999999994,0.125,2740
adbm,motility_ascending,20,27,0.0675,6,0.8779637321903974,3.0,1.0,14.0,1.1367080817685316,3.0309803868159815,8.0,15.0,0.0,92.0,17.0,0.5785256410256407,0.5208333333333334,2741
adbm,calcification_ascending,20,23,0.0575,5,0.9079668318970406,3.0,1.0,15.0,0.7451598203705947,2.9068883707497264,4.0,13.0,0.0,82.0,7.0,0.5135869565217392,0.5208333333333334,2743
bodymassratio,random,20,67,0.1675,13,0.860366605550538,1.0,1.0,6.0,2.8335397241649978,3.963982580024393,48.0,63.0,25.0,203.0,130.0,0.4836956521739131,0.4166666666666667,2744
bodymassratio,generality_descending,20,25,0.0625,3,0.910981242424039,3.0,1.0,16.0,0.5501196042201808,3.0413812651491097,6.0,18.0,0.0,91.0,6.0,0.5560515873015874,0.5208333333333334,2745
bodymassratio,vulnerability_descending,19,28,0.07756232686980609,8,0.8927989557978238,1.0,1.0,9.0,1.6454793645565071,3.3890087218771012,10.0,23.0,4.0,106.0,27.0,0.5863095238095237,0.125,2746
bodymassratio,motility_descending,20,69,0.1725,12,0.882380891698378,1.0,1.0,5.0,2.9819633235769176,4.058454463410788,50.0,57.0,34.0,207.0,135.0,0.5526175213675213,0.4791666666666667,2748
bodymassratio,calcification_descending,20,55,0.1375,11,0.9031464686456976,1.0,1.0,6.0,2.7505980211009042,3.5075107382511845,36.0,44.0,17.0,148.0,103.0,0.6066919191919192,0.4791666666666667,2750
bodymassratio,generality_ascending,20,49,0.1225,8,0.879865496704407,1.0,1.0,9.0,2.038446260732605,4.297796252916016,30.0,23.0,27.0,184.0,48.0,0.6237373737373737,0.4791666666666667,2751
bodymassratio,vulnerability_ascending,20,34,0.085,6,0.8896062286410648,3.0,1.0,13.0,1.2607433062326867,3.3419187681078633,15.0,27.0,0.0,118.0,27.0,0.5101950354609928,0.5208333333333334,2752
bodymassratio,size_ascending,20,36,0.09,6,0.8822443095892594,3.0,1.0,13.0,1.3611140947574412,3.237933063902926,17.0,29.0,0.0,114.0,32.0,0.5101950354609928,0.5208333333333334,2753
bodymassratio,motility_ascending,20,69,0.1725,12,0.882380891698378,1.0,1.0,5.0,2.9819633235769176,4.058454463410788,50.0,57.0,34.0,207.0,135.0,0.5526175213675213,0.4791666666666667,2754
bodymassratio,calcification_ascending,20,62,0.155,12,0.871603146181992,1.0,1.0,7.0,2.531901719220056,4.037977607403827,43.0,51.0,23.0,197.0,103.0,0.5872395833333334,0.4583333333333333,2756
lmatrix,random,20,21,0.0525,4,0.8685893832533695,3.0,1.0,16.0,0.5104177855340405,4.006245124802026,2.0,3.0,0.0,153.0,3.0,0.5075354609929077,0.5208333333333334,2757
lmatrix,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.466765873015873,0.4166666666666667,2758
lmatrix,vulnerability_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.44479166666666675,0.375,2759
lmatrix,size_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5101950354609928,0.5208333333333334,2760
lmatrix,motility_descending,20,22,0.055,5,0.8908820625086382,3.0,1.0,15.0,0.7181848464596079,3.58211933739908,3.0,6.0,0.0,123.0,6.0,0.583333333333333,0.5208333333333334,2761
lmatrix,calcification_descending,20,19,0.0475,2,0.819720319053763,2.0,1.0,18.0,0.22360679774997896,3.804083678309265,0.0,2.0,0.0,137.0,0.0,0.5101950354609928,0.5208333333333334,2763
lmatrix,generality_ascending,20,24,0.06,6,0.8769587672840091,3.0,1.0,14.0,0.9514531821875087,3.778052965553331,5.0,7.0,0.0,138.0,11.0,0.4654471544715446,0.4166666666666667,2764
lmatrix,vulnerability_ascending,20,30,0.075,10,0.9184217466730957,3.0,1.0,10.0,1.9056702094980709,3.73461757360143,11.0,13.0,0.0,140.0,42.0,0.5101950354609928,0.5208333333333334,2765
lmatrix,size_ascending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.42945075757575757,0.375,2766
lmatrix,motility_ascending,20,22,0.055,5,0.8908820625086382,3.0,1.0,15.0,0.7181848464596079,3.58211933739908,3.0,6.0,0.0,123.0,6.0,0.583333333333333,0.5208333333333334,2767
lmatrix,calcification_ascending,20,19,0.0475,2,0.819720319053763,2.0,1.0,18.0,0.22360679774997896,3.8040836783092646,0.0,2.0,0.0,137.0,0.0,0.5101950354609928,0.5208333333333334,2769
niche,random,20,38,0.095,6,0.9206317620651897,1.0,1.0,8.0,1.8035053587243284,1.9166857359844665,19.0,16.0,1.0,20.0,24.0,0.4920212765957447,0.4791666666666667,2770
niche,generality_descending,20,19,0.0475,1,0.9776379273631037,1.0,1.0,11.0,0.22360679774997896,1.5035046776746235,0.0,5.0,0.0,17.0,0.0,0.5229700854700854,0.4583333333333333,2771
niche,vulnerability_descending,17,33,0.11418685121107267,12,0.9497701464031373,1.0,1.0,0.0,1.8530578861470475,1.0289915108550531,17.0,9.0,2.0,8.0,6.0,0.5369318181818182,0.2916666666666667,2772
niche,generality_ascending,18,48,0.14814814814814814,9,0.9245244821092827,2.0,2.0,0.0,2.7224556389190906,1.8470962903655979,31.0,13.0,3.0,15.0,12.0,0.5208333333333331,0.4375,2773
niche,vulnerability_ascending,20,42,0.105,12,0.9396498812047819,1.0,1.0,2.0,1.99736668746891,1.5183093090324964,23.0,4.0,1.0,5.0,1.0,0.5175189393939393,0.5,2774
pfim,random,20,25,0.0625,6,0.9365742265342342,3.0,1.0,11.0,1.019545822516343,3.7398986758016797,6.0,8.0,0.0,136.0,13.0,0.5110993657505286,0.5227272727272727,2775
pfim,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.4988913525498891,0.4772727272727273,2776
pfim,vulnerability_descending,20,35,0.0875,13,0.972394416354683,3.0,1.0,1.0,2.807414993792051,3.596416344962828,16.0,5.0,0.0,136.0,10.0,0.4877149877149878,0.4318181818181818,2777
pfim,size_descending,20,41,0.1025,14,0.9111250466793189,3.0,1.0,1.0,3.471310991541956,3.3478194002726767,22.0,1.0,0.0,120.0,0.0,0.531431334622824,0.5909090909090909,2778
pfim,motility_descending,20,42,0.105,15,0.898557219080684,3.0,1.0,1.0,3.537766170012401,2.900090742681938,23.0,4.0,0.0,91.0,1.0,0.6148018648018649,0.5909090909090909,2779
pfim,calcification_descending,20,42,0.105,13,0.9116302213793621,3.0,1.0,2.0,3.275105462343722,2.918182563460383,23.0,3.0,0.0,91.0,1.0,0.5138339920948617,0.5909090909090909,2781
pfim,generality_ascending,20,41,0.1025,10,0.924229051482883,1.0,1.0,2.0,2.6650762801367183,2.7429335045761345,22.0,11.0,0.0,81.0,23.0,0.5121951219512194,0.5,2782
pfim,vulnerability_ascending,20,32,0.08,11,0.9167506178075939,3.0,1.0,4.0,2.326053807586891,3.424370860387888,13.0,1.0,0.0,120.0,0.0,0.5110993657505286,0.5227272727272727,2783
pfim,size_ascending,20,32,0.08,9,0.9378789126421957,3.0,1.0,6.0,1.8180382718454353,3.2346804934547775,13.0,14.0,0.0,107.0,38.0,0.5263429752066117,0.5454545454545454,2784
pfim,motility_ascending,20,42,0.105,15,0.898557219080684,3.0,1.0,1.0,3.537766170012401,2.900090742681938,23.0,4.0,0.0,91.0,1.0,0.6148018648018649,0.5909090909090909,2785
pfim,calcification_ascending,20,43,0.1075,14,0.9236849838306823,3.0,1.0,1.0,3.453068810569276,3.09966042282733,24.0,2.0,0.0,105.0,1.0,0.5222437137330753,0.6136363636363636,2787
random,random,20,96,0.24,8,0.7415866201332809,1.0,0.0,11.0,1.399247918291146,7.937917001064541,77.0,0.0,0.0,0.0,0.0,0.593225083986562,0.5319148936170213,2788
random,generality_descending,20,20,0.05,1,NaN,1.0,0.0,19.0,0.0,4.47213595499958,1.0,0.0,0.0,0.0,0.0,0.52080378250591,0.5319148936170213,2789
random,vulnerability_descending,18,19,0.05864197530864197,2,0.6927694867285307,1.0,0.0,16.0,0.23570226039551584,4.235316811849147,2.0,0.0,0.0,0.0,0.0,0.7576832151300236,0.19148936170212766,2790
random,size_descending,18,32,0.09876543209876543,3,0.8542784680875048,1.0,0.0,15.0,0.8084520834544433,4.7472041995703425,15.0,0.0,0.0,6.0,0.0,0.6760821716801173,0.5319148936170213,2791
random,motility_descending,18,19,0.05864197530864197,2,0.6927694867285307,1.0,0.0,16.0,0.23570226039551584,4.235316811849147,2.0,0.0,0.0,0.0,0.0,0.7576832151300236,0.19148936170212766,2792
random,calcification_descending,16,16,0.0625,1,NaN,1.0,0.0,15.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.769756838905775,0.2978723404255319,2794
random,generality_ascending,20,144,0.36,9,0.5208542420967476,1.0,0.0,10.0,0.6958523739384594,9.649652298071896,125.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,2795
random,vulnerability_ascending,20,182,0.455,19,0.7680458385138814,1.0,0.0,0.0,3.5821193373990794,8.142804379198529,163.0,0.0,0.0,0.0,6.0,0.5000000000000001,0.5319148936170213,2796
random,size_ascending,20,77,0.1925,4,0.5104729829800531,1.0,0.0,16.0,0.4893604849295929,7.909188527143271,58.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5319148936170213,2797
random,motility_ascending,18,19,0.05864197530864197,2,0.6927694867285307,1.0,0.0,16.0,0.23570226039551584,4.235316811849147,2.0,0.0,0.0,0.0,0.0,0.7576832151300236,0.19148936170212766,2798
random,calcification_ascending,15,16,0.07111111111111111,2,0.7197019416969668,1.0,0.0,13.0,0.25819888974716115,3.863134675857098,2.0,0.0,0.0,0.0,0.0,0.7651391162029462,0.2765957446808511,2800
adbm,random,20,26,0.065,5,0.8882828796133632,3.0,1.0,15.0,0.8645047258706176,2.9753372210469466,7.0,17.0,0.0,88.0,11.0,0.48803191489361697,0.5208333333333334,2801
adbm,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5101744186046508,0.4791666666666667,2802
adbm,vulnerability_descending,19,22,0.060941828254847646,6,0.8616077198239966,3.0,1.0,13.0,0.9581903020646578,3.6402557586389577,4.0,6.0,0.0,121.0,10.0,0.32155797101449274,0.125,2803
adbm,size_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5101950354609928,0.5208333333333334,2804
adbm,motility_descending,20,27,0.0675,5,0.8557457684195733,3.0,1.0,15.0,0.8750939799154206,3.3603727863375354,8.0,13.0,0.0,112.0,12.0,0.5852029914529912,0.5208333333333334,2805
adbm,calcification_descending,20,28,0.07,6,0.8641887789043947,3.0,1.0,14.0,1.046296727561194,3.2183683345512373,9.0,15.0,0.0,104.0,16.0,0.5084219858156027,0.5208333333333334,2807
adbm,generality_ascending,20,36,0.09,6,0.8750901151690208,3.0,1.0,14.0,1.4363696929192158,3.302311789927586,17.0,28.0,0.0,118.0,34.0,0.5028935185185185,0.4166666666666667,2808
adbm,vulnerability_ascending,20,32,0.08,7,0.8466563981840639,3.0,1.0,13.0,1.6026294183720637,3.299122690400554,13.0,18.0,0.0,113.0,34.0,0.5101950354609928,0.5208333333333334,2809
adbm,size_ascending,20,23,0.0575,5,0.8830437404390844,3.0,1.0,15.0,0.7451598203705947,3.2488864489074922,4.0,9.0,0.0,102.0,7.0,0.3192401960784312,0.20833333333333334,2810
adbm,motility_ascending,20,27,0.0675,5,0.8557457684195733,3.0,1.0,15.0,0.8750939799154206,3.3603727863375354,8.0,13.0,0.0,112.0,12.0,0.5852029914529912,0.5208333333333334,2811
adbm,calcification_ascending,20,27,0.0675,4,0.8602414007751805,3.0,1.0,16.0,0.7451598203705947,3.216323497738569,8.0,15.0,0.0,103.0,10.0,0.5070921985815602,0.5208333333333334,2813
bodymassratio,random,20,68,0.17,14,0.8884549180678173,1.0,1.0,4.0,2.722228189514882,3.4549735317746153,49.0,64.0,30.0,165.0,122.0,0.5053191489361701,0.5208333333333334,2814
bodymassratio,generality_descending,20,22,0.055,3,0.9096408153805534,1.0,1.0,16.0,0.4472135954999579,2.9540338165758504,3.0,14.0,0.0,84.0,3.0,0.5560515873015874,0.5208333333333334,2815
bodymassratio,size_descending,4,3,0.1875,2,0.8504896251021614,2.0,2.0,2.0,0.9574271077563381,0.9574271077563381,0.0,0.0,0.0,1.0,1.0,0.5972222222222223,0.25,2817
bodymassratio,motility_descending,20,73,0.1825,14,0.8728239712939329,1.0,1.0,4.0,3.74552364408784,3.8835008622850107,54.0,70.0,51.0,189.0,179.0,0.4903846153846154,0.3958333333333333,2818
bodymassratio,calcification_descending,20,89,0.2225,13,0.8430959341033375,1.0,1.0,6.0,3.3946552417773317,4.936171540139607,70.0,78.0,88.0,297.0,175.0,0.5476190476190474,0.375,2820
bodymassratio,generality_ascending,20,75,0.1875,11,0.8556157186324863,3.0,1.0,8.0,3.0413812651491097,4.458876422078596,56.0,59.0,58.0,234.0,133.0,0.5889639639639641,0.4791666666666667,2821
bodymassratio,vulnerability_ascending,20,43,0.1075,12,0.8942259632049067,3.0,1.0,8.0,3.1165939573093,2.8520537383288884,24.0,29.0,6.0,96.0,111.0,0.5101950354609928,0.5208333333333334,2822
bodymassratio,size_ascending,20,46,0.115,12,0.9077696710819148,3.0,1.0,8.0,3.079644545449326,3.0279400675428794,27.0,32.0,6.0,111.0,114.0,0.5101950354609928,0.5208333333333334,2823
bodymassratio,motility_ascending,20,73,0.1825,14,0.8728239712939329,1.0,1.0,4.0,3.74552364408784,3.8835008622850107,54.0,70.0,51.0,189.0,179.0,0.4903846153846154,0.3958333333333333,2824
bodymassratio,calcification_ascending,20,84,0.21,14,0.8424800354967185,1.0,1.0,5.0,3.5033818248267368,4.6407803336576015,65.0,72.0,78.0,261.0,173.0,0.5367647058823531,0.3541666666666667,2826
lmatrix,random,17,19,0.0657439446366782,5,0.9253368243707148,3.0,1.0,12.0,0.7812132344290249,3.60351135944471,3.0,4.0,0.0,105.0,6.0,0.5054347826086957,0.5208333333333334,2827
lmatrix,generality_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5018518518518519,0.4791666666666667,2828
lmatrix,vulnerability_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.4126157407407407,0.2916666666666667,2829
lmatrix,size_descending,20,19,0.0475,1,NaN,2.0,1.0,19.0,0.22360679774997896,4.2485291572496005,0.0,0.0,0.0,171.0,0.0,0.5101950354609928,0.5208333333333334,2830
lmatrix,motility_descending,20,22,0.055,3,0.9578977431709848,3.0,1.0,17.0,0.4472135954999579,3.625930007743204,3.0,6.0,0.0,126.0,3.0,0.5868055555555552,0.5208333333333334,2831
lmatrix,calcification_descending,20,21,0.0525,3,0.8216266101962969,3.0,1.0,17.0,0.3940344628262062,3.605186322654161,2.0,5.0,0.0,124.0,2.0,0.5101950354609928,0.5208333333333334,2833
lmatrix,generality_ascending,20,29,0.0725,7,0.8797789062053435,3.0,1.0,13.0,1.4317821063276353,3.017056774233353,10.0,17.0,0.0,93.0,26.0,0.5091463414634148,0.4791666666666667,2834
lmatrix,vulnerability_ascending,20,32,0.08,12,0.9692376223976725,3.0,1.0,8.0,2.257152374587339,3.3623300191823438,13.0,17.0,0.0,117.0,58.0,0.5101950354609928,0.5208333333333334,2835
lmatrix,size_ascending,20,19,0.0475,2,0.7030243614276613,2.0,1.0,18.0,0.22360679774997896,4.019361038510318,0.0,1.0,0.0,153.0,0.0,0.41025641025641013,0.3125,2836
lmatrix,motility_ascending,20,22,0.055,3,0.9578977431709848,3.0,1.0,17.0,0.4472135954999579,3.625930007743204,3.0,6.0,0.0,126.0,3.0,0.5868055555555552,0.5208333333333334,2837
lmatrix,calcification_ascending,20,22,0.055,3,0.8398099442036356,3.0,1.0,17.0,0.4472135954999579,3.4473483326051912,3.0,7.0,0.0,114.0,3.0,0.5088652482269502,0.5208333333333334,2839
niche,random,20,61,0.1525,10,0.9042750290924997,1.0,1.0,5.0,2.5848750351551657,2.9819633235769176,42.0,37.0,32.0,77.0,33.0,0.49113475177304955,0.4791666666666667,2840
niche,generality_descending,20,20,0.05,2,0.9333216012666928,1.0,1.0,13.0,0.3244428422615251,2.470883072485369,1.0,3.0,0.0,56.0,1.0,0.5299796747967481,0.5,2841
niche,vulnerability_descending,18,62,0.19135802469135801,14,0.9179293440809618,1.0,1.0,0.0,2.7700546229955623,1.5801050680710416,45.0,22.0,2.0,20.0,23.0,0.4683641975308641,0.2916666666666667,2842
niche,generality_ascending,20,72,0.18,17,0.9112992650835239,1.0,1.0,1.0,3.2991226904005537,2.062190965683675,53.0,18.0,10.0,37.0,41.0,0.5096153846153846,0.4375,2843
niche,vulnerability_ascending,20,50,0.125,10,0.8893200073332514,1.0,1.0,6.0,2.724160904127902,2.2826577307580465,31.0,21.0,15.0,46.0,47.0,0.5097517730496453,0.5208333333333334,2844
pfim,random,20,24,0.06,3,0.8797906523477135,1.0,1.0,14.0,0.7677718959499144,3.5777087639996634,5.0,4.0,0.0,121.0,2.0,0.5058080808080807,0.5333333333333333,2845
pfim,generality_descending,20,19,0.0475,1,0.7030243614276614,2.0,1.0,18.0,0.22360679774997902,4.019361038510317,0.0,1.0,0.0,153.0,0.0,0.5149870801033593,0.5333333333333333,2846
pfim,vulnerability_descending,20,32,0.08,14,0.8795226558361459,3.0,1.0,4.0,2.9271865421649474,3.647638024515966,13.0,1.0,0.0,136.0,0.0,0.5011396011396011,0.4444444444444444,2847
pfim,size_descending,20,36,0.09,14,0.9025330882729996,3.0,1.0,4.0,2.966479394838265,3.4427651065600404,17.0,6.0,0.0,122.0,7.0,0.47304964539007094,0.4888888888888889,2848
pfim,motility_descending,20,38,0.095,14,0.8911575961463795,3.0,1.0,5.0,3.0762246170812757,3.2265347225451446,19.0,9.0,0.0,107.0,16.0,0.5925925925925926,0.5777777777777777,2849
pfim,calcification_descending,20,45,0.1125,15,0.8889748495436572,3.0,1.0,3.0,3.4622019157269204,2.613225472174388,26.0,12.0,1.0,69.0,30.0,0.49685990338164265,0.5555555555555556,2851
pfim,generality_ascending,20,43,0.1075,11,0.9189063723048575,1.0,1.0,0.0,2.9249381459946697,2.641271623569542,24.0,7.0,0.0,70.0,3.0,0.5224867724867726,0.5333333333333333,2852
pfim,vulnerability_ascending,20,30,0.075,10,0.9011488702833398,3.0,1.0,8.0,1.7917941611104424,3.268671064257734,11.0,9.0,0.0,105.0,28.0,0.5186046511627906,0.5333333333333333,2853
pfim,size_ascending,20,36,0.09,10,0.9180508459090595,3.0,1.0,4.0,2.284962282309918,2.8209740758897635,17.0,6.0,0.0,79.0,4.0,0.5288416075650115,0.5777777777777777,2854
pfim,motility_ascending,20,38,0.095,14,0.8911575961463795,3.0,1.0,5.0,3.0762246170812757,3.2265347225451446,19.0,9.0,0.0,107.0,16.0,0.5925925925925926,0.5777777777777777,2855
pfim,calcification_ascending,20,40,0.1,15,0.8847982290644032,3.0,1.0,4.0,3.228165521093822,3.0435436410107286,21.0,7.0,0.0,93.0,11.0,0.513238770685579,0.5777777777777777,2857
random,random,20,110,0.275,8,0.723473088630103,1.0,0.0,12.0,1.5727950313140984,8.13375034881463,91.0,0.0,5.0,77.0,2.0,0.5000000000000001,0.5319148936170213,2858
random,generality_descending,20,37,0.0925,2,0.6512993523490669,1.0,0.0,18.0,0.36634754853252327,5.714938872445573,18.0,0.0,0.0,120.0,0.0,0.6240121580547114,0.5319148936170213,2859
random,vulnerability_descending,20,61,0.1525,6,0.8010099492968686,1.0,0.0,14.0,1.3562719801759993,6.261620775553411,42.0,0.0,8.0,71.0,6.0,0.7198581560283688,0.1702127659574468,2860
random,size_descending,19,40,0.11080332409972299,4,0.7677519920741557,1.0,0.0,15.0,1.4100723717480785,4.8636376057673045,22.0,0.0,0.0,16.0,4.0,0.6753484959647834,0.5319148936170213,2861
random,motility_descending,20,61,0.1525,6,0.8010099492968686,1.0,0.0,14.0,1.3562719801759993,6.261620775553411,42.0,0.0,8.0,71.0,6.0,0.7308510638297872,0.19148936170212766,2862
random,calcification_descending,18,51,0.1574074074074074,5,0.7998332622784732,1.0,0.0,13.0,1.200490095997562,5.782834639740984,34.0,0.0,5.0,44.0,2.0,0.7553191489361702,0.2978723404255319,2864
random,generality_ascending,20,92,0.23,7,0.7057893307229176,1.0,0.0,13.0,0.9947229183096801,8.009205230299237,73.0,0.0,0.0,13.0,5.0,0.52080378250591,0.5319148936170213,2865
random,vulnerability_ascending,20,187,0.4675,14,0.7357121082191046,1.0,0.0,5.0,2.641271623569542,8.634538966146064,168.0,0.0,4.0,35.0,1.0,0.5000000000000001,0.5319148936170213,2866
random,size_ascending,20,79,0.1975,4,0.5766829441350684,1.0,0.0,15.0,0.3940344628262062,7.989960806174867,60.0,0.0,0.0,105.0,0.0,0.5000000000000001,0.5319148936170213,2867
random,motility_ascending,20,61,0.1525,6,0.8010099492968686,1.0,0.0,14.0,1.3562719801759993,6.261620775553411,42.0,0.0,8.0,71.0,6.0,0.7308510638297872,0.19148936170212766,2868
random,calcification_ascending,20,61,0.1525,6,0.8010099492968686,1.0,0.0,14.0,1.3562719801759993,6.261620775553411,42.0,0.0,8.0,71.0,6.0,0.7545592705167173,0.2765957446808511,2870
adbm,random,20,26,0.065,3,0.9241627176933584,3.0,1.0,17.0,0.5712405705774793,3.525844430397975,7.0,21.0,0.0,122.0,7.0,0.5208333333333334,0.4375,2871
adbm,generality_descending,20,19,0.0475,2,0.9954423329744269,2.0,1.0,18.0,0.22360679774997896,2.964260802504253,0.0,8.0,0.0,83.0,0.0,0.5296296296296299,0.5208333333333334,2872
adbm,vulnerability_descending,17,30,0.10380622837370242,6,0.8545993065176615,3.0,1.0,11.0,1.4374200745044001,3.092923612148905,14.0,19.0,0.0,88.0,28.0,0.2944444444444444,0.08333333333333333,2873
adbm,size_descending,20,19,0.0475,2,0.9537435083137782,2.0,1.0,18.0,0.22360679774997896,3.268268493769816,0.0,5.0,0.0,101.0,0.0,0.5101950354609928,0.5208333333333334,2874
adbm,motility_descending,19,28,0.07756232686980609,6,0.8921512437346354,3.0,1.0,13.0,1.172292201564078,2.9508646765281,10.0,18.0,0.0,85.0,19.0,0.5157585470085471,0.4166666666666667,2875
adbm,calcification_descending,20,30,0.075,6,0.9015728613638467,3.0,1.0,14.0,1.1002392084403616,3.1034785237485405,11.0,20.0,0.0,99.0,19.0,0.4814311594202897,0.4583333333333333,2877
adbm,generality_ascending,20,34,0.085,4,0.8897678614959218,3.0,1.0,16.0,0.9233805168766387,4.027536794565501,15.0,30.0,0.0,166.0,20.0,0.5850694444444444,0.4583333333333333,2878
adbm,vulnerability_ascending,20,37,0.0925,9,0.89365949361662,3.0,1.0,11.0,1.7554426642213128,3.1999177621011654,18.0,28.0,0.0,113.0,45.0,0.5101950354609928,0.5208333333333334,2879
adbm,size_ascending,20,23,0.0575,4,0.9024753038388069,3.0,1.0,16.0,0.5871429486123998,2.942877217246665,4.0,14.0,0.0,84.0,5.0,0.3601190476190476,0.10416666666666667,2880
adbm,motility_ascending,19,28,0.07756232686980609,6,0.8921512437346354,3.0,1.0,13.0,1.172292201564078,2.9508646765281,10.0,18.0,0.0,85.0,19.0,0.5157585470085471,0.4166666666666667,2881
adbm,calcification_ascending,20,26,0.065,5,0.9120384845481555,3.0,1.0,15.0,0.8013147091860318,3.0625067132042423,7.0,15.0,0.0,93.0,10.0,0.4618794326241133,0.4375,2883
bodymassratio,random,20,77,0.1925,13,0.8922125106487409,1.0,1.0,4.0,3.498495917420875,3.1165939573093002,58.0,100.0,40.0,162.0,186.0,0.5075354609929077,0.5208333333333334,2884
bodymassratio,generality_descending,20,28,0.07,4,0.8697902589046828,1.0,1.0,16.0,0.8825799501580878,3.135534874207018,9.0,17.0,0.0,99.0,13.0,0.5176630434782609,0.5208333333333334,2885
bodymassratio,vulnerability_descending,15,28,0.12444444444444444,6,0.8777450984973806,1.0,1.0,7.0,1.7265434778633233,3.113717728895491,14.0,14.0,13.0,67.0,20.0,0.6401515151515149,0.20833333333333334,2886
bodymassratio,size_descending,19,56,0.15512465373961218,10,0.8576868133033951,1.0,1.0,7.0,3.188062529195197,3.9507198248550766,38.0,18.0,37.0,158.0,109.0,0.6250000000000001,0.22916666666666666,2887
