model,time,n_rep,bodysize_method,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,S1,S2,S4,S5
lmatrix,G4,32,truncated_lognormal,44,0.22933884297520662,1,0.7898829749085162,2.9805952923887697,2.0,1.1266280046529487,0.9127277334507085,9.113636363636363,0.0,0.5862603305785123,1.3982438016528926,1.8915289256198347
niche,G4,32,truncated_lognormal,44,0.1503099173553719,3,0.859665436360383,3.4931937489744116,2.0,1.2507734783628814,0.6341768054282211,5.636363636363637,0.30991735537190085,0.3367768595041322,0.2427685950413223,0.7541322314049587
pfim_metaweb,G4,32,truncated_lognormal,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,32,truncated_lognormal,44,0.11002066115702479,4,0.9049518470469097,2.825323289332424,3.0,1.600690646365703,0.5858758080742702,3.8636363636363638,0.11880165289256199,0.13429752066115702,0.11673553719008264,0.5888429752066116
random,G4,32,truncated_lognormal,44,0.29545454545454547,3,0.9226330336663645,3.4724252696811994e17,1.0,0.2225736102324979,0.2225736102324979,12.022727272727273,0.0,0.0,0.0,0.0
adbm,G1,33,uniform,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,33,uniform,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,33,uniform,47,0.21684019918515166,1,0.7934096634784048,2.910351166448728,2.0,1.1475003280151528,0.9781426113527294,9.212765957446809,0.0,0.5432322317790855,1.4880036215482118,1.8773200543232231
niche,G1,33,uniform,47,0.09144409234947941,4,0.9052137281373591,4.240242341106539,2.0,1.266915526002508,0.4651312459374997,3.3191489361702127,0.19284744228157538,0.0742417383431417,0.1104572204617474,0.3675871435038479
pfim_metaweb,G1,33,uniform,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,0.07650520597555455,0.19013128112267993,0.12992304210049796,0.9071978270710729
pfim_downsample,G1,33,uniform,47,0.08782254413761884,4,0.9133773211224391,2.2335990798032674,3.0,1.9621025929775524,0.5548000729732586,3.148936170212766,0.05613399728383884,0.0819375282933454,0.08239022181982798,0.6423721140787687
random,G1,33,uniform,47,0.15482118605703937,4,0.9367363711692118,2.114040230795523e16,1.0,0.23923837918322563,0.23923837918322563,6.297872340425532,0.0,0.0,0.0,0.0
adbm,G2,33,uniform,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
bodymassratio,G2,33,uniform,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
lmatrix,G2,33,uniform,20,0.215,1,0.8329122111091245,2.8800000000000012,2.0,0.9335924633939665,1.2238555617494913,3.35,0.0,0.2175,0.795,0.52
niche,G2,33,uniform,18,0.12654320987654322,3,0.9178368953587553,3.135416666666667,2.0,0.9258848922773388,0.9010614170093745,1.3333333333333333,0.09259259259259259,0.030864197530864196,0.1419753086419753,0.14506172839506173
pfim_metaweb,G2,33,uniform,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,0.1875,0.2275,0.0,0.415
pfim_downsample,G2,33,uniform,20,0.1575,3,0.8573710327839074,2.0570199031737495,2.0,1.562971428397671,0.5760050655517138,2.2,0.1575,0.1725,0.0075,0.3875
random,G2,33,uniform,20,0.225,4,0.9237558887555753,4.933194474270454e16,1.0,0.36407912084850014,0.36407912084850014,3.55,0.0,0.0,0.0,0.0
adbm,G3,33,uniform,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
bodymassratio,G3,33,uniform,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
lmatrix,G3,33,uniform,28,0.2066326530612245,1,0.813650070884415,2.858523119392686,2.0,0.9633146274975514,1.2279015260366313,4.821428571428571,0.0,0.2538265306122449,1.1096938775510203,0.7755102040816326
niche,G3,33,uniform,24,0.078125,5,0.9180620602196485,4.75,2.0,1.0817770315059012,1.0586656445072273,0.9166666666666666,0.06597222222222222,0.017361111111111112,0.09027777777777778,0.09895833333333333
pfim_metaweb,G3,33,uniform,28,0.13010204081632654,3,0.7906103358501839,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,0.1364795918367347,0.20918367346938777,0.02295918367346939,0.45408163265306123
pfim_downsample,G3,33,uniform,28,0.11352040816326531,3,0.8549116604924893,2.089733795616149,2.0,1.8023090411479947,0.7516186140215466,2.2142857142857144,0.08163265306122448,0.15051020408163265,0.030612244897959183,0.4107142857142857
random,G3,33,uniform,28,0.2372448979591837,4,0.9251800564318836,-1.3702542070409475e17,1.0,0.3646531404373971,0.3646531404373971,5.678571428571429,0.0,0.0,0.0,0.0
adbm,G4,33,uniform,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
bodymassratio,G4,33,uniform,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
lmatrix,G4,33,uniform,44,0.2422520661157025,2,0.7903812964565863,3.2288618451385824,2.0,1.0493784883817991,0.8593538581419529,9.681818181818182,0.1296487603305785,0.6446280991735537,1.4571280991735538,1.9147727272727273
niche,G4,33,uniform,43,0.13358572201189833,4,0.8632618516393465,4.3919999999999995,3.0,1.2571507563854745,0.8113132513337951,4.767441860465116,0.21525148729042726,0.2601406165494862,0.25905895078420765,0.5722011898323418
pfim_metaweb,G4,33,uniform,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,33,uniform,44,0.11105371900826447,4,0.8924724120152051,3.173017920959568,3.0,1.6145744694955642,0.6071189810736203,3.909090909090909,0.12706611570247933,0.15237603305785125,0.1115702479338843,0.6084710743801653
random,G4,33,uniform,44,0.2334710743801653,3,0.9254668155918796,5.1213983027329144e16,1.0,0.29642715441494205,0.29642715441494205,9.295454545454545,0.0,0.0,0.0,0.0
adbm,G1,33,lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,33,lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,33,lognormal,47,0.20552286102308737,1,0.7858735727833777,2.964376218323586,2.0,1.1964877135440357,1.0162254503900623,8.680851063829786,0.0,0.5002263467632413,1.3929379809868718,1.7804436396559529
niche,G1,33,lognormal,46,0.07892249527410208,6,0.9170060517030195,5.494966666666668,3.0,1.0570591442139825,0.5237838338319034,2.652173913043478,0.1824196597353497,0.0330812854442344,0.10255198487712665,0.21361058601134217
pfim_metaweb,G1,33,lognormal,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,0.07650520597555455,0.19013128112267993,0.12992304210049796,0.9071978270710729
pfim_downsample,G1,33,lognormal,47,0.09551833408782254,3,0.8841520531916097,2.3333333333333326,3.0,1.905360119328694,0.6035743089454955,3.5106382978723403,0.06020823902218198,0.10955183340878226,0.10547759167043912,0.7125396106835672
random,G1,33,lognormal,47,0.1783612494341331,4,0.9256429078063613,-8.908461285158298e16,1.0,0.33973403692817095,0.33973403692817095,7.404255319148936,0.0,0.0,0.0,0.0
adbm,G2,33,lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
bodymassratio,G2,33,lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
lmatrix,G2,33,lognormal,20,0.2425,1,0.8319213627112524,3.2148148148148135,2.0,0.9105522455159334,1.1318481632693387,3.9,0.0,0.365,0.8175,0.565
niche,G2,33,lognormal,20,0.1025,4,0.9341594426540819,3.9166666666666665,2.0,1.0068801173335444,0.46073816653089406,1.1,0.1225,0.0125,0.045,0.1025
pfim_metaweb,G2,33,lognormal,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,0.1875,0.2275,0.0,0.415
pfim_downsample,G2,33,lognormal,20,0.165,3,0.8244160599209932,2.024038461538462,2.0,1.532910280727903,0.5907148087763009,2.35,0.145,0.195,0.005,0.395
random,G2,33,lognormal,20,0.23,4,0.9247106158944342,9.544261357789309e16,1.0,0.4014697899463647,0.4014697899463647,3.65,0.0,0.0,0.0,0.0
adbm,G3,33,lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
bodymassratio,G3,33,lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
lmatrix,G3,33,lognormal,28,0.21556122448979592,1,0.8223462468570524,3.23935064935065,2.0,0.9945758146484589,1.1632488869903337,5.071428571428571,0.0,0.3520408163265306,1.0395408163265305,0.8112244897959183
niche,G3,33,lognormal,26,0.1242603550295858,4,0.9189755720075802,5.5,2.0,0.8768113742082975,0.5202040416009465,2.269230769230769,0.22781065088757396,0.10059171597633136,0.05621301775147929,0.1346153846153846
pfim_metaweb,G3,33,lognormal,28,0.13010204081632654,3,0.7906103358501839,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,0.1364795918367347,0.20918367346938777,0.02295918367346939,0.45408163265306123
pfim_downsample,G3,33,lognormal,28,0.1096938775510204,3,0.8670166057530146,3.1067051820728295,2.0,1.8266303212826531,0.7772066889608857,2.107142857142857,0.11352040816326531,0.1441326530612245,0.02423469387755102,0.38903061224489793
random,G3,33,lognormal,28,0.2066326530612245,4,0.9269975091047088,6.202440294795033e16,1.0,0.31329821087529686,0.31329821087529686,4.821428571428571,0.0,0.0,0.0,0.0
adbm,G4,33,lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
bodymassratio,G4,33,lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
lmatrix,G4,33,lognormal,44,0.23398760330578514,1,0.7914516843827821,2.942153371320037,2.0,1.0672162170944808,0.936708771974038,9.318181818181818,0.0,0.506198347107438,1.6141528925619835,1.922004132231405
niche,G4,33,lognormal,44,0.11053719008264463,3,0.8944636419864846,4.130036300485106,3.0,1.0107655819680352,0.5387031029195979,3.8863636363636362,0.29287190082644626,0.10020661157024793,0.16890495867768596,0.3522727272727273
pfim_metaweb,G4,33,lognormal,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,33,lognormal,44,0.1115702479338843,3,0.8992072873499344,2.6004417201955574,3.0,1.5996378829065163,0.6543020273635796,3.9318181818181817,0.11518595041322315,0.13791322314049587,0.13119834710743802,0.5898760330578512
random,G4,33,lognormal,44,0.1993801652892562,3,0.9273797973067378,3.1127585763727664e16,1.0,0.3049398188410021,0.3049398188410021,7.795454545454546,0.0,0.0,0.0,0.0
adbm,G1,33,truncated_lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,33,truncated_lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,33,truncated_lognormal,47,0.22498868266183794,1,0.7842189581046138,2.922848368500789,2.0,1.1409161179270007,0.9091448892949997,9.595744680851064,0.0,0.5513807152557718,1.4880036215482118,2.041195110909914
niche,G1,33,truncated_lognormal,47,0.09687641466727026,5,0.8887750878298432,4.063148828270588,2.0,1.3552666364801733,0.43156623608108863,3.574468085106383,0.2114078768673608,0.09234947940244455,0.09732910819375283,0.4341330918967859
pfim_metaweb,G1,33,truncated_lognormal,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,0.07650520597555455,0.19013128112267993,0.12992304210049796,0.9071978270710729
pfim_downsample,G1,33,truncated_lognormal,47,0.09551833408782254,5,0.8904591883909481,2.2756116015132406,3.0,1.934573551949477,0.5433871091343581,3.5106382978723403,0.0552286102308737,0.1072883657763694,0.09053870529651425,0.7297419646899049
random,G1,33,truncated_lognormal,47,0.2019013128112268,3,0.9247002492252104,4.694921821120361e16,1.0,0.3555853796052044,0.3555853796052044,8.51063829787234,0.0,0.0,0.0,0.0
adbm,G2,33,truncated_lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
bodymassratio,G2,33,truncated_lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
lmatrix,G2,33,truncated_lognormal,20,0.2075,1,0.8113518852517774,2.8851851851851835,2.0,1.0080999167930718,1.2757198035549324,3.2,0.0,0.2,0.7925,0.5425
niche,G2,33,truncated_lognormal,20,0.11,3,0.9119611426848812,2.678876678876679,2.0,1.3644335787665127,0.5438573105601079,1.25,0.095,0.035,0.06,0.2075
pfim_metaweb,G2,33,truncated_lognormal,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,0.1875,0.2275,0.0,0.415
pfim_downsample,G2,33,truncated_lognormal,20,0.165,3,0.8287503298259709,2.6190335305719925,2.0,1.5074765742020402,0.5907148087763009,2.35,0.1875,0.1975,0.0,0.385
random,G2,33,truncated_lognormal,20,0.225,4,0.9153387915536454,1.5715433230277482e16,1.0,0.41729971403301225,0.41729971403301225,3.55,0.0,0.0,0.0,0.0
adbm,G3,33,truncated_lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
bodymassratio,G3,33,truncated_lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
lmatrix,G3,33,truncated_lognormal,28,0.21301020408163265,1,0.7996399939123382,3.0773333333333337,2.0,0.9813460082399553,1.1859915975326512,5.0,0.0,0.2602040816326531,1.1301020408163265,0.8584183673469388
niche,G3,33,truncated_lognormal,28,0.1377551020408163,4,0.8701641591603979,3.1354166666666665,2.0,1.2437926962722152,0.35078533038890675,2.892857142857143,0.19387755102040816,0.10459183673469388,0.07397959183673469,0.3673469387755102
pfim_metaweb,G3,33,truncated_lognormal,28,0.13010204081632654,3,0.7906103358501839,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,0.1364795918367347,0.20918367346938777,0.02295918367346939,0.45408163265306123
pfim_downsample,G3,33,truncated_lognormal,28,0.11352040816326531,3,0.8392757637059906,2.6936617504144516,2.0,1.7961967881099292,0.7661106441833639,2.2142857142857144,0.08163265306122448,0.1326530612244898,0.05102040816326531,0.4247448979591837
random,G3,33,truncated_lognormal,28,0.29846938775510207,3,0.9135469423527237,3.0592697699570148e16,1.0,0.2748266543926148,0.2748266543926148,7.392857142857143,0.0,0.0,0.0,0.0
adbm,G4,33,truncated_lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
bodymassratio,G4,33,truncated_lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
lmatrix,G4,33,truncated_lognormal,44,0.25258264462809915,1,0.7660114132897898,2.8531739174322315,2.0,1.0341898361322175,0.8831556954618609,10.136363636363637,0.0,0.7122933884297521,1.634814049586777,2.03202479338843
niche,G4,33,truncated_lognormal,43,0.0957274202271498,4,0.883052668875908,4.333333333333333,2.0,1.1749485055411928,0.7631153089546475,3.13953488372093,0.11898323418063818,0.07733910221741482,0.1746890210924824,0.32017306652244454
pfim_metaweb,G4,33,truncated_lognormal,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,33,truncated_lognormal,44,0.10795454545454546,3,0.8983343475975417,2.4530837817306033,3.0,1.6206647233347102,0.6342253816246252,3.772727272727273,0.12190082644628099,0.1322314049586777,0.13016528925619836,0.5996900826446281
random,G4,33,truncated_lognormal,44,0.17148760330578514,4,0.9290850397264829,3.889631356223803e16,1.0,0.33873748764955214,0.33873748764955214,6.568181818181818,0.0,0.0,0.0,0.0
adbm,G1,34,uniform,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,34,uniform,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,34,uniform,47,0.2127659574468085,2,0.7850775713495252,3.193999181427203,2.0,1.239565141140406,0.8604852018534053,9.02127659574468,0.11407876867360797,0.5722046174739701,1.1561792666364872,1.9850611136260752
niche,G1,34,uniform,46,0.11342155009451796,5,0.8928358169667308,3.91358024691358,2.0,1.0720494967382757,0.5029204831240014,4.239130434782608,0.24621928166351606,0.07561436672967864,0.1895085066162571,0.3837429111531191
pfim_metaweb,G1,34,uniform,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,0.07650520597555455,0.19013128112267993,0.12992304210049796,0.9071978270710729
pfim_downsample,G1,34,uniform,47,0.09642372114078769,3,0.8921659294190106,2.5368929637638815,3.0,1.9008688334354862,0.5222739213134941,3.5531914893617023,0.06609325486645541,0.1072883657763694,0.0946129470348574,0.7283838841104572
random,G1,34,uniform,47,0.2634676324128565,3,0.9275168030811127,2.0649835550722934e17,1.0,0.2237426314593764,0.2237426314593764,11.404255319148936,0.0,0.0,0.0,0.0
adbm,G2,34,uniform,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
bodymassratio,G2,34,uniform,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
lmatrix,G2,34,uniform,20,0.2125,2,0.8354129454031798,3.1991104133961294,3.0,0.962225914542616,1.0546874841913028,3.3,0.13,0.165,0.6575,0.5775
niche,G2,34,uniform,19,0.10526315789473684,4,0.9092177357975207,3.16,2.0,1.3844373104863459,0.7453559924999299,1.0526315789473684,0.07756232686980609,0.05263157894736842,0.04986149584487535,0.18282548476454294
pfim_metaweb,G2,34,uniform,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,0.1875,0.2275,0.0,0.415
pfim_downsample,G2,34,uniform,20,0.15,3,0.846138158286145,2.400786713286713,2.0,1.6472553816569127,0.6398099132915954,2.05,0.075,0.1525,0.025,0.3925
random,G2,34,uniform,20,0.265,3,0.9239815474192612,-7.331110842484192e16,1.0,0.3302241433643097,0.3302241433643097,4.35,0.0,0.0,0.0,0.0
adbm,G3,34,uniform,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
bodymassratio,G3,34,uniform,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
lmatrix,G3,34,uniform,28,0.21045918367346939,2,0.8167747080169623,3.2083928571428557,3.0,1.0206293067937064,1.0080113064170317,4.928571428571429,0.125,0.22193877551020408,0.9005102040816326,0.9158163265306123
niche,G3,34,uniform,25,0.0864,6,0.9299162946993917,5.5,2.0,1.1156030599955444,0.6639390359351528,1.2,0.1136,0.0304,0.0592,0.1248
pfim_metaweb,G3,34,uniform,28,0.13010204081632654,3,0.7906103358501839,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,0.1364795918367347,0.20918367346938777,0.02295918367346939,0.45408163265306123
pfim_downsample,G3,34,uniform,28,0.11734693877551021,3,0.8635071938250144,2.077839506172839,2.0,1.741182364384888,0.7355697124898273,2.3214285714285716,0.09693877551020408,0.15816326530612246,0.026785714285714284,0.39285714285714285
random,G3,34,uniform,28,0.1377551020408163,5,0.9266083043667518,1.3845540436691054e17,1.0,0.43333157468603073,0.43333157468603073,2.892857142857143,0.0,0.0,0.0,0.0
adbm,G4,34,uniform,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
bodymassratio,G4,34,uniform,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
lmatrix,G4,34,uniform,44,0.24070247933884298,2,0.7723529911850704,3.2117094866434908,2.0,1.1192980881301515,0.7984163311920311,9.613636363636363,0.1337809917355372,0.6482438016528925,1.300103305785124,2.0666322314049586
niche,G4,34,uniform,44,0.13326446280991736,3,0.8728788192894585,4.098222222222223,3.0,1.1327999461022544,0.3342565018771391,4.886363636363637,0.31766528925619836,0.1441115702479339,0.16322314049586778,0.5418388429752066
pfim_metaweb,G4,34,uniform,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,34,uniform,44,0.10898760330578512,3,0.8938326530982038,2.65571131716381,3.0,1.5897650498347107,0.6110022046792628,3.8181818181818183,0.12190082644628099,0.12035123966942149,0.11466942148760331,0.5609504132231405
random,G4,34,uniform,44,0.25,3,0.9287361211041624,1.8793109432582732e16,1.0,0.28681045043740583,0.28681045043740583,10.022727272727273,0.0,0.0,0.0,0.0
adbm,G1,34,lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,34,lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,34,lognormal,47,0.2064282480760525,1,0.7817587549360288,2.8007891414141404,2.0,1.212309133059767,0.9829719006889907,8.72340425531915,0.0,0.47578089633318243,1.3693979176097781,1.862833861475781
niche,G1,34,lognormal,46,0.11058601134215501,4,0.8835773445361377,4.860711940836939,3.0,1.0013651285524368,0.6602658607645694,4.108695652173913,0.2556710775047259,0.15406427221172023,0.16020793950850662,0.29820415879017015
pfim_metaweb,G1,34,lognormal,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,0.07650520597555455,0.19013128112267993,0.12992304210049796,0.9071978270710729
pfim_downsample,G1,34,lognormal,47,0.09416025350837483,3,0.8938324813933425,2.880496435273882,3.0,1.9742460858285404,0.5509673022631268,3.4468085106382977,0.06428248076052512,0.10547759167043912,0.0946129470348574,0.7555454956994115
random,G1,34,lognormal,47,0.24535989135355366,3,0.9321477555160426,1.3323983878070224e17,1.0,0.24848167800571908,0.24848167800571908,10.553191489361701,0.0,0.0,0.0,0.0
adbm,G2,34,lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
bodymassratio,G2,34,lognormal,20,1.0,1,NaN,9.999999999999998,1.0,0.0,0.0,19.05,0.0,0.0,0.0,0.0
lmatrix,G2,34,lognormal,20,0.2375,1,0.806817060742309,2.8017857142857143,2.0,0.9752738390255435,1.0818655220160562,3.8,0.0,0.2875,0.785,0.6675
niche,G2,34,lognormal,20,0.0875,4,0.9387432165806836,4.0390625,2.0,1.0629994245456194,0.847058472511739,0.8,0.1025,0.015,0.0575,0.1
pfim_metaweb,G2,34,lognormal,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,0.1875,0.2275,0.0,0.415
pfim_downsample,G2,34,lognormal,20,0.1625,3,0.8322053026317153,2.1635802469135808,2.0,1.5266755018087859,0.5979306159485671,2.3,0.1675,0.195,0.0075,0.385
random,G2,34,lognormal,20,0.245,4,0.9080144426815621,4.251142314688718e16,1.0,0.3855156087299316,0.3855156087299316,3.95,0.0,0.0,0.0,0.0
adbm,G3,34,lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
bodymassratio,G3,34,lognormal,28,1.0,1,NaN,13.999999999999957,1.0,0.0,0.0,27.035714285714285,0.0,0.0,0.0,0.0
lmatrix,G3,34,lognormal,28,0.21045918367346939,1,0.8082850986216883,2.8926681783824644,2.0,0.9822891721999741,1.168724845074118,4.928571428571429,0.0,0.2614795918367347,1.0701530612244898,0.8303571428571429
niche,G3,34,lognormal,28,0.11862244897959184,4,0.9072250650209039,3.873148148148148,2.0,1.0622630416938121,0.6858408344267796,2.357142857142857,0.15943877551020408,0.1096938775510204,0.08290816326530612,0.21173469387755103
pfim_metaweb,G3,34,lognormal,28,0.13010204081632654,3,0.7906103358501839,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,0.1364795918367347,0.20918367346938777,0.02295918367346939,0.45408163265306123
pfim_downsample,G3,34,lognormal,28,0.11862244897959184,3,0.8629427046699483,2.1040373691934313,2.0,1.749911676706407,0.7239433585989845,2.357142857142857,0.1096938775510204,0.14540816326530612,0.044642857142857144,0.4272959183673469
random,G3,34,lognormal,27,0.2606310013717421,3,0.9224540498225251,-5.123624681389777e16,1.0,0.26286218203072903,0.26286218203072903,6.074074074074074,0.0,0.0,0.0,0.0
adbm,G4,34,lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
bodymassratio,G4,34,lognormal,44,1.0,1,NaN,22.000000000000004,1.0,0.0,0.0,43.02272727272727,0.0,0.0,0.0,0.0
lmatrix,G4,34,lognormal,44,0.24328512396694216,1,0.7792962018685445,2.7857573798750264,2.0,1.0680964707040856,0.8907159190820048,9.727272727272727,0.0,0.6461776859504132,1.5439049586776858,1.9860537190082646
niche,G4,34,lognormal,44,0.11466942148760331,4,0.8809330376748076,3.8489274614274613,2.0,1.014184892977716,0.6635108572735979,4.068181818181818,0.2680785123966942,0.08522727272727272,0.22933884297520662,0.40082644628099173
pfim_metaweb,G4,34,lognormal,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,0.1637396694214876,0.24431818181818182,0.14979338842975207,0.734504132231405
pfim_downsample,G4,34,lognormal,44,0.11105371900826447,3,0.8984581332346456,2.532652733541491,3.0,1.599421959050066,0.5925043594573391,3.909090909090909,0.11260330578512397,0.12603305785123967,0.1265495867768595,0.6007231404958677
random,G4,34,lognormal,44,0.2427685950413223,3,0.9296197467975229,-1.5399671835278822e17,1.0,0.271457624106792,0.271457624106792,9.704545454545455,0.0,0.0,0.0,0.0
adbm,G1,34,truncated_lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
bodymassratio,G1,34,truncated_lognormal,47,1.0,1,NaN,23.500000000000057,1.0,0.0,0.0,46.02127659574468,0.0,0.0,0.0,0.0
lmatrix,G1,34,truncated_lognormal,47,0.21502942507922138,1,0.775673294400198,2.7598651960784304,2.0,1.1291605896592176,1.015426240174645,9.127659574468085,0.0,0.5246717971933001,1.5509280217292893,1.8103214124038027
