model,time,n_rep,richness,connectance,diameter,complexity,trophic_level,distance,generality,vulnerability,redundancy,NDTI,NDCI
pfim_downsample,G4,2,44,0.10950413223140495,4,0.904844038867674,2.8884298451802537,3.0,1.6034560767707495,0.6318609526407392,3.840909090909091,-0.07722007722007722,-0.6463068181818182
random,G4,2,44,0.20144628099173553,2,0.7126655151500899,6.082128113352971,1.0,0.25120537206411536,1.829332361916968,7.886363636363637,-0.9183673469387755,0.9829476248477467
adbm,G1,3,47,0.30647351742870077,1,0.7649358154018014,3.80898447463107,2.0,0.8007221188652662,0.9340774295281511,13.425531914893616,-1.0,0.12713035467526485
bodymassratio,G1,3,47,0.17428700769578995,5,0.8485476966591523,6.924624103149934,4.0,0.6139029323696139,0.5706909668915108,7.212765957446808,0.7336738416636264,-0.025296189561319245
lmatrix,G1,3,47,0.2286102308736985,1,0.7859869043735657,3.340912377096587,2.0,0.8915217775818224,1.1663921047845425,9.76595744680851,-1.0,0.19410700439390025
niche,G1,3,45,0.07061728395061728,5,0.9167882735824198,4.77912037037037,2.0,1.0571674392401822,0.8907946625170058,2.2,0.39299610894941633,-0.13924050632911392
pfim_metaweb,G1,3,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,-0.42614601018675724,-0.7494543867306853
pfim_downsample,G1,3,47,0.09280217292892712,4,0.8998362171943016,2.3014042467948714,3.0,1.9485902221384883,0.5332548718462629,3.382978723404255,-0.1569767441860465,-0.7497291440953413
random,G1,3,47,0.1656858306926211,4,0.7426208793171125,5.345638431851267,1.0,0.3343692156246424,2.0037539566957925,6.808510638297872,-0.9554730983302412,0.9665726069025397
adbm,G2,3,20,0.325,1,0.7924697754682298,3.3110021786492374,2.0,0.8389461141057227,0.8419105972445797,5.55,-1.0,0.0033112582781456954
bodymassratio,G2,3,20,0.165,4,0.8916258250368373,5.924462962962964,1.0,0.4925622429619691,0.582475705015625,2.35,0.748792270531401,0.0625
lmatrix,G2,3,20,0.25,1,0.8063583914329525,2.865079365079365,2.0,1.021866197853608,0.9425609012852056,4.05,-1.0,-0.06218487394957983
niche,G2,3,19,0.08587257617728532,3,0.9100576794770822,3.1666666666666665,2.0,1.279298787580961,0.9184583442607579,0.6842105263157895,0.9512195121951219,-0.24675324675324675
pfim_metaweb,G2,3,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,-0.0963855421686747,-1.0
pfim_downsample,G2,3,20,0.16,3,0.8477232643976143,2.0566239316239323,2.0,1.5529312266603572,0.5788912951314326,2.25,-0.1746031746031746,-0.9625
random,G2,3,20,0.175,2,0.7875119680078222,3.741666666666666,1.0,0.3649522135191458,1.941131475992585,2.55,-1.0,0.9884057971014493
adbm,G3,3,28,0.3201530612244898,1,0.7742494009509435,3.3374057315233796,2.0,0.8701948110278369,0.81607671111066,8.0,-1.0,-0.054187192118226604
bodymassratio,G3,3,28,0.17219387755102042,4,0.8811516611316605,6.083164682539682,1.0,0.5175299217784276,0.6337747841792253,3.857142857142857,0.6520210896309314,0.07954545454545454
lmatrix,G3,3,28,0.2461734693877551,1,0.7879705358250584,2.8201366815003177,2.0,1.0685380805185498,0.8876165048652958,5.928571428571429,-1.0,-0.130835734870317
niche,G3,3,28,0.12244897959183673,5,0.8917740343674146,3.4674744897959178,2.0,0.973610120462327,0.7955153362479955,2.4642857142857144,0.3698630136986301,-0.18210862619808307
pfim_metaweb,G3,3,28,0.13010204081632654,3,0.790610335850184,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,-0.21033210332103322,-0.9037433155080213
pfim_downsample,G3,3,28,0.12244897959183673,3,0.8315822722155594,2.259333293340646,2.0,1.7125625157553728,0.7119099968545175,2.4642857142857144,-0.1349206349206349,-0.9125364431486881
random,G3,3,28,0.288265306122449,2,0.7422695627055986,5.530894834357011,1.0,0.2879595996887866,1.4145888444482597,7.107142857142857,-0.9899497487437185,0.8991735537190083
adbm,G4,3,44,0.32489669421487605,1,0.7676343466645835,3.7176291177297864,2.0,0.7821021227621718,0.8697327820079094,13.318181818181818,-1.0,0.08681408681408681
bodymassratio,G4,3,44,0.16322314049586778,5,0.8639378566201485,7.057750396716951,4.0,0.5151353709365694,0.5263908983989218,6.204545454545454,0.7464655984919887,0.006445215666831929
lmatrix,G4,3,44,0.2515495867768595,1,0.7864963921782323,3.2934141982584864,2.0,0.8773521869421553,1.0430303396409542,10.090909090909092,-1.0,0.11900028401022437
niche,G4,3,44,0.07283057851239669,4,0.911273565422232,3.587654320987655,3.0,1.3851022152638592,0.6510356932341304,2.227272727272727,0.467680608365019,-0.5546719681908548
pfim_metaweb,G4,3,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,-0.19746835443037974,-0.6612149532710281
pfim_downsample,G4,3,44,0.11105371900826447,3,0.9052850622254122,2.3681081540994326,3.0,1.566192311265777,0.5758310257304823,3.909090909090909,-0.04204753199268738,-0.6977290524667189
random,G4,3,44,0.1415289256198347,2,0.7544113861687183,5.383946634843978,1.0,0.3443508615775348,2.2006891780727114,5.25,-0.9388646288209607,0.9904942965779467
adbm,G1,4,47,0.28474422815753736,1,0.7816327506178911,3.695615633425524,2.0,0.897006914823896,0.9372399128510877,12.404255319148936,-1.0,0.036494597839135653
bodymassratio,G1,4,47,0.18877320054323224,4,0.8416550567162907,6.2773483369223735,4.0,0.5948358319330268,0.6574648355207867,7.8936170212765955,0.6119809394145678,0.039820527201346045
lmatrix,G1,4,47,0.20733363512901765,1,0.7926240637635825,2.959816653934301,2.0,1.0400433394101696,1.1622884512072427,8.76595744680851,-1.0,0.08286358511837655
niche,G1,4,47,0.11634223630602082,4,0.8844881897909093,3.612934049457489,2.0,1.1942695251913167,0.6240904032384719,4.48936170212766,0.09330143540669857,-0.47143840330351
pfim_metaweb,G1,4,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,-0.42614601018675724,-0.7494543867306853
pfim_downsample,G1,4,47,0.09868718877320054,4,0.8862143103415786,2.1873787976729147,3.0,1.9180675823776738,0.5693957094394437,3.6595744680851063,-0.3245382585751979,-0.756468797564688
random,G1,4,47,0.2824807605251245,3,0.6986004424824668,8.131424821327885,1.0,0.23279115850902923,1.4570274590463683,12.297872340425531,-0.997364953886693,0.9937051932155971
adbm,G2,4,20,0.3,1,0.812733077719148,3.5070010055304177,2.0,0.953601974172767,0.8429272304235246,5.05,-1.0,-0.11564625850340136
bodymassratio,G2,4,20,0.1825,4,0.8922749851652569,6.020975056689341,1.0,0.6426764020089607,0.6046701733246475,2.7,0.6108597285067874,-0.02912621359223301
lmatrix,G2,4,20,0.23,1,0.8213452742708601,2.9015625,2.0,1.144690954517895,0.9499461939320739,3.65,-1.0,-0.1453900709219858
niche,G2,4,20,0.0825,4,0.9233238318585039,3.7481481481481476,3.0,1.5265915799626804,0.5988405661624754,0.7,0.6842105263157895,-0.6271186440677966
pfim_metaweb,G2,4,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,-0.0963855421686747,-1.0
pfim_downsample,G2,4,20,0.1525,3,0.8477538370950828,2.1661162911162917,2.0,1.5759080967391998,0.624583483327385,2.1,-0.007633587786259542,-0.972027972027972
random,G2,4,20,0.15,4,0.814844120172575,3.8819047619047615,1.0,0.5514467945790075,1.9794263449218716,2.05,-0.48148148148148145,0.947136563876652
adbm,G3,4,28,0.29081632653061223,1,0.7961089268696334,3.623134737901895,2.0,0.9575297950290563,0.8649700729446175,7.178571428571429,-1.0,-0.08723281340265743
bodymassratio,G3,4,28,0.18877551020408162,4,0.8672968342888404,5.972772212869435,1.0,0.6067552519092878,0.638687274766346,4.321428571428571,0.610062893081761,0.022091310751104567
lmatrix,G3,4,28,0.21173469387755103,1,0.8017564484582708,2.889177489177489,2.0,1.1685481836229672,0.9941144954966218,4.964285714285714,-1.0,-0.11862160371106693
niche,G3,4,28,0.13137755102040816,3,0.8707405395269073,3.6269841269841265,2.0,0.9153257000596006,0.9505312192497106,2.7142857142857144,0.35751295336787564,0.023965141612200435
pfim_metaweb,G3,4,28,0.13010204081632654,3,0.790610335850184,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,-0.21033210332103322,-0.9037433155080213
pfim_downsample,G3,4,28,0.11479591836734694,3,0.8314493447042196,2.5031059255658192,2.0,1.7626724524620265,0.7730721852236888,2.25,-0.17766497461928935,-0.8223495702005731
random,G3,4,28,0.2653061224489796,3,0.7584290709990995,7.0298488754742285,1.0,0.35602420215831293,1.4481978493073897,6.464285714285714,-1.0,0.9518599562363238
adbm,G4,4,44,0.3197314049586777,1,0.7564624438162233,3.9863026578513114,2.0,0.7913021118276514,0.891832910894846,13.090909090909092,-1.0,0.09860312243221035
bodymassratio,G4,4,44,0.1678719008264463,5,0.8520823704979695,7.140645393438763,4.0,0.5369663882967456,0.6112152136763905,6.409090909090909,0.7014791573285523,0.04574565416285453
lmatrix,G4,4,44,0.24586776859504134,1,0.7776680678625754,3.416379487515851,2.0,0.8884764759867394,1.0713850784567687,9.840909090909092,-1.0,0.13418625409104434
niche,G4,4,44,0.1322314049586777,3,0.877864962320691,4.375708921714358,2.0,1.0105727422812574,0.7360237861700799,4.840909090909091,0.4050761421319797,-0.2114914425427873
pfim_metaweb,G4,4,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,-0.19746835443037974,-0.6612149532710281
pfim_downsample,G4,4,44,0.10692148760330579,4,0.9136762611737652,2.580111852687865,3.0,1.629537632809812,0.5699530919660742,3.727272727272727,0.0041841004184100415,-0.7059724349157733
random,G4,4,44,0.23450413223140495,3,0.7162626931014037,8.341153662032754,1.0,0.2566486528682939,1.6507920446016802,9.340909090909092,-0.8480243161094225,0.9886309805779252
adbm,G1,5,47,0.28610230873698506,1,0.7727112244817719,4.0833252418142205,2.0,0.9139444482293164,0.9416750044024675,12.46808510638298,-1.0,0.02564717162032598
bodymassratio,G1,5,47,0.16885468537799908,4,0.8500116511467557,6.137937610692936,1.0,0.6638546393974395,0.7134736326751608,6.957446808510638,0.6968684759916492,0.030583873957367932
lmatrix,G1,5,47,0.21321865097329107,2,0.7950152922294728,3.7912229938271578,3.0,0.9892686957377296,1.1459990850974318,9.042553191489361,-0.704323570432357,0.10888857585575433
niche,G1,5,46,0.15264650283553874,5,0.862605304908416,5.295826897981018,3.0,0.9744937987926866,0.6928184168905586,6.043478260869565,0.16823104693140795,-0.23509561304836896
pfim_metaweb,G1,5,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,-0.42614601018675724,-0.7494543867306853
pfim_downsample,G1,5,47,0.09551833408782254,4,0.8915901616315022,2.2304128090219644,3.0,1.9217069998427478,0.5413984558501886,3.5106382978723403,-0.32673267326732675,-0.7493217580032555
random,G1,5,47,0.22815753734721594,3,0.7191052765148985,7.424948330280168,1.0,0.2895265091195439,1.6547170125300277,9.74468085106383,-0.9759358288770054,0.9684835001853912
adbm,G2,5,20,0.28,1,0.7828386277345443,3.4665178571428568,2.0,1.0354225671621295,0.9094326083734476,4.65,-1.0,-0.11605723370429252
bodymassratio,G2,5,20,0.135,4,0.9089242053772768,6.125,1.0,1.0619399278525514,0.7319162475319142,1.75,0.6302521008403361,-0.25153374233128833
lmatrix,G2,5,20,0.23,1,0.8249862563871977,2.9333333333333345,2.0,1.2142817429364299,0.9603625820108129,3.65,-1.0,-0.18469217970049917
niche,G2,5,19,0.08310249307479224,4,0.9498236002641098,3.6197916666666665,2.0,1.123376743858433,0.48673769141798906,0.631578947368421,0.6571428571428571,-0.5333333333333333
pfim_metaweb,G2,5,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,-0.0963855421686747,-1.0
pfim_downsample,G2,5,20,0.1575,3,0.862612970041578,2.0203703703703706,2.0,1.539032151257707,0.5941371048544386,2.2,-0.125,-0.8860759493670886
random,G2,5,20,0.18,3,0.7733652635112679,3.511450381679389,1.0,0.36497038073988125,1.9253447916156963,2.65,-0.8518518518518519,0.9752321981424149
adbm,G3,5,28,0.27040816326530615,1,0.7887459025238627,3.5736461251167118,2.0,1.0756494513936228,0.8675142590620868,6.607142857142857,-1.0,-0.17713638936049803
bodymassratio,G3,5,28,0.17729591836734693,4,0.870341037209582,6.226526748971192,1.0,0.8214237329477843,0.6498107749861888,4.0,0.5174953959484346,-0.12844036697247707
lmatrix,G3,5,28,0.20918367346938777,1,0.8067658920326735,3.023809523809523,2.0,1.2309132825665132,0.9919587680672785,4.892857142857143,-1.0,-0.15932642487046633
niche,G3,5,26,0.09615384615384616,3,0.9064063342490735,3.2857142857142856,2.0,1.2762444906835053,0.726636084983398,1.5384615384615385,0.7142857142857143,-0.3277310924369748
pfim_metaweb,G3,5,28,0.13010204081632654,3,0.790610335850184,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,-0.21033210332103322,-0.9037433155080213
pfim_downsample,G3,5,28,0.1096938775510204,3,0.8408991712926991,2.884033613445378,2.0,1.7962875714987458,0.7515249671537423,2.107142857142857,-0.07389162561576355,-0.8614457831325302
random,G3,5,28,0.17346938775510204,2,0.7787228112149738,5.0974025974025965,1.0,0.4472709048608006,1.8900306384898495,3.892857142857143,-1.0,0.9150066401062417
adbm,G4,5,44,0.30888429752066116,1,0.7510417522064122,3.3416306200641177,2.0,0.8675975847806683,0.8776969444198814,12.613636363636363,-1.0,0.009256810367627611
bodymassratio,G4,5,44,0.16012396694214875,4,0.8589762161129689,6.511669924804139,1.0,0.6521957091522188,0.5750838113048615,6.068181818181818,0.7083946980854198,-0.048394825107810256
lmatrix,G4,5,44,0.24948347107438015,1,0.7577718251824546,2.975422427035329,2.0,0.9230719502301133,1.0452424123735353,10.0,-1.0,0.08947292833548758
niche,G4,5,44,0.08832644628099173,6,0.8968488188395629,3.5555555555555554,2.0,1.3786559262135532,0.6332414865956358,2.909090909090909,0.33506493506493507,-0.5167630057803468
pfim_metaweb,G4,5,44,0.1368801652892562,3,0.8504460455213982,2.4519969691728654,3.0,1.4653071707061418,0.5932664067256673,5.045454545454546,-0.19746835443037974,-0.6612149532710281
pfim_downsample,G4,5,44,0.10588842975206611,3,0.9072184285342969,3.033758400329828,3.0,1.6021297890073742,0.6052091385229008,3.6818181818181817,0.06818181818181818,-0.6817820206841687
random,G4,5,44,0.1756198347107438,3,0.7505018886039692,5.536716705913133,1.0,0.3716950877688668,1.8969051041125404,6.75,-0.9815157116451017,0.988394584139265
adbm,G1,6,47,0.2974196468990493,1,0.7468654790179001,3.260113853233601,2.0,0.8667647945423511,0.9056805953159517,13.0,-1.0,0.03534777651083238
bodymassratio,G1,6,47,0.2032593933906745,5,0.8304336442852401,6.320409679618226,4.0,0.6134066833645759,0.6020399069860662,8.574468085106384,0.6717510677242221,-0.006720741599073001
lmatrix,G1,6,47,0.20054323223177908,1,0.8066981130897757,3.003874330797406,2.0,0.9937183721490387,1.1970073414421274,8.446808510638299,-1.0,0.13033514752219993
niche,G1,6,47,0.08239022181982798,4,0.9060723976398826,3.5881266352694916,3.0,1.1004027007703556,0.6971425830049668,2.893617021276596,0.5968379446640316,-0.2497096399535424
pfim_metaweb,G1,6,47,0.11815301041195111,4,0.8315850490246237,2.1263668482285256,3.0,1.7514742960613416,0.5464685034798675,4.574468085106383,-0.42614601018675724,-0.7494543867306853
pfim_downsample,G1,6,47,0.09234947940244455,4,0.8904902992151809,2.5005710522439144,3.0,1.970391266935039,0.56080827156569,3.3617021276595747,-0.2508361204013378,-0.7553483269336259
random,G1,6,47,0.1702127659574468,3,0.7524640237690564,6.157568685737444,1.0,0.32134229345857573,1.9755640361348872,7.0212765957446805,-0.7102803738317757,0.9909177820267686
adbm,G2,6,20,0.2825,1,0.8361333386938085,3.157407407407407,2.0,1.0372457134014204,0.8770489815620567,4.7,-1.0,-0.15270935960591134
bodymassratio,G2,6,20,0.1675,4,0.879027593252898,5.7738095238095255,1.0,0.6798399891190282,0.9047702647211885,2.4,0.5510204081632653,0.18446601941747573
lmatrix,G2,6,20,0.215,1,0.8015489919271365,2.921875,2.0,1.2261791931594481,1.0430378903768167,3.35,-1.0,-0.132486388384755
niche,G2,6,16,0.109375,2,0.9160973692033396,3.0,2.0,1.113919353692453,0.9447311822961708,0.8125,0.17647058823529413,-0.19230769230769232
pfim_metaweb,G2,6,20,0.175,3,0.7922802242263642,2.1722756410256414,2.0,1.4846149779161804,0.5676567244564473,2.55,-0.0963855421686747,-1.0
pfim_downsample,G2,6,20,0.165,3,0.8357538307689057,2.0268961807423347,2.0,1.5234224015809865,0.5988405661624754,2.35,-0.07801418439716312,-0.9382716049382716
random,G2,6,19,0.16066481994459833,4,0.7781201332601155,2.9798165137614676,1.0,0.35338986527915417,2.0674403701771764,2.1052631578947367,-1.0,1.0
adbm,G3,6,28,0.27933673469387754,1,0.7984311990800256,3.396405677655678,2.0,0.9681274666992868,0.8939981599031036,6.857142857142857,-1.0,-0.06729634002361275
bodymassratio,G3,6,28,0.2002551020408163,4,0.8716619515108576,6.070758928571429,4.0,0.5562740743293004,0.6989277657865484,4.642857142857143,0.601123595505618,0.09768637532133675
lmatrix,G3,6,28,0.2002551020408163,1,0.8348335715012121,3.0574404761904765,2.0,1.1500168761099605,1.093303507126196,4.642857142857143,-1.0,-0.03879310344827586
niche,G3,6,26,0.06656804733727811,5,0.9381680446515859,3.4895833333333335,2.0,1.2180859301926663,0.7761634039489556,0.7692307692307693,0.5555555555555556,-0.358974358974359
pfim_metaweb,G3,6,28,0.13010204081632654,3,0.790610335850184,2.2574851527149327,2.0,1.6892443153121253,0.7096245515367301,2.6785714285714284,-0.21033210332103322,-0.9037433155080213
pfim_downsample,G3,6,28,0.1096938775510204,3,0.8813461442077195,2.6702604118570497,2.0,1.7919109506548638,0.7462825765307747,2.107142857142857,-0.09803921568627451,-0.919732441471572
